Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001178563.3	475	546	411	509	455	485	424	489	450	535	545	531
NM_001178564.3	452	409	436	414	397	394	454	441	416	375	393	421
NM_001178565.1	66	51	55	60	36	40	61	73	63	52	62	45
NM_001178566.1	3922	3638	4039	3742	3947	4054	5110	5288	5371	4527	4607	4635
NM_001178567.3	53	78	58	49	42	45	63	40	77	50	48	51
NM_001178568.3	474	507	514	409	389	459	436	454	490	428	426	409
NM_001178569.1	6066	5820	6167	4844	5033	5577	5032	5119	5730	4644	4688	4576
NM_001178570.3	1515	1509	1549	1323	1415	1513	1324	1419	1427	1046	988	921
NM_001178571.3	64	75	79	85	90	73	71	78	50	87	74	71
NM_001178573.1	242	242	214	238	225	200	280	217	220	278	211	269
NM_001178575.1	458	419	461	401	394	391	413	385	374	409	383	400
NM_001178576.3	99	88	101	117	114	98	93	105	97	111	114	95
NM_001178577.3	1421	1440	1449	1444	1492	1526	1493	1467	1509	1345	1486	1437
NM_001178578.1	595	575	602	614	681	718	760	803	799	943	992	918
NM_001178579.3	208	201	185	297	267	273	237	231	203	349	362	334
NM_001178581.3	354	366	366	284	263	286	255	292	319	260	251	243
NM_001178582.1	2231	2160	2253	2173	2181	2200	1965	2107	2010	2019	1904	2031
NM_001178583.3	472	423	469	430	401	374	399	494	398	345	341	336
NM_001178584.3	586	586	544	619	618	538	606	549	574	585	578	607
NM_001178585.1	183	210	213	220	210	199	174	182	199	171	208	214
NM_001178586.1	642	583	622	509	540	533	548	642	658	662	587	604
NM_001178587.3	144	104	140	102	107	103	97	96	82	98	102	87
NM_001178588.3	18	17	31	14	15	8	22	35	19	28	19	22
NM_001178589.1	164	179	201	199	212	255	293	246	237	291	312	331
NM_001178590.1	432	443	407	394	446	368	366	379	362	339	336	327
NM_001178591.3	675	669	689	676	624	679	686	769	615	671	727	705
NM_001178592.3	1292	1347	1169	1198	1215	985	1058	999	998	945	928	908
NM_001178593.1	2489	2571	2396	2735	2673	2738	2232	2269	2123	2393	2455	2319
NM_001178594.1	394	376	467	465	466	517	463	475	486	530	553	494
NM_001178595.3	1546	1489	1559	1434	1553	1651	1610	1556	1654	1521	1503	1519
NM_001178596.3	1686	1565	1631	1666	1663	1596	1862	1781	1913	1959	2064	1922
NM_001178597.1	7891	6699	6600	5980	6035	6058	7232	7559	8543	6547	6272	6426
NM_001178598.1	8	13	11	9	6	12	9	6	15	14	11	12
NM_001178599.3	443	378	452	400	447	440	369	436	365	482	429	455
NM_001178600.3	1197	1129	1114	941	893	980	985	961	1037	901	886	926
NM_001178601.1	138	121	164	134	130	119	117	117	124	101	124	99
NM_001178602.1	256	293	272	373	399	399	380	371	370	431	477	375
NM_001178603.3	135	136	169	197	168	204	130	153	152	200	176	198
NM_001178604.1	554	586	596	809	867	780	1126	991	991	1092	1148	983
NM_001178605.1	201	216	198	224	188	179	158	172	180	175	150	152
NM_001178606.3	90	85	93	102	114	98	95	83	97	96	84	112
NM_001178607.3	84	66	74	73	77	86	77	73	93	75	74	81
NM_001178608.1	434	433	403	484	429	548	503	488	536	497	532	575
NM_001178609.1	832	815	870	612	680	725	584	619	678	547	537	527
NM_001178610.3	164	138	169	134	167	192	201	201	212	215	274	220
NM_001178611.3	5221	4806	4842	4348	4558	4990	4388	4649	4804	4282	4117	4173
NM_001178612.1	196	257	248	266	273	272	188	156	187	198	194	206
NM_001178613.2	567	597	634	648	708	646	652	657	713	723	703	712
NM_001178615.4	1033	987	1037	1055	1093	1066	843	882	888	783	843	776
NM_001178616.3	350	339	295	391	373	464	376	367	347	401	457	374
NM_001178617.1	412	417	353	420	436	465	378	388	405	565	507	471
NM_001178618.2	21	23	18	16	27	31	22	27	22	18	25	26
NM_001178619.3	438	344	372	432	436	392	447	393	432	481	495	459
NM_001178620.3	373	404	398	397	407	353	317	293	288	300	289	258
NM_001178621.1	787	709	680	645	667	664	580	542	587	518	554	523
NM_001178622.1	236	224	200	236	230	258	280	257	227	220	251	241
NM_001178623.4	533	635	596	537	539	503	498	510	468	513	461	504
NM_001178624.3	164	169	185	166	166	167	161	175	148	159	146	122
NM_001178626.1	124	159	140	206	201	171	210	180	180	198	200	187
NM_001178627.1	833	870	805	947	892	944	791	869	792	947	939	917
NM_001178628.3	136	153	180	196	172	207	207	259	219	268	259	288
NM_001178629.3	825	858	902	827	800	771	834	787	814	796	790	774
NM_001178630.1	347	317	319	386	326	364	262	265	277	329	325	289
NM_001178631.1	5113	5169	5274	5553	5660	5508	5819	5781	5426	5346	5633	5857
NM_001178632.3	29	21	14	43	23	41	34	39	22	32	32	34
NM_001178633.4	13	7	11	10	5	10	7	9	4	9	19	12
NM_001178634.1	11661	11674	11091	12417	12469	12196	11354	11620	11872	13287	13069	13662
NM_001178635.1	709	716	662	574	585	535	596	639	536	527	556	563
NM_001178636.4	664	642	728	787	811	790	926	808	816	894	934	907
NM_001178637.4	561	591	586	581	530	579	455	512	490	535	522	569
NM_001178638.1	425	461	467	531	521	492	422	473	457	589	567	569
NM_001178639.1	246	197	206	278	256	252	417	429	386	427	376	391
NM_001178641.3	75	69	76	95	98	89	120	87	86	106	125	110
NM_001178642.3	1	3	3	5	7	2	5	1	7	8	4	5
NM_001178643.2	118	85	124	163	124	142	116	117	121	150	152	129
NM_001178644.1	202	190	153	77	71	30	91	92	68	25	20	16
NM_001178645.3	59	100	89	80	80	98	99	105	90	166	137	126
NM_001178646.1	1	0	2	0	0	0	1	0	1	2	1	1
NM_001178647.3	20	33	24	15	17	12	17	18	32	27	24	26
NM_001178649.3	1	3	5	1	3	5	3	5	1	6	5	3
NM_001178650.1	321	285	290	321	291	315	301	376	284	352	420	400
NM_001178651.1	980	1019	1092	1164	1043	1086	1111	1194	1116	1153	1184	1179
NM_001178652.2	126	147	156	101	109	111	132	122	116	85	98	95
NM_001178653.1	59	45	77	77	85	104	99	87	84	104	98	92
NM_001178654.1	134	133	143	123	143	166	166	139	150	152	167	195
NM_001178657.1	290	295	317	306	298	346	297	326	380	374	305	321
NM_001178658.1	4296	4069	4282	4353	4768	5263	5594	5789	6386	5979	5619	5659
NM_001178659.1	299	273	311	273	279	333	257	303	319	294	277	240
NM_001178660.1	1892	1800	2116	2253	2377	2283	2056	2081	2115	2341	2379	2281
NM_001178662.1	958	1069	884	1051	965	1058	1107	1109	1037	1085	1090	1200
NM_001178663.1	203	158	180	167	193	197	209	183	212	244	254	242
NM_001178664.1	2277	2207	2153	2393	2584	2455	2343	2452	2587	2708	2642	2480
NM_001178666.2	101	89	93	41	35	41	40	34	40	18	12	15
NM_001178667.1	84	78	71	33	29	36	27	26	24	12	10	11
NM_001178670.1	311	340	320	296	263	300	255	241	278	266	248	297
NM_001178671.1	529	495	499	526	493	510	705	733	723	596	633	578
NM_001178672.1	145	169	164	213	216	223	96	139	175	106	110	118
NM_001178673.1	3338	3175	3082	3022	3012	2930	2069	2256	2308	2604	2288	2498
NM_001178674.1	369	391	374	274	309	310	259	262	312	267	256	279
NM_001178675.1	5985	5263	4214	5670	5392	4283	5911	5885	5421	4125	3824	4063
NM_001178676.1	942	869	866	915	928	954	924	884	901	950	926	858
NM_001178677.1	173	190	176	136	148	136	146	160	181	184	143	133
NM_001178678.1	383	434	475	495	511	627	454	447	476	564	567	532
NM_001178679.1	736	771	784	987	961	1048	711	731	770	965	951	935
NM_001178680.1	1120	1092	1177	1330	1347	1200	1164	1139	1096	1247	1188	1046
NM_001178681.1	188	196	201	248	274	326	295	289	295	302	307	287
NM_001178682.1	8191	7762	7724	6474	6842	7185	6004	6701	6865	6946	6301	6416
NM_001178683.1	262	276	233	279	282	268	334	307	263	338	336	319
NM_001178684.1	253	241	272	255	257	267	296	298	273	341	324	334
NM_001178685.1	2096	2231	2217	3004	2980	3359	2981	3255	3045	5029	5320	5358
NM_001178687.1	529	465	378	657	757	435	559	670	585	788	823	797
NM_001178688.1	19366	18841	17024	21901	23296	21623	18703	19101	20148	20531	21045	21628
NM_001178689.1	526	428	448	478	520	531	439	456	445	561	584	596
NM_001178690.1	3447	3707	3502	3712	4069	3741	3745	3776	3604	3673	3757	3730
NM_001178692.1	235	256	296	250	273	278	349	280	322	224	223	239
NM_001178693.1	2	5	0	5	6	12	6	1	4	7	13	9
NM_001178694.1	149	163	187	202	214	177	302	259	312	418	381	396
NM_001178695.1	5004	5071	4795	4973	5185	4996	4936	4984	4914	5276	4988	5172
NM_001178696.1	241	265	222	311	264	306	247	261	285	275	265	274
NM_001178697.1	272	294	301	289	304	328	311	362	320	284	315	340
NM_001178698.1	2540	2715	2626	3147	2968	2919	2439	2286	2379	2699	2896	2739
NM_001178699.1	394	418	420	579	614	662	423	455	468	576	566	551
NM_001178700.1	40	45	52	35	43	38	36	43	33	47	48	43
NM_001178701.1	2400	2402	2398	3418	3348	3291	3447	3239	3519	3914	3952	3988
NM_001178702.1	0	0	2	1	0	0	0	0	0	2	1	2
NM_001178703.1	1967	1889	1789	1436	1412	1271	1226	1203	1211	963	958	900
NM_001178704.1	452	578	448	491	406	427	372	335	370	365	359	423
NM_001178705.1	278	250	282	256	277	293	336	357	324	340	333	340
NM_001178706.1	6533	6332	6844	5746	5724	5579	4493	4448	4229	4960	5016	4794
NM_001178707.1	0	4	2	4	1	0	2	1	1	2	0	1
NM_001178708.1	128	132	145	95	117	152	121	126	114	120	114	110
NM_001178709.1	17	24	50	30	33	28	37	41	38	32	45	34
NM_001178710.1	3	3	3	2	4	5	5	3	1	6	11	4
NM_001178711.1	6	13	10	29	14	36	23	25	25	45	36	38
NM_001178713.1	11	10	8	15	13	17	11	16	11	32	30	28
NM_001178715.1	1372	1433	1382	1460	1430	1348	1524	1404	1495	1508	1440	1445
NM_001178716.1	222	235	271	223	256	262	228	259	223	270	265	267
NM_001178717.1	2557	2427	2520	2793	2790	2751	2817	2918	2969	3555	3480	3412
NM_001178718.1	1163	1200	1127	755	826	743	723	717	731	520	555	457
NM_001178720.1	37	26	31	34	36	38	34	27	22	33	41	35
NM_001178721.1	625	606	596	589	569	679	608	604	638	581	516	569
NM_001178722.1	1377	1358	1301	1291	1280	1137	1127	1178	1231	1109	1101	1025
NM_001178723.1	11	7	10	5	5	10	12	8	6	9	16	18
NM_001178724.1	1932	1866	1950	1865	1857	1674	1882	1937	1657	1447	1569	1661
NM_001178725.1	177852	161434	175284	126636	128872	134384	120349	116163	132535	91495	95508	95239
NM_001178727.1	0	4	2	3	5	3	6	1	1	5	3	6
NM_001178728.1	119	123	153	126	104	137	116	104	129	115	108	118
NM_001178729.1	764	818	874	614	599	571	509	560	575	465	458	469
NM_001178730.1	1900	1889	2179	1851	1676	1859	2025	2085	1977	1856	1941	1917
NM_001178731.1	186	169	182	109	111	104	107	79	89	54	57	45
NM_001178732.1	113	112	135	143	141	132	121	135	136	152	144	111
NM_001178733.1	10	7	10	12	9	12	10	18	11	14	24	16
NM_001178734.1	212	233	291	233	244	267	250	222	288	256	285	249
NM_001178735.1	41	50	40	108	119	89	136	137	70	131	151	129
NM_001178737.1	269	226	262	248	233	247	336	316	312	289	287	331
NM_001178738.1	90	106	121	80	84	83	93	110	104	92	70	83
NM_001178739.1	3303	3770	3618	3545	3624	3016	3298	3221	3050	2567	2518	2334
NM_001178741.1	462	551	467	573	565	591	614	619	553	749	826	684
NM_001178742.1	148	137	158	169	167	177	174	160	200	208	178	174
NM_001178743.1	379	419	441	460	438	520	417	418	400	417	390	491
NM_001178744.1	964	1068	997	1041	980	950	841	1041	906	959	877	929
NM_001178745.1	36587	33051	29864	27326	28101	26061	26013	26139	29152	24157	23824	22853
NM_001178746.1	175	178	209	189	194	177	226	192	194	176	164	206
NM_001178747.1	642	676	597	712	622	627	517	591	554	632	540	605
NM_001178748.1	3594	3659	3596	2986	2945	2808	3234	3413	3283	2944	2949	3083
NM_001178749.1	796	804	784	851	799	851	746	773	731	716	728	674
NM_001178750.1	724	758	786	941	1042	952	903	901	806	1199	1207	1130
NM_001178751.1	616	626	593	630	667	770	707	698	788	755	741	716
NM_001178752.1	51	62	109	73	89	78	85	87	74	86	97	75
NM_001178753.1	128	132	145	95	117	152	121	126	114	120	114	110
NM_001178754.1	0	4	2	4	1	0	2	1	1	2	0	1
NM_001178756.1	899	904	973	1082	1055	1079	872	883	838	1037	1096	1093
NM_001178757.1	627	632	689	674	646	659	599	554	569	550	603	544
NM_001178758.1	442	503	562	524	552	558	533	533	535	510	560	549
NM_001178759.1	2	3	2	0	2	2	5	0	4	2	2	3
NM_001178760.1	427	474	462	408	414	460	377	401	489	433	414	390
NM_001178761.1	551	573	567	683	693	717	529	525	600	608	686	574
NM_001178762.1	892	818	836	918	886	982	899	999	1025	1050	1065	1040
NM_001178765.1	1143	1093	1095	957	991	1084	734	826	949	833	776	790
NM_001178766.1	1002	920	942	995	934	1083	791	886	881	971	847	885
NM_001178767.1	11331	10858	10732	10913	11543	11632	11990	11795	12678	12280	11987	12266
NM_001178768.1	300	360	420	369	398	406	385	376	334	390	385	394
NM_001178769.1	1878	1943	2282	1994	2046	2174	2379	2241	2602	2523	2446	2293
NM_001178770.1	406	336	356	341	373	414	388	349	448	395	393	330
NM_001178771.1	207	212	205	317	314	363	350	327	344	400	353	364
NM_001178772.1	785	750	895	899	792	1088	903	921	969	830	862	885
NM_001178774.1	106	108	116	126	102	127	108	102	152	126	153	144
NM_001178776.1	794	827	737	711	745	654	630	691	781	680	690	744
NM_001178777.1	119	115	118	127	128	123	89	134	102	139	124	125
NM_001178778.1	1353	1384	1266	1758	1525	1679	1703	1605	1629	1848	1684	1935
NM_001178779.1	203	177	245	157	167	195	161	200	181	184	164	172
NM_001178780.1	870	832	871	774	865	1012	895	905	851	924	953	891
NM_001178781.1	242	250	261	290	290	301	266	294	255	259	256	233
NM_001178782.1	1248	1201	1217	1290	1278	1314	1323	1242	1336	1189	1164	1194
NM_001178783.1	66	77	66	81	77	109	90	84	82	96	95	121
NM_001178784.1	116	174	176	170	188	182	222	220	192	182	216	213
NM_001178785.1	223	238	229	220	236	247	192	178	223	193	228	207
NM_001178786.2	2940	2928	2615	2554	2375	2559	2123	2146	2407	2220	2099	2201
NM_001178787.1	333	382	401	334	345	310	377	337	368	353	369	370
NM_001178788.1	584	574	549	775	751	737	735	737	780	800	705	655
NM_001178789.1	309	309	382	330	367	411	385	401	439	424	448	448
NM_001178790.1	2191	2239	2179	1973	1922	2202	1799	2327	2240	2150	1865	2064
NM_001178792.1	197	183	187	234	219	233	211	252	245	322	287	281
NM_001178794.1	6918	6881	5216	6518	5932	5483	5494	5628	5731	5896	5754	5981
NM_001178795.1	85	96	79	236	229	286	51	70	96	146	116	123
NM_001178796.1	521	497	510	456	445	422	508	502	489	470	459	455
NM_001178797.2	66	78	52	94	79	63	94	78	72	83	81	95
NM_001178798.1	391	399	436	414	427	392	449	390	427	394	353	362
NM_001178799.1	3908	4189	4122	4273	3958	4311	4129	4008	4039	4209	3962	4357
NM_001178800.1	594	608	594	564	611	591	645	574	568	619	592	599
NM_001178801.1	175	204	225	223	211	184	259	206	226	228	228	227
NM_001178802.1	28	25	24	26	25	35	27	30	15	30	28	30
NM_001178804.1	296	306	332	340	342	313	299	301	291	327	297	322
NM_001178805.1	17	17	13	16	20	17	26	32	19	28	44	20
NM_001178807.1	0	0	0	0	0	0	0	0	0	2	1	1
NM_001178808.1	16	22	16	29	37	22	34	38	29	39	32	34
NM_001178809.1	79	72	101	86	114	99	127	109	128	192	183	152
NM_001178811.1	2	0	0	0	0	2	4	0	0	0	0	0
NM_001178812.1	29	28	18	37	27	45	28	32	29	50	34	37
NM_001178813.1	100	115	132	125	119	142	128	134	132	151	138	134
NM_001178814.1	4	0	2	5	4	5	4	5	7	16	21	12
NM_001178815.1	690	705	623	874	1002	897	759	747	835	972	1000	988
NM_001178816.1	1993	2036	2221	1969	1914	2103	1899	2058	1793	1789	1869	1833
NM_001178817.3	3601	3833	3697	3807	4071	3591	3505	3679	3451	3663	3538	3469
NM_001178818.1	627	628	670	498	401	379	316	354	366	331	322	336
NM_001178819.1	134	171	143	115	127	127	147	150	132	146	129	141
NM_001178820.3	50	64	58	61	60	40	62	66	47	60	68	49
NM_001178821.1	205	188	156	185	154	179	211	195	216	187	183	171
NM_001178822.1	1258	1183	1135	991	1070	929	961	1248	1098	963	895	851
NM_001178824.3	352	337	364	879	882	901	1535	1537	1583	1825	1754	1820
NM_001178826.1	157	129	143	265	230	232	269	293	182	713	671	674
NM_001178827.1	189	215	221	278	275	235	286	296	297	328	400	344
NM_001178828.3	1782	1824	2006	1986	1993	2111	2171	2103	2194	2230	2320	2286
NM_001178830.1	1024	1026	937	1088	976	949	726	795	816	928	920	937
NM_001178831.1	105	116	135	102	94	123	92	105	100	103	83	91
NM_001178832.3	659	609	633	601	643	627	639	659	615	687	706	666
NM_001178833.1	230	205	195	195	206	156	146	162	200	184	199	170
NM_001178834.3	57	92	89	100	89	70	67	91	72	83	67	100
NM_001178835.1	105	113	106	76	97	99	98	93	90	87	70	72
NM_001178837.1	1541	1657	1586	1636	1533	1487	1692	1612	1634	1467	1424	1476
NM_001178838.1	0	0	2	2	6	3	3	4	0	2	2	1
NM_001178839.3	480	568	452	589	643	521	529	555	650	745	753	744
NM_001178840.1	166	154	185	148	156	166	190	189	192	161	181	159
NM_001178841.1	6101	5743	5913	4979	5080	4932	5003	4697	5119	4505	4344	4389
NM_001178842.3	12654	12079	12621	11754	12044	12357	11035	11070	10729	9571	10233	9913
NM_001178844.1	210	250	275	319	297	270	331	311	273	389	373	369
NM_001178845.1	23	22	14	32	20	26	24	22	28	51	37	36
NM_001178846.3	8374	8508	8718	9798	9467	10319	9959	10088	9347	9722	9959	10429
NM_001178847.1	1257	1127	1153	1407	1367	1341	1502	1565	1645	1808	1697	1791
NM_001178848.1	7	8	5	5	5	2	1	4	7	9	5	4
NM_001178849.3	35392	32327	29811	27506	29197	26424	27005	26783	29691	22875	24121	23666
NM_001178851.1	758	711	688	729	769	846	837	923	906	975	989	1047
NM_001178852.3	3730	3478	2929	3668	3474	3382	2949	3045	3345	3685	3484	3610
NM_001178853.1	603	566	572	662	627	652	661	602	787	776	723	758
NM_001178854.1	33	33	29	66	54	45	49	69	50	96	84	89
NM_001178855.3	6369	6521	6559	6891	7124	6965	6978	7279	7377	6799	6969	7290
NM_001178856.1	51	35	58	55	45	41	61	62	63	62	54	69
NM_001178857.1	3015	3020	3185	2513	2599	2631	2273	2712	2577	2289	2349	2431
NM_001178858.3	511	515	444	399	374	459	479	506	427	469	429	428
NM_001178859.1	480	453	420	504	494	518	457	482	537	627	593	595
NM_001178861.1	7602	6897	7288	6095	6427	6996	6908	6983	7900	7184	7044	7212
NM_001178862.3	2030	1945	2068	1883	1881	1954	1845	1914	2048	1794	1822	1885
NM_001178863.1	251	233	229	240	283	232	304	257	239	278	291	225
NM_001178864.1	0	0	0	0	2	0	5	4	3	2	5	0
NM_001178865.3	557	632	493	539	576	561	505	508	511	542	562	520
NM_001178866.1	3379	3294	3736	3471	3189	3571	3248	3316	3348	3221	3277	3269
NM_001178867.1	427	403	451	358	426	392	465	537	515	464	484	450
NM_001178868.3	372	318	415	308	311	293	370	345	365	284	282	287
NM_001178869.1	27898	26857	24550	25168	24530	23866	21539	22827	22782	21204	20837	20901
NM_001178870.1	2613	2500	2744	2347	2340	2376	2488	2402	2465	2013	2088	2136
NM_001178871.3	438	391	391	523	499	555	596	630	600	758	699	720
NM_001178872.1	7	9	16	11	12	8	14	14	19	8	14	14
NM_001178873.1	1548	1542	1787	1815	1925	2131	2260	2329	2420	2648	2784	2823
NM_001178875.1	1863	1747	1958	2491	2624	3132	2709	3009	2854	4643	4812	4390
NM_001178876.1	394	445	406	399	430	404	408	419	384	413	398	393
NM_001178877.3	151	164	193	202	198	228	204	192	184	230	232	211
NM_001178878.1	1375	1398	1427	1693	1627	1684	1933	1930	1942	2123	2332	2216
NM_001178879.1	145	124	147	127	144	151	158	150	136	185	184	181
NM_001178880.3	4752	4229	4167	4735	4199	4395	4275	4623	4233	4578	5333	4831
NM_001178881.2	389	411	423	415	360	374	440	429	512	497	528	484
NM_001178882.1	3	2	5	2	5	10	14	10	7	11	15	6
NM_001178884.1	0	1	0	0	0	2	1	0	1	0	1	1
NM_001178885.1	19	15	27	23	18	36	30	31	19	48	47	43
NM_001178886.1	7864	7439	7602	6317	6302	6192	5793	5672	5804	4162	4317	4132
NM_001178887.1	15	13	18	15	15	7	22	19	11	6	12	11
NM_001178888.1	4	3	5	5	3	2	2	1	6	6	9	7
NM_001178890.1	0	2	2	2	1	0	2	3	0	2	3	1
NM_001178892.1	1165	1278	1253	1608	1441	1516	1671	1685	1570	1613	1691	1745
NM_001178893.3	1278	1308	1163	1270	1205	1066	903	891	860	968	958	832
NM_001178894.1	5481	5528	5478	6088	6178	6165	6325	6283	6542	7276	6831	7246
NM_001178895.1	978	957	1111	1373	1278	1404	1156	1178	1303	1513	1460	1435
NM_001178896.3	264	252	291	282	298	339	358	361	355	353	367	354
NM_001178897.1	4120	3977	3947	3662	3839	3521	3928	3660	4055	3590	3765	3429
NM_001178898.1	131	125	130	114	108	104	104	122	89	94	97	97
NM_001178899.1	1025	929	853	751	738	674	645	604	667	641	619	619
NM_001178900.1	6129	5784	6510	5098	5552	5289	5432	5532	5962	5076	5144	4786
NM_001178901.3	261	267	309	331	353	359	347	333	344	429	372	384
NM_001178902.1	2291	1979	2573	477	386	538	423	415	429	136	120	149
NM_001178903.1	1684	1782	1857	2132	2089	2064	2112	2094	2030	2482	2394	2254
NM_001178904.3	420	387	411	539	449	464	517	488	522	582	542	614
NM_001178905.1	313	347	372	293	275	318	257	305	301	255	267	254
NM_001178906.3	51	44	47	84	55	71	70	84	79	111	109	110
NM_001178907.1	540	543	634	644	658	636	623	630	624	726	767	652
NM_001178908.1	620	600	628	703	746	652	710	805	844	863	772	786
NM_001178909.3	170	135	119	117	119	126	130	135	170	188	169	128
NM_001178910.1	499	457	560	615	660	594	632	663	709	824	815	807
NM_001178911.3	342	307	316	344	341	407	360	307	342	440	385	398
NM_001178912.1	3234	3183	3536	4307	4449	4374	4644	4544	4648	5376	5444	5314
NM_001178913.1	554	594	504	678	630	581	609	571	660	823	748	789
NM_001178914.3	4448	4225	4243	4292	4446	4351	4056	3981	4338	4109	4127	4059
NM_001178915.1	34	27	39	44	42	40	50	52	35	54	60	41
NM_001178916.1	9912	10002	8768	9191	8566	8922	7919	7826	8176	7723	7354	7923
NM_001178917.3	2330	2243	2227	3311	3174	3500	3263	3315	3173	3926	4010	3883
NM_001178918.1	1452	1421	1250	1712	1625	1515	1393	1391	1391	1582	1531	1560
NM_001178919.1	156	130	121	103	134	109	142	132	164	92	97	79
NM_001178920.3	373	344	328	387	353	372	303	310	316	393	391	367
NM_001178921.1	866	868	921	949	918	877	650	663	626	828	901	825
NM_001178922.1	1564	1540	1630	1532	1558	1608	1440	1429	1419	1568	1471	1514
NM_001178923.3	570	526	436	505	511	555	490	528	507	559	500	548
NM_001178924.1	131	176	163	149	127	199	143	150	160	176	144	153
NM_001178925.1	309	223	250	265	258	258	228	303	245	282	247	233
NM_001178926.3	269	237	254	257	239	285	241	281	239	328	343	312
NM_001178927.1	9768	9411	9892	9158	9692	9238	9505	9097	10009	8736	8672	8680
NM_001178928.1	69	69	89	64	42	46	82	99	63	40	43	52
NM_001178929.3	80	90	100	90	89	71	87	73	75	95	103	100
NM_001178930.1	0	0	0	3	1	0	0	1	0	2	0	0
