transcripts	gene_name	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	wt_1_rpm	wt_2_rpm	wt_ssb1_flag_1_rpm	wt_ssb1_flag_2_rpm	min_corr_ck	min_corr_ip	comments	peak_num	peak_length	gaps	collision_start	peak_start	peak_end	collision_end	max_site	max_fold	mean_fold	ck_peak_rpm	ip_peak_rpm	P_Value	BHFDR	Peak_loci
YHR005C-t26_1	YHR005C	761	1878	976	1848	69.6735	72.8672	64.6904	70.1739	0.6087	0.6576	Qualified	4	13	0	437	441	453	461	445	3.2541	2.6772	1.8692240032437026	4.252310145221251	0.003156633177409006	-	cds
YHR005C-A-t26_1	YHR005C-A	797	2267	473	810	72.9695	87.9605	31.351	30.758	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR006W-t26_1	YHR006W	256	636	275	494	23.4381	24.6771	18.2273	18.7586	0.3017	0.2525	Qualified	1	5	0	157	157	161	162	160	2.5754	2.3224	0.0845779791031394	0.4836399944591907	0.17774316555751687	-	cds
YHR007C-t26_1	YHR007C	5195	11093	2568	6847	475.629	430.4129	170.21	260.0002	0.8161	0.7105	Qualified	1	8	0	444	446	453	458	450	4.2911	3.3416	4.651788850672666	9.792578809026036	0.003665946692900669	-	cds
YHR007C-t26_1	YHR007C	5195	11093	2568	6847	475.629	430.4129	170.21	260.0002	0.8161	0.7105	Qualified	2	5	0	501	502	506	515	503	2.3295	2.2303	2.8058796242116317	2.3902343483748325	0.6643634340976252	-	cds
YHR007C-t26_1	YHR007C	5195	11093	2568	6847	475.629	430.4129	170.21	260.0002	0.8161	0.7105	Qualified	3	5	0	502	511	515	521	515	2.9363	2.6701	3.1030078571432402	2.499663345101666	0.5898231930602267	-	cds
YHR007C-A-t26_1	YHR007C-A	2	0	0	1	0.1831	0.0	0.0	0.038	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR008C-t26_1	YHR008C	1468	3054	2402	3788	134.403	118.4964	159.2074	143.8412	0.7805	0.912	Qualified	1	30	0	67	69	98	101	77	16.7032	6.5931	9.31685271870824	50.281733246147944	4.785620278321351e-06	-	cds
YHR008C-t26_1	YHR008C	1468	3054	2402	3788	134.403	118.4964	159.2074	143.8412	0.7805	0.912	Qualified	2	5	0	116	116	120	120	117	2.6421	2.4345	7.948626074197083	5.075649820633959	0.3348044581213743	-	cds
YHR008C-t26_1	YHR008C	1468	3054	2402	3788	134.403	118.4964	159.2074	143.8412	0.7805	0.912	Qualified	3	25	0	124	130	154	163	144	6.6641	3.5659	6.256559841491075	14.438463786093013	1.761335492512201e-06	-	cds
YHR008C-t26_1	YHR008C	1468	3054	2402	3788	134.403	118.4964	159.2074	143.8412	0.7805	0.912	Qualified	4	5	0	151	160	164	165	161	2.8721	2.4443	1.6845824155332774	3.890539886736928	0.09544123502866529	-	cds
YHR008C-t26_1	YHR008C	1468	3054	2402	3788	134.403	118.4964	159.2074	143.8412	0.7805	0.912	Qualified	5	5	0	195	204	208	217	204	2.5782	2.3075	1.1631602078554193	1.0238966024106344	0.7940163558762297	-	cds
YHR008C-t26_1	YHR008C	1468	3054	2402	3788	134.403	118.4964	159.2074	143.8412	0.7805	0.912	Qualified	6	5	0	227	228	232	232	229	3.3263	2.9872	2.620386055752196	6.2082900541214165	0.07306908601589714	-	cds
YHR009C-t26_1	YHR009C	542	1352	894	1671	49.6229	52.4581	59.2554	63.4527	0.365	0.5183	Qualified	1	9	0	124	125	133	142	128	3.5804	3.0597	0.3383119164125576	2.2521543620768667	0.0002539646201838983	-	cds
YHR009C-t26_1	YHR009C	542	1352	894	1671	49.6229	52.4581	59.2554	63.4527	0.365	0.5183	Qualified	2	14	0	398	407	420	429	411	4.4896	3.4463	1.2074064842266192	4.797056349080378	0.00019225667020765985	-	cds
YHR009C-t26_1	YHR009C	542	1352	894	1671	49.6229	52.4581	59.2554	63.4527	0.365	0.5183	Qualified	3	5	0	491	500	504	513	500	2.8646	2.6363	0.6044688903358721	1.3984502829679974	0.028411131054394866	-	cds
YHR009C-t26_1	YHR009C	542	1352	894	1671	49.6229	52.4581	59.2554	63.4527	0.365	0.5183	Qualified	4	7	0	503	512	518	520	515	3.31	2.7338	0.21493353102260387	0.9862664210241342	0.02552524871578029	-	cds
YHR010W-t26_1	YHR010W	17123	39919	27095	46981	1567.6988	1548.8734	1795.8883	1784.0031	0.8542	0.9554	Qualified	1	31	0	56	57	87	94	81	5.1237	3.4694	302.76470982417885	888.2666964090411	1.5746361142907526e-06	-	cds
YHR010W-t26_1	YHR010W	17123	39919	27095	46981	1567.6988	1548.8734	1795.8883	1784.0031	0.8542	0.9554	Qualified	2	17	0	106	106	122	124	110	7.7712	3.8563	177.79381515948327	409.6748541791154	0.004491203661710375	-	cds
YHR011W-t26_1	YHR011W	54	156	64	134	4.944	6.0529	4.242	5.0884	0.1978	0.0606	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR012W-t26_1	YHR012W	472	1016	576	982	43.214	39.4212	38.178	37.2894	0.5752	0.7051	Qualified	1	6	0	61	63	68	74	65	3.255	2.6035	1.0940678582564265	2.0433036089135848	0.06945077634189896	-	cds
YHR012W-t26_1	YHR012W	472	1016	576	982	43.214	39.4212	38.178	37.2894	0.5752	0.7051	Qualified	2	13	0	148	150	162	165	158	3.4686	2.7324	1.2283379838151514	4.009633440929141	0.006374691191583655	-	cds
YHR012W-t26_1	YHR012W	472	1016	576	982	43.214	39.4212	38.178	37.2894	0.5752	0.7051	Qualified	3	5	0	219	228	232	233	229	2.8123	2.4668	0.5726456505785686	1.0950100521009563	0.09835797074532797	-	cds
YHR012W-t26_1	YHR012W	472	1016	576	982	43.214	39.4212	38.178	37.2894	0.5752	0.7051	Qualified	4	10	0	265	267	276	279	271	2.5991	2.4349	1.0731363586678941	3.0668575284992134	0.004419364508633205	-	cds
YHR013C-t26_1	YHR013C	931	2359	1148	1883	85.2378	91.5302	76.0908	71.5029	0.8065	0.907	Qualified	1	16	0	159	168	183	185	175	3.1381	2.4633	4.215796602846958	7.578432030343287	0.003771945643909719	-	cds
YHR013C-t26_1	YHR013C	931	2359	1148	1883	85.2378	91.5302	76.0908	71.5029	0.8065	0.907	Qualified	2	23	0	191	193	215	224	203	8.2278	4.3456	9.074689837263708	20.66330677336253	0.010890311412481691	-	cds
YHR013C-t26_1	YHR013C	931	2359	1148	1883	85.2378	91.5302	76.0908	71.5029	0.8065	0.907	Qualified	3	5	0	217	226	230	233	230	2.897	2.586	0.5198909112327328	1.5834823252928367	0.007164825882811153	-	cds
YHR014W-t26_1	YHR014W	1	2	1	2	0.0916	0.0776	0.0663	0.0759	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR015W-t26_1	YHR015W	40	85	80	204	3.6622	3.298	5.3025	7.7465	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR016C-t26_1	YHR016C	275	716	413	645	25.1777	27.7811	27.3741	24.4925	0.3227	0.474	Qualified	1	5	0	145	154	158	167	156	2.9267	2.5778	0.019400203143407155	0.8153885320723581	0.024412274361477446	-	cds
YHR016C-t26_1	YHR016C	275	716	413	645	25.1777	27.7811	27.3741	24.4925	0.3227	0.474	Qualified	2	21	0	229	232	252	253	243	4.619	2.9488	1.5720957703120946	3.3937737873796916	0.0033369615008692543	-	cds
YHR016C-t26_1	YHR016C	275	716	413	645	25.1777	27.7811	27.3741	24.4925	0.3227	0.474	Qualified	3	8	0	455	457	464	468	459	3.6204	2.8999	0.3965125258427791	1.3939606870603134	0.0027929460546474837	-	cds
YHR017W-t26_1	YHR017W	161	451	201	414	14.7404	17.499	13.3225	15.7208	0.2145	0.5237	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR018C-t26_1	YHR018C	851	2238	1113	2050	77.9134	86.8353	73.7709	77.8444	0.6054	0.797	Qualified	1	7	0	98	104	110	118	107	3.8223	2.9244	1.2034919105873587	3.165593919285651	0.00816650360851916	-	cds
YHR018C-t26_1	YHR018C	851	2238	1113	2050	77.9134	86.8353	73.7709	77.8444	0.6054	0.797	Qualified	2	21	0	158	161	181	190	167	9.1273	4.9497	3.647744841603765	15.108849237002072	6.120143180775853e-06	-	cds
YHR018C-t26_1	YHR018C	851	2238	1113	2050	77.9134	86.8353	73.7709	77.8444	0.6054	0.797	Qualified	3	11	0	208	211	221	230	215	3.8959	3.0008	1.286538593245373	4.703837602676642	0.0003523373048448062	-	cds
YHR018C-t26_1	YHR018C	851	2238	1113	2050	77.9134	86.8353	73.7709	77.8444	0.6054	0.797	Qualified	4	5	0	425	428	432	441	430	2.4547	2.232	0.18157899482017517	1.0045674874798758	0.06942238244977887	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	1	19	0	86	87	105	106	90	4.025	2.9567	25.08392198023584	39.47591572146905	0.019421604029199527	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	2	25	0	183	184	208	212	197	3.5244	2.6653	26.237549079314714	37.93215439369536	0.07010108787867689	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	3	20	0	215	217	236	236	223	4.3059	3.3486	27.305239567898226	53.35657663717012	0.009257268162737095	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	4	12	0	295	299	310	319	303	6.2916	4.2181	9.462693900131852	26.057544307529	0.00040657334059084483	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	5	8	0	347	349	356	357	353	5.2601	3.5914	7.782026058237834	12.152448753704709	0.1665377543701862	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	6	7	0	364	369	375	384	371	2.5397	2.3194	5.9864882939285	12.530463981694739	0.008366600768581426	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	7	7	0	390	392	398	407	394	3.7228	2.7236	5.129137447032219	6.689153866797952	0.30685931362661695	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	8	8	0	406	415	422	431	418	3.2999	2.7926	6.108335382873329	16.034386850633886	0.0014563367467926285	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	9	12	0	485	487	498	507	494	5.459	3.7051	15.339758141729419	40.27125505377803	0.00013818146852678442	-	cds
YHR019C-t26_1	YHR019C	9815	22309	11176	19572	898.6138	865.5983	740.7584	743.2049	0.7931	0.8671	Qualified	10	8	0	497	506	513	517	509	2.7511	2.4908	12.14825773184378	23.22441901068914	0.0004421671649567393	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	1	5	0	40	40	44	50	44	3.6196	3.439	1.5154264573269984	1.9297276991040728	0.7172472839770191	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	2	31	0	56	59	89	98	85	8.0234	5.2126	29.314697561943724	79.59942623148375	9.036382491004362e-06	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	3	27	0	86	95	121	130	101	4.8233	3.0675	26.746386929841247	53.27401577752417	1.484329474931751e-06	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	4	23	0	123	132	154	163	146	3.2668	2.5819	17.604136039423672	38.54420981698715	0.00013765278961121977	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	5	5	0	178	183	187	189	185	3.0228	2.6356	3.4785888833974865	8.367568352619553	0.02608927630880976	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	6	9	0	279	281	289	290	285	3.3872	2.5771	6.109866679318454	10.268987744977498	0.0016222176656118278	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	7	55	0	320	328	382	384	335	18.0758	7.1266	31.7894151013252	154.21398788977965	5.4298170803546356e-18	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	8	12	0	410	414	425	428	418	6.1116	4.0657	8.195555510029886	22.106275613399752	1.913071292456083e-05	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	9	5	0	430	430	434	435	431	2.5932	2.4607	5.005586396589371	4.152888388784802	0.5022642194247773	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	10	5	0	447	447	451	451	451	2.5074	2.3	9.002534894774465	5.099811214297407	0.4467765726839483	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	11	19	0	465	465	483	487	476	2.9249	2.4359	8.544759166611213	11.629122480908984	0.11728852514352481	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	12	18	0	494	503	520	529	507	4.2024	2.8804	16.236761375661526	39.547714536809394	3.177860441140841e-05	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	13	17	0	521	530	546	553	539	4.8705	3.3413	13.007991855934195	20.69439126189131	0.017525425129205807	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	14	50	0	565	566	615	619	609	4.7236	2.7009	33.86948539689935	66.67367400381825	4.626830182923269e-08	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	15	5	0	631	640	644	647	643	2.9738	2.4325	2.7367872746126394	5.061838350085901	0.034520420347326025	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	16	5	0	653	653	657	663	657	2.6588	2.3723	5.63337006370791	4.105936332757929	0.5930514895738954	-	cds
YHR020W-t26_1	YHR020W	7499	17837	12974	24121	686.572	692.0828	859.9319	915.9435	0.7985	0.8814	Qualified	17	9	0	667	676	684	686	683	2.9276	2.4743	9.709623335964654	17.07449370336762	0.0044789734625669325	-	cds
YHR021C-t26_1	YHR021C	10400	26425	3863	7776	952.1735	1025.3007	256.0442	295.277	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR021W-A-t26_1	YHR021W-A	7	11	0	6	0.6409	0.4268	0.0	0.2278	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR022C-t26_1	YHR022C	1	7	5	16	0.0916	0.2716	0.3314	0.6076	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR022C-A-t26_1	YHR022C-A	0	2	0	0	0.0	0.0776	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR023W-t26_1	YHR023W	888	2328	1664	3688	81.301	90.3273	110.2919	140.0439	0.3359	0.411	Qualified	1	7	0	94	99	105	114	103	6.1684	4.6485	0.29253434359623254	1.9148881800809985	0.027959494288112532	-	cds
YHR023W-t26_1	YHR023W	888	2328	1664	3688	81.301	90.3273	110.2919	140.0439	0.3359	0.411	Qualified	2	8	0	149	158	165	170	162	2.6351	2.3047	0.3965125258427791	1.2469015089469797	0.0007967857295065342	-	cds
YHR023W-t26_1	YHR023W	888	2328	1664	3688	81.301	90.3273	110.2919	140.0439	0.3359	0.411	Qualified	3	16	0	347	350	365	374	351	3.3753	2.6349	0.7278472757258259	2.6740027814861094	0.00012727195770351107	-	cds
YHR023W-t26_1	YHR023W	888	2328	1664	3688	81.301	90.3273	110.2919	140.0439	0.3359	0.411	Qualified	4	8	0	617	618	625	629	621	5.402	3.8292	0.2979802136806181	2.0671223197520274	0.009835058522665701	-	cds
YHR023W-t26_1	YHR023W	888	2328	1664	3688	81.301	90.3273	110.2919	140.0439	0.3359	0.411	Qualified	5	8	0	1837	1839	1846	1848	1843	4.3578	3.4633	0.20795636449309313	1.65528114063317	0.0021326675019239473	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	1	5	0	138	143	147	150	147	3.1	2.9187	0.703001202498033	1.5261803461505723	0.0722694311170161	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	2	13	0	208	217	229	230	227	3.0579	2.5838	1.1104054685095834	3.4752371601854044	0.0001004200799787034	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	3	20	0	268	277	296	305	284	5.2362	4.1889	2.4582072640754276	9.420115944601319	2.2401230770245754e-07	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	4	5	0	302	311	315	324	314	2.8553	2.601	0.3119345467396397	1.052204909156761	0.05889759855092041	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	5	7	0	313	322	328	329	324	2.9807	2.5341	0.16217879167676802	1.252076470504675	0.0038824390354285708	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	6	31	0	331	333	363	372	346	11.1816	4.4044	2.556739576237589	11.959157604397122	1.9386927098203818e-06	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	7	12	0	360	369	380	389	370	2.7844	2.4179	0.6960240359685224	2.0526254835539586	0.00044981604532000065	-	cds
YHR024C-t26_1	YHR024C	467	1216	1081	1841	42.7563	47.1813	71.6499	69.908	0.4628	0.7257	Qualified	8	14	0	376	385	398	407	395	2.8997	2.3045	0.9746040465057334	1.9956661872366999	0.05399105345122032	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	1	9	0	87	94	102	111	98	4.5218	3.3084	2.319343249181328	6.376391761290536	0.027996823628403937	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	2	8	0	98	107	114	123	112	2.4665	2.2746	2.6870951281570536	7.044721115249561	0.0023021783197259464	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	3	39	0	110	119	157	161	132	7.6675	3.8059	24.430785589246284	42.54071715301823	3.121215692236459e-05	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	4	5	0	166	173	177	182	177	2.5765	2.374	1.9476767965663413	3.3274926164220586	0.09955995702713225	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	5	5	0	193	194	198	207	197	2.9652	2.6321	2.1478040137809136	4.75044697587851	0.0781847823427519	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	6	48	0	243	252	299	308	281	6.1481	3.6464	38.414406137488115	85.82149303697061	6.999166738845219e-11	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	7	26	0	296	305	330	339	313	3.7822	2.7987	9.991093274339221	15.927356633682095	0.011080922245359153	-	cds
YHR025W-t26_1	YHR025W	3695	7798	5042	9156	338.2963	302.5656	334.1897	347.6795	0.8009	0.8934	Qualified	8	9	0	342	345	353	356	352	3.4646	2.8185	6.717398162544576	12.788014924192533	0.0009358288620783468	-	cds
YHR026W-t26_1	YHR026W	1722	3581	745	1207	157.658	138.9443	49.3795	45.8332	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	1	29	0	137	139	167	169	146	6.4902	3.7768	7.233547165190944	25.661948097915854	3.8567126304891236e-07	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	2	21	0	242	244	264	269	249	9.2632	5.1556	10.330936487196903	34.778623811650135	2.340891272770092e-05	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	3	22	0	278	281	302	311	291	8.1516	5.2419	7.335821385939469	27.018278603589668	2.7872737236137285e-07	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	4	16	0	322	326	341	345	328	3.3087	2.5515	4.251534416243522	8.00336459517758	0.007022369147939578	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	5	8	0	387	391	398	400	396	2.6664	2.3567	2.179627253538217	4.532959713724866	0.01261823477134535	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	6	21	0	462	466	486	494	471	4.1252	2.7995	7.10846481830297	12.383404803581406	0.004838124588048679	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	7	8	0	506	515	522	524	518	3.5064	2.7379	1.9507393894565916	3.7486556701812894	0.057332824829546235	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	8	7	0	527	530	536	538	535	2.5198	2.3152	1.455694551451652	2.6826392904764713	0.01438393107026624	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	9	8	0	593	602	609	618	606	3.6337	2.9523	4.218859195737209	5.72187387787957	0.4363235873729926	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	10	12	0	640	644	655	658	646	3.1689	2.538	2.331766285795224	4.356221497565383	0.003695421311714954	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	11	11	0	661	664	674	683	665	2.8039	2.3241	1.2935157597748839	3.0433815004857765	0.002151962263351657	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	12	5	0	715	716	720	729	719	2.192	2.0626	1.1228285051234796	1.8724257199618086	0.02086548560957438	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	13	7	0	727	736	742	745	739	2.3814	2.1671	3.2845868519634154	5.095664301214729	0.29597584325121484	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	14	8	0	808	817	824	833	821	2.5826	2.3433	2.7367872746126394	2.848684900695558	0.8668612773755504	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	15	5	0	842	845	849	858	846	2.8526	2.5019	1.2919844633297586	2.1617117974557862	0.11047315700791252	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	16	12	0	868	870	881	890	878	3.373	2.4891	5.887955981766339	9.593770015335751	0.08675804962163618	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	17	15	0	911	913	927	934	917	7.4175	4.5946	4.661149294396313	13.948243379593496	2.5662204796968398e-05	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	18	28	0	939	941	968	973	956	6.8671	3.6907	7.482514548112092	21.2266620073198	3.1613452013120504e-06	-	cds
YHR027C-t26_1	YHR027C	4316	11610	6249	12170	395.152	450.4727	414.191	462.1298	0.7324	0.8431	Qualified	19	5	0	985	986	990	991	987	2.5645	2.3882	1.9740541662392594	2.289441860638361	0.47593230402908904	-	cds
YHR028C-t26_1	YHR028C	540	1231	284	510	49.4398	47.7633	18.8239	19.3662	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YHR029C-t26_1	YHR029C	335	827	652	949	30.671	32.0879	43.2153	36.0362	0.4736	0.7279	Qualified	1	30	0	110	111	140	144	133	7.6117	3.6836	3.6089444353169515	11.97228370929517	8.965775939195126e-08	-	cds
YHR029C-t26_1	YHR029C	335	827	652	949	30.671	32.0879	43.2153	36.0362	0.4736	0.7279	Qualified	2	5	0	146	148	152	157	150	3.8166	3.2878	0.21493353102260387	1.3463232653834283	0.009238170389475912	-	cds
YHR029C-t26_1	YHR029C	335	827	652	949	30.671	32.0879	43.2153	36.0362	0.4736	0.7279	Qualified	3	5	0	187	196	200	200	196	3.2948	2.7686	0.4034896923722898	1.1136538013817037	0.24059438016468895	-	cds
YHR029C-t26_1	YHR029C	335	827	652	949	30.671	32.0879	43.2153	36.0362	0.4736	0.7279	Qualified	4	7	0	277	286	292	293	289	3.7095	2.9911	0.49351354155981486	1.8817475946021822	0.006430629620472355	-	cds
YHR030C-t26_1	YHR030C	435	1224	686	1327	39.8265	47.4917	45.4689	50.39	0.6235	0.5317	Qualified	1	10	0	101	103	112	115	108	4.6674	3.4999	0.7208701091963151	3.005751319099277	0.003100686069399319	-	cds
YHR030C-t26_1	YHR030C	435	1224	686	1327	39.8265	47.4917	45.4689	50.39	0.6235	0.5317	Qualified	2	8	0	196	205	212	221	211	2.9873	2.4969	0.6044688903358721	1.7491852526869174	0.001387336630567681	-	cds
YHR030C-t26_1	YHR030C	435	1224	686	1327	39.8265	47.4917	45.4689	50.39	0.6235	0.5317	Qualified	3	5	0	223	232	236	245	233	2.4057	2.3266	0.14975575506287164	0.8202208108050477	0.0016135620375259815	-	cds
YHR030C-t26_1	YHR030C	435	1224	686	1327	39.8265	47.4917	45.4689	50.39	0.6235	0.5317	Qualified	4	10	0	456	459	468	477	464	4.1972	3.1898	0.8263795878879868	2.5559372757689127	0.000396864210601576	-	cds
