name	wt_ribo_YPD1_cds_rpm	wt_ribo_YPD2_cds_rpm	wt_ribo_YPD3_cds_rpm	ncs2d_ribo_YPD1_cds_rpm	ncs2d_ribo_YPD2_cds_rpm	ncs2d_ribo_YPD3_cds_rpm	elp6d_ribo_YPD1_cds_rpm	elp6d_ribo_YPD2_cds_rpm	elp6d_ribo_YPD3_cds_rpm	ncs2d_elp6d_ribo_YPD1_cds_rpm	ncs2d_elp6d_ribo_YPD2_cds_rpm	ncs2d_elp6d_ribo_YPD3_cds_rpm
NM_001178410.1	16.43	25.23	15.82	20.63	22.4	8.06	9.95	9.16	14.77	18.64	13.25	38.68
NM_001178411.1	0.0	0.07	0.08	0.49	0.23	0.08	0.26	0.1	0.46	0.27	0.27	0.17
NM_001178413.3	12.49	20.13	12.64	15.74	15.82	5.54	10.13	9.12	14.4	14.68	11.09	32.16
NM_001178414.1	13.39	25.59	13.17	13.47	13.28	4.87	7.71	6.49	11.3	7.66	5.45	17.01
NM_001178415.1	241.56	339.5	227.73	184.95	205.06	102.96	174.4	144.75	267.11	174.72	128.51	335.66
NM_001178416.4	173.49	296.41	149.02	279.75	267.87	96.83	226.46	204.49	334.21	367.97	275.81	779.66
NM_001178417.1	171.69	290.14	163.17	248.91	248.96	107.6	181.49	162.93	281.15	264.91	203.06	551.06
NM_001178418.1	13.5	21.66	12.87	13.37	13.62	4.87	8.1	8.07	12.03	11.03	8.47	20.82
NM_001178419.3	21.83	41.93	22.02	34.74	35.69	13.37	22.15	21.65	32.09	49.44	33.04	88.87
NM_001178420.1	14.23	18.3	13.77	22.11	19.08	5.39	24.71	28.53	22.7	22.98	16.99	32.92
NM_001178421.4	53.56	89.54	54.04	78.31	77.17	30.74	48.84	43.45	75.76	78.95	56.97	157.84
NM_001178422.2	73.08	123.38	65.77	76.69	75.99	28.03	59.54	47.36	79.22	67.22	49.94	144.3
NM_001178424.2	0.11	0.22	0.15	0.25	0.0	0.04	0.18	0.3	0.09	0.64	0.54	1.44
NM_001178425.3	17.21	29.53	15.67	23.59	26.57	7.9	15.28	13.97	23.52	26.08	18.39	54.34
NM_001178426.2	1891.25	2958.48	1526.66	1764.06	1772.1	705.86	1243.62	1122.44	1979.34	1575.99	1171.89	3425.0
NM_001178427.1	472.66	704.89	384.77	480.98	426.27	186.46	364.83	297.87	555.64	469.73	341.17	974.32
NM_001178428.3	153.01	249.38	134.71	185.4	186.2	65.3	132.43	117.75	187.61	200.59	146.45	388.22
NM_001178429.1	30.83	49.44	25.88	36.12	36.08	13.25	25.54	22.59	39.02	38.19	27.36	78.46
NM_001178430.1	286.51	433.13	254.44	292.38	328.49	123.6	233.11	207.81	356.27	363.09	246.69	645.0
NM_001178431.3	35.22	70.88	31.56	37.6	40.47	17.61	20.48	17.64	33.37	19.66	13.57	43.93
NM_001178432.1	297.87	472.65	250.36	306.3	327.42	114.64	219.63	198.75	358.91	315.1	219.15	581.19
NM_001178433.3	10.46	15.82	10.52	11.35	8.61	3.18	4.62	4.16	6.56	3.64	2.79	9.06
NM_001178434.1	151.21	267.1	136.23	155.69	150.74	57.24	114.07	101.31	171.48	138.35	100.61	285.47
NM_001178435.3	31.9	54.4	32.24	35.63	36.7	13.29	29.2	25.02	49.5	40.28	29.52	77.27
NM_001178436.1	100.13	152.76	92.94	106.0	112.69	45.05	82.58	68.66	120.79	106.64	75.0	210.91
NM_001178438.4	33.98	51.19	23.84	32.08	31.58	10.54	15.37	13.33	25.53	24.96	23.39	50.44
NM_001178439.1	12.66	16.33	9.31	12.29	14.3	5.19	11.05	9.36	17.78	17.3	12.58	31.82
NM_001178440.1	211.91	327.11	202.37	237.06	258.64	108.03	131.07	120.23	202.84	152.27	117.42	354.11
NM_001178441.3	102.05	149.26	88.93	47.97	55.27	20.48	31.36	30.86	50.14	31.6	23.21	75.07
NM_001178442.2	36.4	63.0	32.85	44.51	39.35	14.9	37.04	30.76	52.6	48.37	35.61	98.09
NM_001178443.1	15.75	28.29	14.76	23.74	21.33	7.51	14.18	13.97	19.51	25.44	17.22	44.52
NM_001178444.3	48.27	85.9	44.65	64.69	61.92	22.64	48.89	41.31	66.64	63.31	49.49	134.57
NM_001178445.2	16.2	24.57	14.99	16.53	16.66	7.0	14.27	11.69	19.51	15.53	11.63	37.24
NM_001178446.1	4.89	9.26	5.22	7.75	6.59	3.18	4.27	4.71	9.03	8.73	6.27	16.0
NM_001178449.3	77.86	120.39	62.82	119.17	114.26	35.42	74.34	67.62	102.92	120.3	86.23	237.82
NM_001178450.1	29.82	58.41	30.42	48.11	44.69	16.39	33.56	28.39	47.41	51.74	39.03	101.99
NM_001178451.1	14.18	23.84	14.61	21.27	21.16	7.59	16.6	15.01	25.16	29.46	21.86	47.9
NM_001178452.3	23.01	41.27	26.41	22.8	23.58	7.86	17.04	15.21	27.71	26.35	19.56	45.62
NM_001178453.1	9.96	15.9	8.85	12.78	11.82	5.86	10.04	8.72	17.5	16.34	14.74	34.62
NM_001178454.1	357.33	522.96	288.42	324.31	343.24	130.28	259.44	222.92	371.58	302.51	233.76	604.38
NM_001178455.3	2.76	2.63	1.74	3.31	2.59	1.02	2.2	2.13	2.28	2.68	2.39	6.94
NM_001178456.2	29.76	55.49	21.95	36.12	32.14	13.21	18.1	16.1	30.81	36.26	23.89	72.7
NM_001178457.1	216.86	311.36	173.61	223.89	232.02	74.14	125.34	106.11	182.87	177.02	125.58	320.17
NM_001178458.3	26.22	44.84	24.29	35.63	34.84	13.37	23.91	22.84	31.18	34.55	28.71	78.46
NM_001178459.1	88.71	143.72	75.68	107.38	101.21	40.06	66.68	59.45	100.64	105.73	80.59	190.6
NM_001178460.3	103.06	149.99	79.84	103.92	88.88	40.92	62.1	59.64	106.75	106.96	68.15	211.33
NM_001178462.1	7.31	12.83	8.78	11.05	11.09	4.6	7.09	6.14	11.12	11.36	9.15	23.36
NM_001178463.1	305.19	462.0	239.38	592.61	527.13	208.24	565.48	477.99	822.93	930.68	670.66	1803.23
NM_001178465.3	0.56	0.66	0.3	0.74	0.56	0.35	0.35	0.1	1.19	2.62	2.03	4.65
NM_001178466.1	31586.31	47058.99	24317.73	31373.37	32411.64	11747.34	21622.48	18477.43	35275.03	27968.95	20409.77	55734.78
NM_001178467.1	10.52	15.82	9.31	10.66	9.57	3.77	5.64	5.5	10.03	7.18	5.05	13.96
NM_001178468.3	5.79	13.56	7.04	11.6	8.44	3.38	6.25	5.9	10.48	10.34	8.43	19.97
NM_001178469.2	605.87	931.3	567.62	641.46	625.86	255.02	463.57	402.45	724.75	591.75	433.48	1231.35
NM_001178470.1	25.15	36.82	21.49	38.15	34.39	14.78	21.62	17.93	29.45	38.56	26.28	63.48
NM_001178471.3	23.06	42.07	25.2	34.44	29.72	11.13	19.51	15.31	27.17	29.67	21.64	58.48
NM_001178473.1	14.85	23.41	16.73	21.61	23.25	9.95	18.45	16.25	26.8	31.33	22.31	65.34
NM_001178474.1	155.94	245.22	134.71	238.4	241.08	86.69	157.36	140.44	241.04	314.08	230.1	664.98
NM_001178475.3	873.03	1321.55	735.48	988.02	989.82	363.17	710.82	604.22	1036.99	934.7	678.41	1838.78
NM_001178476.1	0.84	2.11	1.29	1.28	1.29	0.35	1.37	0.69	1.64	1.82	0.68	3.64
NM_001178477.1	15.53	24.65	13.09	19.59	20.15	6.25	11.98	10.35	15.59	19.07	14.78	35.63
NM_001178478.3	41.18	70.07	33.45	52.95	47.0	16.75	30.83	24.77	44.58	47.29	30.79	94.2
NM_001178479.3	8.55	13.05	7.34	10.81	9.51	3.7	7.05	6.34	10.39	11.84	6.4	19.64
NM_001178480.1	16.48	25.59	16.04	21.86	20.71	9.2	15.63	13.77	22.43	23.67	18.93	53.57
NM_001178481.1	25.71	40.61	23.23	24.03	26.96	8.88	21.45	16.55	34.55	26.35	18.62	54.5
NM_001178483.3	30.66	48.49	27.32	29.31	30.96	11.56	15.24	16.15	28.99	32.73	21.09	56.11
NM_001178484.3	15.41	20.64	14.68	15.49	14.18	5.27	11.8	9.21	16.14	13.71	8.97	27.59
NM_001178485.2	23.8	42.37	21.87	32.62	32.14	11.75	22.06	19.42	32.55	38.14	24.25	65.76
NM_001178486.2	11.19	17.79	10.75	14.61	13.17	4.8	8.32	8.27	14.4	14.57	10.23	28.52
NM_001178487.3	51.81	93.19	55.47	67.36	68.28	30.62	53.55	47.71	76.76	62.4	49.99	137.45
NM_001178488.3	48.55	75.91	48.06	52.31	46.89	21.43	43.12	35.37	57.98	60.85	35.92	122.64
NM_001178489.2	11.19	17.21	11.35	18.7	18.52	6.92	10.44	7.53	12.22	20.84	15.46	40.37
NM_001178490.1	70.99	114.04	65.16	80.88	85.22	33.1	58.84	51.27	90.25	84.09	59.77	159.54
NM_001178491.3	380.34	626.14	327.93	473.53	454.75	164.13	330.08	272.81	473.14	464.48	332.87	897.98
NM_001178493.3	6.47	9.63	5.83	10.56	8.56	2.83	9.47	8.32	13.13	10.28	7.44	22.77
NM_001178494.1	28.97	46.01	27.17	28.92	27.19	11.09	16.74	14.02	23.34	23.78	18.21	49.0
NM_001178495.1	0.39	1.24	0.0	0.44	0.62	0.16	0.92	0.59	1.37	1.39	1.76	4.4
NM_001178496.3	0.68	2.77	1.06	1.23	1.52	0.43	1.01	0.94	2.01	1.29	0.9	2.29
NM_001178497.3	115.04	187.54	94.98	148.63	135.48	52.01	110.63	88.72	166.28	172.74	126.3	321.1
NM_001178498.1	11.25	20.93	9.91	13.32	12.16	5.03	8.76	9.07	13.13	13.55	10.5	25.81
NM_001178499.1	72.06	133.37	64.94	86.31	85.73	29.21	57.56	44.88	72.29	83.4	59.86	155.39
NM_001178500.3	6.24	11.38	5.9	7.6	5.85	3.46	3.83	3.12	4.38	7.71	5.0	11.76
NM_001178501.3	6.02	8.17	7.04	7.94	9.06	3.07	5.55	5.25	9.03	10.12	8.16	20.4
NM_001178502.1	112.9	195.56	109.89	132.0	128.11	45.25	82.09	69.45	109.94	109.37	81.99	217.68
NM_001178503.1	53.56	87.57	46.09	61.04	56.79	21.9	36.42	32.2	60.44	58.01	38.99	103.68
NM_001178504.3	11.03	19.47	10.67	15.45	14.24	5.43	10.97	9.71	15.59	17.19	11.85	33.09
NM_001178505.3	9.11	17.14	8.02	9.57	9.34	2.99	4.84	4.66	7.29	4.71	3.2	7.7
NM_001178506.1	62.84	102.23	56.0	71.9	74.52	25.24	51.4	41.96	78.13	59.45	43.14	117.47
NM_001178507.1	101.15	175.8	103.84	108.46	103.63	44.54	78.0	69.75	108.21	95.29	76.49	201.68
NM_001178508.3	36.96	59.94	34.06	45.5	41.99	15.73	25.76	22.19	39.02	38.14	29.3	70.67
NM_001178509.3	11.7	22.17	9.84	12.04	11.82	4.91	9.42	7.98	11.4	12.21	7.84	24.29
NM_001178510.1	519.97	797.86	474.53	417.13	438.26	165.7	307.58	269.64	482.16	319.76	230.28	685.29
NM_001178511.3	5.46	8.31	3.94	5.53	5.91	1.65	3.96	4.31	5.2	5.89	3.97	11.43
NM_001178512.3	55.3	92.09	51.16	76.14	81.62	30.39	56.15	46.62	89.61	80.66	62.29	159.2
NM_001178513.1	9.96	19.69	12.41	13.47	13.17	6.01	11.63	9.46	17.69	18.48	11.67	31.82
NM_001178514.1	38.82	68.76	38.67	46.53	43.9	19.03	36.2	29.13	51.6	49.54	31.46	90.81
NM_001178515.3	5.91	8.97	7.04	7.7	7.32	2.4	5.11	3.86	7.2	6.11	5.68	10.49
NM_001178516.3	4.73	6.56	5.52	5.23	5.35	2.4	3.3	2.72	5.83	5.25	4.06	11.34
NM_001178517.1	26.38	41.42	25.05	18.06	19.19	6.6	13.74	13.57	17.78	14.68	11.99	26.41
NM_001178518.1	48.32	73.14	45.79	65.53	64.39	25.63	46.42	37.9	65.18	69.15	52.02	126.53
NM_001178519.3	52.49	95.16	47.15	82.46	77.06	28.42	42.63	35.82	53.15	67.92	57.97	152.43
NM_001178520.3	55.13	89.32	44.58	71.41	59.66	25.79	41.09	37.65	61.81	69.2	44.62	130.68
NM_001178521.1	66.38	98.07	53.66	70.42	71.99	28.54	49.15	47.61	77.4	96.3	64.46	182.47
NM_001178523.1	11.59	18.59	11.58	19.99	18.18	6.84	17.44	14.71	26.8	31.28	22.27	60.34
NM_001178524.3	18.85	29.68	16.5	21.37	21.16	7.71	16.07	14.12	26.89	24.96	16.41	47.4
NM_001178525.3	62.16	103.4	56.91	111.62	113.59	39.82	96.67	86.59	145.13	177.66	123.95	353.1
NM_001178527.1	21.15	37.19	21.42	24.18	22.23	9.28	19.03	16.1	24.61	28.6	19.52	51.29
NM_001178528.1	0.39	0.29	0.08	0.1	0.11	0.04	0.18	0.05	0.18	0.16	0.0	0.76
NM_001178529.3	3481.71	5225.92	2704.5	3657.45	3675.69	1312.03	2291.97	2071.99	3654.66	3243.84	2406.07	6374.53
NM_001178530.3	1.69	2.41	1.14	1.63	1.18	0.39	1.19	0.89	1.91	2.52	1.67	4.57
NM_001178531.1	3.32	5.69	3.33	5.87	6.87	2.36	6.39	5.75	9.03	7.98	5.36	17.01
NM_001178532.3	2.64	5.47	2.5	2.22	2.98	0.75	2.55	2.03	3.37	2.57	1.76	3.3
NM_001178533.3	16.48	23.19	11.88	19.25	19.81	7.63	11.63	8.77	16.87	19.82	15.33	44.26
NM_001178534.1	0.28	0.51	0.15	0.1	0.17	0.0	0.13	0.15	0.27	0.27	0.23	0.42
NM_001178535.1	84.5	133.15	77.12	103.92	103.57	43.36	71.7	60.98	103.11	103.8	82.58	218.87
NM_001178536.3	9.84	14.36	6.81	9.82	9.46	3.89	5.9	5.5	9.39	9.91	6.13	15.74
NM_001178537.3	2244.93	3466.49	1769.22	2372.16	2421.55	801.0	1517.38	1303.1	2343.91	1887.5	1364.94	3635.15
NM_001178539.1	2090.4	3063.84	1616.42	1928.04	2029.56	706.93	1301.01	1130.46	2129.58	1703.25	1226.92	3315.49
NM_001178540.1	16.71	29.75	16.57	19.64	19.14	7.59	11.23	11.15	16.32	15.59	11.63	29.11
NM_001178541.3	11.59	18.23	12.26	11.89	11.88	5.11	9.25	8.77	13.86	15.05	8.65	27.59
NM_001178542.3	2.93	7.66	3.86	6.46	6.75	2.48	4.8	4.56	7.93	10.12	6.63	18.96
NM_001178543.1	12.54	18.96	13.02	16.53	15.42	6.21	13.3	12.09	21.15	19.92	13.03	39.69
NM_001178544.1	2322.96	3451.76	2054.01	2477.81	2431.46	1006.73	1745.86	1484.41	2748.77	2312.08	1659.14	4770.45
NM_001178545.1	10.46	16.99	7.57	11.05	11.37	5.03	7.57	6.64	11.85	11.84	9.15	23.61
NM_001178546.1	62.84	99.46	47.3	97.21	85.73	35.89	55.54	50.58	87.24	108.73	75.5	217.85
NM_001178547.3	53.72	88.89	53.43	66.52	60.79	22.53	47.92	43.84	76.67	67.33	49.18	141.09
NM_001178548.3	29.48	51.48	32.32	35.73	36.02	13.21	23.52	20.21	41.66	35.62	24.3	72.36
NM_001178549.1	6.19	9.41	6.28	7.65	7.43	2.36	5.9	5.6	7.84	9.05	6.99	15.66
NM_001178550.4	56.26	90.49	52.75	66.57	66.25	27.17	53.95	45.67	81.14	85.43	58.24	159.96
NM_001178551.2	1.63	3.06	2.19	1.18	1.69	0.59	1.5	1.24	1.28	2.52	1.8	3.72
NM_001178552.2	12.54	21.15	12.41	14.16	14.47	6.05	10.53	9.66	13.77	16.66	11.58	29.71
NM_001178553.3	94.85	145.32	95.44	93.81	95.24	41.24	75.0	64.15	114.05	81.41	63.74	175.96
NM_001178555.4	39.83	61.91	32.39	47.47	45.03	17.1	29.64	27.64	45.76	42.63	34.44	87.77
NM_001178556.1	22.11	32.23	22.93	36.66	29.04	14.66	30.08	22.54	41.94	32.3	24.25	57.47
NM_001178558.1	13.5	16.63	11.05	12.58	13.34	5.9	12.95	9.76	13.58	15.69	10.86	29.28
NM_001178559.3	11.03	18.23	9.91	12.68	13.85	4.72	9.56	9.31	14.68	15.21	10.32	26.83
NM_001178560.3	60.92	96.32	48.51	76.69	79.93	29.88	49.68	46.81	78.4	102.84	67.93	198.38
NM_001178561.1	7.31	11.89	8.55	7.11	8.11	3.66	5.37	4.95	8.93	8.84	5.81	15.07
NM_001178562.1	25.09	34.71	17.48	33.75	29.33	12.15	18.36	16.4	26.62	35.73	24.48	69.82
NM_001178563.3	25.15	46.74	19.3	32.17	28.37	11.52	18.81	18.68	29.45	34.44	25.87	68.38
NM_001178564.3	23.96	35.0	20.51	26.15	24.71	9.36	20.13	16.84	27.26	24.16	18.66	54.25
NM_001178565.1	3.49	4.38	2.57	3.8	2.25	0.94	2.69	2.77	4.1	3.32	2.93	5.76
NM_001178566.1	207.81	311.5	189.81	236.37	245.86	96.28	226.55	202.02	351.71	291.48	218.57	596.85
NM_001178567.3	2.81	6.71	2.72	3.11	2.59	1.06	2.77	1.54	5.01	3.21	2.3	6.52
NM_001178568.3	25.09	43.39	24.14	25.86	24.26	10.89	19.33	17.34	32.09	27.58	20.19	52.73
NM_001178569.1	321.39	498.24	289.86	306.0	313.52	132.45	223.07	195.53	375.23	299.03	222.4	589.23
NM_001178570.3	80.28	129.21	72.81	83.54	88.15	35.93	58.71	54.19	93.44	67.38	46.88	118.57
NM_001178571.3	3.38	6.42	3.71	5.38	5.63	1.73	3.13	2.97	3.28	5.62	3.52	9.14
NM_001178573.1	12.83	20.71	10.07	15.05	14.02	4.76	12.42	8.27	14.4	17.89	10.01	34.62
NM_001178575.1	24.25	35.88	21.65	25.31	24.54	9.28	18.32	14.71	24.52	26.35	18.16	51.46
NM_001178576.3	5.23	7.51	4.77	7.4	7.09	2.32	4.14	4.01	6.38	7.18	5.41	12.19
NM_001178577.3	75.27	123.3	68.11	91.19	92.93	36.25	66.19	56.03	98.82	86.61	70.5	185.1
NM_001178578.1	31.5	49.22	28.31	38.79	42.44	17.06	33.69	30.66	52.33	60.74	47.06	118.23
NM_001178579.3	11.03	17.21	8.7	18.75	16.6	6.49	10.53	8.82	13.31	22.5	17.17	42.99
NM_001178581.3	18.73	31.35	17.18	17.96	16.38	6.8	11.32	11.15	20.88	16.76	11.9	31.31
NM_001178582.1	118.19	184.92	105.88	137.28	135.88	52.25	87.11	80.5	131.64	129.99	90.33	261.61
NM_001178583.3	25.03	36.24	22.02	27.19	24.99	8.88	17.7	18.87	26.07	22.23	16.18	43.33
NM_001178584.3	31.05	50.17	25.58	39.13	38.5	12.78	26.86	20.95	37.56	37.65	27.41	78.2
NM_001178585.1	9.68	18.01	9.99	13.92	13.06	4.72	7.71	6.94	13.04	10.98	9.87	27.51
NM_001178586.1	34.03	49.95	29.21	32.12	33.66	12.66	24.31	24.52	43.12	42.63	27.86	77.78
NM_001178587.3	7.65	8.9	6.58	6.46	6.64	2.44	4.32	3.67	5.38	6.32	4.82	11.17
NM_001178588.3	0.96	1.46	1.44	0.89	0.96	0.2	0.97	1.34	1.28	1.82	0.9	2.88
NM_001178589.1	8.66	15.31	9.46	12.58	13.23	6.05	12.99	9.41	15.5	18.75	14.78	42.57
NM_001178590.1	22.9	37.92	19.15	24.87	27.81	8.73	16.21	14.47	23.7	21.85	15.96	42.15
NM_001178591.3	35.78	57.31	32.39	42.69	38.89	16.12	30.43	29.38	40.29	43.22	34.48	90.73
NM_001178592.3	68.46	115.36	54.95	75.7	75.71	23.39	46.9	38.14	65.36	60.85	44.04	116.97
NM_001178593.1	131.86	220.14	112.61	172.76	166.5	65.02	98.96	86.69	139.02	154.1	116.47	298.68
NM_001178594.1	20.87	32.23	21.95	29.36	29.04	12.27	20.52	18.13	31.82	34.12	26.23	63.56
NM_001178595.3	81.91	127.46	73.26	90.6	96.76	39.2	71.39	59.45	108.3	97.91	71.31	195.68
NM_001178596.3	89.33	134.02	76.67	105.26	103.57	37.9	82.53	68.02	125.26	126.14	97.9	247.47
NM_001178597.1	418.09	573.5	310.22	377.75	375.94	143.85	320.62	288.76	559.47	421.53	297.54	827.48
NM_001178598.1	0.45	1.09	0.53	0.59	0.39	0.28	0.4	0.25	1.0	0.91	0.54	1.52
NM_001178599.3	23.46	32.38	21.27	25.27	27.86	10.46	16.34	16.64	23.88	31.07	20.33	58.65
NM_001178600.3	63.4	96.69	52.37	59.41	55.61	23.27	43.64	36.71	67.92	58.01	42.05	119.25
NM_001178601.1	7.31	10.35	7.72	8.44	8.11	2.83	5.2	4.46	8.11	6.48	5.86	12.78
NM_001178602.1	13.56	25.08	12.79	23.54	24.82	9.47	16.87	14.17	24.25	27.74	22.63	48.24
NM_001178603.3	7.14	11.67	7.95	12.44	10.47	4.84	5.77	5.85	9.94	12.85	8.34	25.48
NM_001178604.1	29.37	50.17	28.0	51.07	53.98	18.52	49.9	37.85	64.91	70.33	54.45	126.53
NM_001178605.1	10.63	18.52	9.31	14.16	11.71	4.25	7.0	6.59	11.76	11.25	7.12	19.64
NM_001178606.3	4.78	7.29	4.39	6.42	7.09	2.32	4.23	3.17	6.38	6.21	3.97	14.47
NM_001178607.3	4.44	5.61	3.48	4.64	4.78	2.04	3.44	2.77	6.11	4.82	3.52	10.49
NM_001178608.1	23.01	37.04	18.92	30.6	26.74	13.01	22.28	18.63	35.1	31.98	25.24	74.06
NM_001178609.1	44.1	69.78	40.87	38.69	42.38	17.22	25.9	23.63	44.4	35.24	25.47	67.88
NM_001178610.3	8.66	11.81	7.95	8.49	10.41	4.56	8.9	7.68	13.86	13.87	12.98	28.27
NM_001178611.3	276.61	411.47	227.58	274.67	283.91	118.49	194.53	177.59	314.61	275.73	195.31	537.35
NM_001178612.1	10.41	22.02	11.66	16.78	17.0	6.45	8.32	5.94	12.22	12.75	9.2	26.58
NM_001178613.2	30.04	51.12	29.82	40.91	44.07	15.33	28.89	25.12	46.68	46.54	33.35	91.66
NM_001178615.4	54.74	84.51	48.74	66.67	68.11	25.32	37.39	33.69	58.16	50.4	39.98	99.87
NM_001178616.3	18.56	29.02	13.85	24.67	23.25	11.01	16.65	14.02	22.7	25.82	21.68	48.16
NM_001178617.1	21.83	35.73	16.57	26.55	27.19	11.05	16.74	14.81	26.53	36.37	24.07	60.68
NM_001178618.2	1.13	1.97	0.83	1.04	1.69	0.75	0.97	1.04	1.46	1.18	1.17	3.39
NM_001178619.3	23.23	29.46	17.48	27.29	27.19	9.32	19.82	15.01	28.26	30.96	23.48	59.16
NM_001178620.3	19.75	34.56	18.69	25.07	25.33	8.37	14.05	11.2	18.87	19.34	13.7	33.26
NM_001178621.1	41.69	60.74	31.94	40.76	41.54	15.76	25.72	20.71	38.47	33.37	26.28	67.37
NM_001178622.1	12.49	19.18	9.38	14.9	14.3	6.13	12.42	9.81	14.86	14.14	11.9	30.98
NM_001178623.4	28.24	54.4	28.0	33.9	33.6	11.95	22.06	19.47	30.63	33.05	21.86	64.91
NM_001178624.3	8.66	14.44	8.7	10.51	10.36	3.97	7.13	6.69	9.66	10.23	6.94	15.74
NM_001178626.1	6.58	13.64	6.58	13.03	12.5	4.05	9.29	6.89	11.76	12.75	9.51	24.12
NM_001178627.1	44.16	74.52	37.84	59.81	55.56	22.41	35.06	33.19	51.87	60.95	44.53	118.15
NM_001178628.3	7.2	13.13	8.48	12.39	10.69	4.91	9.16	9.91	14.31	17.25	12.31	37.07
NM_001178629.3	43.71	73.43	42.38	52.26	49.81	18.32	36.95	30.07	53.33	51.26	37.46	99.7
NM_001178630.1	18.4	27.13	14.99	24.38	20.32	8.65	11.63	10.11	18.14	21.16	15.42	37.15
NM_001178631.1	270.93	442.54	247.86	350.81	352.59	130.79	257.95	220.84	355.36	344.24	267.25	754.27
NM_001178632.3	1.52	1.82	0.68	2.71	1.46	0.98	1.5	1.49	1.46	2.09	1.53	4.4
NM_001178633.4	0.68	0.58	0.53	0.64	0.34	0.24	0.31	0.35	0.27	0.59	0.9	1.61
NM_001178634.1	617.85	999.48	521.3	784.42	776.71	289.62	503.34	443.86	777.44	855.54	620.0	1759.31
NM_001178635.1	37.58	61.32	31.11	36.27	36.42	12.7	26.42	24.42	35.1	33.96	26.37	72.53
NM_001178636.4	35.16	54.98	34.21	49.69	50.49	18.75	41.05	30.86	53.42	57.58	44.31	116.8
NM_001178637.4	29.7	50.6	27.55	36.71	33.04	13.76	20.17	19.57	32.09	34.44	24.75	73.29
NM_001178638.1	22.5	39.45	21.95	33.56	32.48	11.68	18.72	18.08	29.9	37.92	26.91	73.29
NM_001178639.1	13.05	16.84	9.69	17.57	15.93	5.98	18.5	16.4	25.25	27.48	17.85	50.36
NM_001178641.3	3.99	5.91	3.56	6.02	6.14	2.12	5.33	3.32	5.65	6.8	5.95	14.13
NM_001178642.3	0.06	0.29	0.15	0.35	0.45	0.04	0.22	0.05	0.46	0.54	0.18	0.68
NM_001178643.2	6.24	7.29	5.83	10.31	7.71	3.38	5.15	4.46	7.93	9.64	7.21	16.67
NM_001178644.1	10.69	16.26	7.19	4.84	4.45	0.71	4.05	3.52	4.47	1.61	0.95	2.03
NM_001178645.3	3.15	8.53	4.16	5.08	5.01	2.32	4.4	4.01	5.93	10.71	6.49	16.25
NM_001178646.1	0.06	0.0	0.08	0.0	0.0	0.0	0.04	0.0	0.09	0.16	0.05	0.17
NM_001178647.3	1.07	2.84	1.14	0.94	1.07	0.28	0.75	0.69	2.1	1.77	1.13	3.39
NM_001178649.3	0.06	0.29	0.23	0.05	0.17	0.12	0.13	0.2	0.09	0.37	0.23	0.42
NM_001178650.1	16.99	24.43	13.62	20.28	18.12	7.47	13.34	14.37	18.6	22.66	19.92	51.46
NM_001178651.1	51.92	87.28	51.31	73.53	64.96	25.79	49.24	45.62	73.11	74.24	56.16	151.83
NM_001178652.2	6.69	12.61	7.34	6.37	6.81	2.63	5.86	4.66	7.57	5.46	4.64	12.27
NM_001178653.1	3.15	3.86	3.63	4.89	5.29	2.48	4.4	3.32	5.47	6.7	4.64	11.85
NM_001178654.1	7.09	11.38	6.74	7.8	8.89	3.93	7.35	5.3	9.85	9.8	7.93	25.05
NM_001178657.1	15.36	25.23	14.91	19.34	18.57	8.22	13.17	12.43	24.89	24.05	14.47	41.39
NM_001178658.1	227.61	348.4	201.24	274.96	296.97	124.98	247.99	221.14	418.17	384.95	266.57	728.71
NM_001178659.1	15.86	23.33	14.61	17.27	17.39	7.9	11.41	11.59	20.88	18.96	13.16	30.89
NM_001178660.1	100.25	154.07	99.45	142.32	148.04	54.21	91.16	79.51	138.48	150.72	112.87	293.77
NM_001178662.1	50.74	91.51	41.55	66.37	60.12	25.12	49.06	42.36	67.92	69.84	51.7	154.54
NM_001178663.1	10.74	13.56	8.48	10.56	12.05	4.68	9.25	6.98	13.86	15.69	12.03	31.15
NM_001178664.1	120.67	188.93	101.19	151.15	160.98	58.3	103.85	93.68	169.38	174.34	125.35	319.33
NM_001178665.1	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178666.2	5.34	7.58	4.39	2.57	2.2	0.98	1.76	1.29	2.64	1.18	0.59	1.95
NM_001178667.1	4.44	6.64	3.33	2.07	1.8	0.86	1.19	0.99	1.55	0.8	0.45	1.35
NM_001178670.1	16.48	29.09	15.06	18.7	16.38	7.12	11.32	9.21	18.23	17.14	11.76	38.25
NM_001178671.1	28.02	42.37	23.46	33.21	30.73	12.11	31.27	27.99	47.31	38.4	30.02	74.39
NM_001178672.1	7.71	14.44	7.72	13.47	13.45	5.31	4.27	5.3	11.49	6.86	5.23	15.15
NM_001178673.1	176.87	271.84	144.86	190.87	187.61	69.58	91.74	86.2	151.15	167.65	108.54	321.7
NM_001178674.1	19.58	33.47	17.56	17.32	19.25	7.35	11.49	10.01	20.42	17.19	12.12	35.97
NM_001178675.1	317.11	450.56	198.06	358.16	335.87	101.7	262.04	224.8	354.99	265.61	181.42	523.21
