name	SRR1944912_f0	SRR1944912_f1	SRR1944912_f2	SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	SRR1944914_f0	SRR1944914_f1	SRR1944914_f2	SRR1944915_f0	SRR1944915_f1	SRR1944915_f2	SRR1944916_f0	SRR1944916_f1	SRR1944916_f2	SRR1944917_f0	SRR1944917_f1	SRR1944917_f2
NM_001178454.1	3216	2280	1324	3871	2258	1620	2204	876	1133	3121	2942	967	2987	1981	1610	1874	834	913
NM_001178455.3	23	19	8	20	5	17	13	6	7	31	25	13	21	16	13	7	10	9
NM_001178456.2	294	125	113	381	208	176	160	64	72	409	216	111	334	118	127	182	54	100
NM_001178457.1	2128	1066	851	2424	1071	1027	1211	499	711	2328	1728	663	2322	1000	1019	1020	419	540
NM_001178458.3	250	154	98	351	151	160	194	55	106	417	245	112	344	158	169	183	72	104
NM_001178459.1	805	445	333	1023	525	432	485	219	313	1036	826	330	936	466	416	527	214	286
NM_001178460.3	1004	477	363	1103	479	486	561	190	322	1125	702	284	887	335	363	554	220	272
NM_001178462.1	73	24	33	102	29	48	58	24	34	114	84	28	92	51	56	47	29	42
NM_001178463.1	2825	1465	1165	3422	1526	1413	1666	595	938	6138	4266	1654	4921	2338	2168	2940	1039	1360
NM_001178465.3	6	3	1	4	5	0	3	1	0	10	4	1	4	0	6	7	1	1
NM_001178466.1	283875	170106	116605	338846	179319	137438	169574	70739	89957	297235	261066	86357	290415	161640	135015	160099	69499	76024
NM_001178467.1	99	63	36	104	66	55	68	29	31	115	68	39	89	44	43	51	14	34
NM_001178468.3	53	38	23	95	54	40	49	18	31	113	80	46	93	26	45	51	22	19
NM_001178469.2	5682	2709	2448	6806	3083	3044	3813	1506	2330	6674	4640	1844	5815	2716	2727	3378	1325	1868
NM_001178470.1	236	123	107	310	104	99	142	46	112	461	224	106	335	151	150	189	85	128
NM_001178471.3	227	104	93	318	127	136	171	65	106	361	254	98	275	134	127	148	67	75
NM_001178473.1	160	75	61	178	87	78	112	61	63	234	158	67	245	87	109	134	61	73
NM_001178474.1	1467	805	578	1881	817	722	992	332	510	2276	1847	758	2231	1038	1085	1229	426	603
NM_001178475.3	7926	4680	3211	9486	4874	4112	5227	2070	2722	9799	7892	2735	8997	4814	4128	4959	2088	2415
NM_001178476.1	11	3	1	24	2	4	13	2	2	12	10	5	11	9	7	6	1	3
NM_001178477.1	131	84	73	187	80	82	88	31	66	226	114	61	191	94	84	76	37	51
NM_001178478.3	379	209	171	513	245	233	229	86	136	567	382	145	474	174	201	241	92	99
NM_001178479.3	79	47	31	87	53	43	45	24	32	124	74	27	90	44	36	43	23	31
NM_001178480.1	141	96	64	184	104	71	123	34	57	227	159	67	203	90	86	115	53	73
NM_001178481.1	222	129	119	299	161	113	151	76	97	262	164	76	239	128	124	123	56	58
NM_001178483.3	320	148	94	421	147	119	194	62	115	342	188	76	343	108	107	161	70	73
NM_001178484.3	153	72	57	145	74	67	112	31	53	169	91	60	137	57	63	71	27	37
NM_001178485.2	232	110	98	311	158	139	153	66	89	354	249	96	309	141	150	176	65	74
NM_001178486.2	103	60	36	139	58	55	74	28	44	158	100	42	114	62	59	64	25	33
NM_001178487.3	522	226	198	685	339	274	395	151	226	665	505	222	628	293	310	439	159	204
NM_001178488.3	477	229	167	575	262	207	321	130	192	572	344	148	448	178	214	312	94	148
NM_001178489.2	105	57	45	118	71	52	73	29	50	200	126	60	165	81	91	91	38	51
NM_001178490.1	659	357	264	840	394	372	442	178	261	846	570	259	793	386	381	466	169	226
NM_001178491.3	3502	1901	1485	4578	2220	1960	2253	896	1268	4879	3553	1382	4253	1992	2009	2265	836	1112
NM_001178493.3	77	18	32	64	39	30	48	9	25	111	79	34	78	39	39	32	19	28
NM_001178494.1	287	137	112	338	169	155	198	66	106	338	191	82	277	120	106	170	47	75
NM_001178495.1	4	2	1	9	4	6	0	0	0	1	7	2	2	5	4	2	0	2
NM_001178496.3	8	2	2	16	9	15	9	2	5	12	7	8	14	2	11	7	0	5
NM_001178497.3	1064	614	435	1394	699	579	636	271	413	1481	1108	478	1186	688	590	699	280	390
NM_001178498.1	99	59	42	154	66	67	69	29	33	124	92	55	120	48	52	64	22	43
NM_001178499.1	675	316	321	982	463	421	449	181	263	936	587	285	820	367	381	412	151	198
NM_001178500.3	59	34	21	84	37	41	40	15	25	88	41	29	53	28	24	51	18	20
NM_001178501.3	70	28	13	59	20	34	51	17	30	89	54	22	87	45	33	35	21	28
NM_001178502.1	1046	549	476	1535	659	607	794	281	461	1439	953	366	1196	569	584	638	257	305
NM_001178503.1	504	254	225	667	275	284	309	136	180	645	447	168	569	241	225	317	111	144
NM_001178504.3	115	44	39	140	77	53	79	28	38	190	85	41	139	61	56	76	25	37
NM_001178505.3	75	44	44	127	60	51	55	31	31	108	66	27	92	39	42	38	19	19
NM_001178506.1	631	293	223	807	354	298	389	165	236	805	509	203	762	359	306	361	170	178
NM_001178507.1	1016	504	359	1378	573	547	777	227	413	1168	783	350	1089	430	409	578	252	325
NM_001178508.3	364	152	153	482	198	150	227	89	151	448	348	145	423	179	158	232	80	102
NM_001178509.3	104	53	54	179	71	61	76	27	30	129	83	34	104	39	70	71	23	32
NM_001178510.1	4911	2569	1898	5875	2849	2436	3190	1348	1896	4297	3149	1161	4070	2006	1857	2277	888	1122
NM_001178511.3	54	16	28	54	35	31	23	15	18	64	35	15	55	36	21	26	10	9
NM_001178512.3	553	278	225	760	314	296	395	142	209	862	537	261	837	358	338	435	176	217
NM_001178513.1	88	47	45	137	77	61	98	29	44	156	91	40	120	65	57	97	16	43
NM_001178514.1	369	219	137	523	233	239	295	112	135	503	361	120	398	205	204	267	106	139
NM_001178515.3	65	20	24	67	32	29	56	25	19	78	44	35	56	42	34	29	18	17
NM_001178516.3	41	24	19	59	23	9	42	7	26	55	36	16	51	23	23	36	10	16
NM_001178517.1	236	140	104	297	164	121	186	52	99	175	145	53	185	82	81	95	33	43
NM_001178518.1	464	243	177	558	241	234	299	132	201	730	457	182	650	273	261	365	129	170
NM_001178519.3	497	270	199	696	341	318	334	117	197	858	614	234	714	365	345	390	146	214
NM_001178520.3	562	242	192	661	350	233	292	108	203	829	452	187	597	237	249	340	145	176
NM_001178521.1	636	351	255	752	349	313	387	142	236	737	503	245	697	309	329	392	170	204
NM_001178523.1	113	49	53	141	71	53	90	23	44	231	139	56	189	72	84	99	39	46
NM_001178524.3	188	71	91	210	107	102	119	48	62	261	126	62	211	94	93	113	46	47
NM_001178525.3	624	270	247	804	351	315	431	148	225	1212	808	303	1110	484	507	562	239	256
NM_001178527.1	185	113	83	286	111	121	141	49	103	245	167	85	175	94	128	115	46	78
NM_001178528.1	2	1	4	2	0	2	0	1	0	1	1	0	0	2	0	0	0	1
NM_001178529.3	32477	17858	12865	38701	18810	15291	18278	8124	9949	34797	30308	10058	33103	17978	15151	17463	7689	8585
NM_001178530.3	26	4	0	21	6	7	6	5	4	24	5	4	13	5	7	5	2	3
NM_001178531.1	29	23	15	47	19	23	23	9	15	60	58	13	70	32	28	36	16	16
NM_001178532.3	23	8	16	31	22	24	15	5	13	23	21	3	29	17	10	7	3	9
NM_001178533.3	156	93	58	180	89	63	90	22	56	213	121	58	189	87	91	102	46	59
NM_001178534.1	1	0	4	2	0	5	0	1	1	1	1	0	1	0	2	0	0	0
NM_001178535.1	751	504	325	1002	491	426	540	214	310	1108	801	288	921	529	476	591	239	319
NM_001178536.3	96	40	55	116	52	44	50	17	27	108	72	28	90	41	50	56	24	22
NM_001178537.3	21177	11889	8027	26177	12743	9996	12752	4693	6759	24214	18732	6268	23083	11412	9744	11114	4540	5469
NM_001178539.1	19846	10437	8241	22972	10619	9676	11253	4574	6518	19591	14558	5996	18931	9244	9155	9915	3920	4882
NM_001178540.1	155	79	75	206	113	101	114	44	74	232	136	45	184	89	84	107	38	55
NM_001178541.3	113	61	47	134	69	68	77	39	56	132	80	37	118	50	55	76	22	39
NM_001178542.3	36	15	8	55	35	18	27	7	19	76	48	16	69	35	23	35	11	21
NM_001178543.1	98	76	55	144	80	58	102	36	48	161	123	64	136	78	78	91	31	49
NM_001178544.1	20663	12672	8770	24457	13294	10729	14072	6199	7771	23725	19627	7777	21666	11573	10945	13799	5906	6602
NM_001178545.1	101	46	43	109	69	61	49	19	38	115	91	24	103	51	51	70	28	32
NM_001178546.1	604	292	234	692	340	350	322	96	219	997	700	293	810	351	381	491	182	255
NM_001178547.3	550	250	190	683	348	247	380	133	218	732	463	197	606	257	264	325	109	162
NM_001178548.3	302	137	99	371	187	155	220	81	132	388	251	102	346	161	142	178	84	78
NM_001178549.1	66	31	24	81	39	21	56	9	27	82	55	26	82	41	32	33	13	19
NM_001178550.4	531	270	219	686	307	267	388	134	188	691	489	181	629	281	282	361	153	190
NM_001178551.2	20	6	6	24	7	11	15	9	5	11	8	7	16	9	7	10	2	4
NM_001178552.2	117	61	54	157	72	71	96	33	40	139	104	47	131	67	67	91	24	49
NM_001178553.3	948	446	330	1082	520	420	689	271	350	972	707	263	897	427	413	584	233	259
NM_001178555.4	372	188	168	476	197	204	236	79	141	483	358	135	419	212	193	234	92	122
NM_001178556.1	215	98	89	228	115	104	152	68	94	395	261	100	282	131	111	193	75	111
NM_001178558.1	121	75	58	136	64	51	91	23	44	132	104	38	148	59	52	93	38	32
NM_001178559.3	95	64	39	148	54	55	68	31	36	152	73	39	151	53	49	64	24	34
NM_001178560.3	577	277	255	718	340	291	344	137	182	831	493	253	744	358	342	433	139	208
NM_001178561.1	74	30	30	112	35	23	58	22	39	60	65	23	82	31	34	46	22	28
NM_001178562.1	211	146	102	241	139	108	140	48	55	356	244	92	255	147	127	161	75	79
NM_001178563.3	215	126	106	349	152	147	131	40	87	342	220	95	270	106	130	158	54	83
NM_001178564.3	227	114	92	263	129	100	150	57	72	278	177	82	244	105	106	123	54	70
NM_001178565.1	27	25	20	28	21	19	20	9	7	39	32	16	20	17	7	13	2	12
NM_001178566.1	1862	1084	790	2225	1133	978	1289	540	737	2419	1696	734	2184	1155	1082	1247	539	694
NM_001178567.3	28	15	22	52	21	22	18	7	11	32	24	12	30	7	13	14	8	8
NM_001178568.3	226	119	107	318	151	134	162	65	95	254	200	74	226	106	106	159	53	72
NM_001178569.1	2949	1622	1344	3709	1799	1587	2063	841	1117	3175	2308	831	2971	1428	1319	1833	700	940
NM_001178570.3	712	444	324	921	500	394	500	211	279	839	646	257	759	460	392	497	195	251
NM_001178571.3	35	13	13	47	32	14	24	10	17	51	44	16	46	21	39	23	8	14
NM_001178573.1	113	65	52	166	65	56	69	29	41	158	99	49	139	57	54	69	22	31
NM_001178575.1	258	107	81	299	120	99	161	53	80	280	183	62	265	103	90	136	54	50
NM_001178576.3	45	31	21	50	38	17	29	21	14	56	74	24	57	34	37	28	11	20
NM_001178577.3	688	415	242	891	438	373	478	187	239	899	694	255	851	427	376	467	213	246
NM_001178578.1	311	172	128	373	179	155	190	89	116	378	320	111	440	191	163	244	116	94
NM_001178579.3	110	58	44	141	53	46	60	22	40	196	140	50	173	64	69	81	44	47
NM_001178581.3	161	107	71	206	126	105	113	50	80	184	132	52	149	95	58	83	49	44
NM_001178582.1	1151	573	451	1440	659	545	743	294	442	1507	1048	355	1339	609	586	761	276	346
NM_001178583.3	229	136	87	272	118	121	165	51	79	288	199	77	224	134	92	129	52	52
NM_001178584.3	320	123	123	375	163	160	161	79	110	439	270	105	401	141	161	184	64	89
NM_001178585.1	91	52	30	126	63	60	59	32	43	144	101	43	116	56	65	62	24	36
NM_001178586.1	352	144	116	376	149	173	200	78	114	359	206	90	320	139	153	167	71	90
NM_001178587.3	64	37	36	65	32	28	46	20	23	55	52	24	63	27	32	37	22	7
NM_001178588.3	8	9	0	12	6	2	8	2	9	11	6	1	10	3	4	2	0	3
NM_001178589.1	87	52	29	123	53	41	49	29	51	143	90	31	114	70	62	83	38	39
NM_001178590.1	218	114	97	283	145	115	132	57	76	266	177	88	275	111	129	110	59	60
NM_001178591.3	343	176	143	440	219	165	239	78	132	424	335	136	371	185	175	217	85	116
NM_001178592.3	677	349	274	874	411	380	406	178	229	872	541	218	745	328	352	341	144	163
NM_001178593.1	1221	575	549	1657	687	673	771	313	412	1862	1156	485	1529	707	728	904	342	409
NM_001178594.1	201	118	75	250	133	98	160	71	90	293	261	99	273	175	132	165	83	92
NM_001178595.3	804	351	327	933	423	420	507	180	311	973	623	263	884	421	456	516	210	292
NM_001178596.3	873	408	356	981	473	446	532	192	322	1062	819	299	966	475	452	541	207	240
NM_001178597.1	3833	2102	1647	4076	2280	1810	2172	957	1163	3628	3057	1171	3422	1841	1640	1945	859	981
NM_001178598.1	4	4	1	3	9	3	1	7	1	6	5	1	3	3	1	4	3	0
NM_001178599.3	236	105	89	255	117	93	166	54	73	294	157	71	280	98	131	142	54	76
NM_001178600.3	561	408	226	754	368	307	373	176	194	549	562	173	523	286	237	333	131	156
NM_001178601.1	76	46	18	94	35	35	53	29	26	79	81	25	78	45	33	47	17	16
NM_001178602.1	135	60	64	202	88	77	91	29	55	258	161	78	240	108	111	133	65	55
NM_001178603.3	62	50	20	91	29	42	51	21	35	143	75	38	94	54	45	64	26	34
NM_001178604.1	256	146	133	397	165	150	207	74	118	517	405	154	515	271	218	237	96	154
NM_001178605.1	103	33	59	155	55	57	61	19	49	158	85	52	103	46	66	58	24	31
NM_001178606.3	45	15	26	53	17	32	32	14	14	67	46	21	53	33	43	27	15	20
NM_001178607.3	41	17	22	35	24	19	29	8	9	52	31	11	49	20	18	29	10	14
NM_001178608.1	218	107	86	246	151	125	137	54	72	315	227	98	254	119	119	176	68	93
NM_001178609.1	401	251	169	477	275	231	296	113	157	380	296	130	400	200	185	239	102	115
NM_001178610.3	106	39	25	95	47	38	69	16	33	90	72	33	99	59	42	67	34	23
NM_001178611.3	2657	1347	982	3132	1463	1119	1607	639	849	2636	2295	730	2680	1304	1151	1556	707	814
NM_001178612.1	82	43	66	153	84	83	82	21	56	177	129	46	146	95	74	79	45	46
NM_001178613.2	280	158	120	390	186	161	197	67	147	403	331	128	420	204	190	201	94	107
NM_001178615.4	491	276	217	614	311	266	308	149	200	698	479	200	636	314	283	328	136	191
NM_001178616.3	180	113	89	242	103	102	121	42	59	311	172	91	269	101	115	176	58	96
NM_001178617.1	245	123	63	285	133	104	128	48	62	274	221	84	286	115	118	157	66	80
NM_001178618.2	11	3	6	11	7	10	5	3	3	9	11	2	17	4	9	12	3	4
NM_001178619.3	226	97	109	216	113	94	116	41	84	299	188	83	260	107	131	131	51	63
NM_001178620.3	184	96	80	252	130	98	145	46	69	245	196	71	226	123	110	104	49	68
NM_001178621.1	387	190	177	464	231	164	226	70	141	450	277	121	425	167	172	201	96	115
NM_001178622.1	106	53	63	132	67	67	67	30	29	154	112	37	138	58	63	85	30	45
NM_001178623.4	288	120	95	398	185	169	205	70	105	392	227	76	329	133	144	160	52	95
NM_001178624.3	89	34	33	107	51	48	74	16	33	115	71	32	108	42	38	53	27	25
NM_001178626.1	64	28	35	102	42	54	44	14	37	139	93	43	110	53	67	54	17	38
NM_001178627.1	397	221	177	587	220	230	253	100	158	705	357	167	527	208	267	338	96	143
NM_001178628.3	59	40	36	96	46	38	59	14	40	132	96	28	98	48	46	70	21	36
NM_001178629.3	432	206	150	540	256	226	271	130	172	538	411	128	504	211	188	241	105	127
NM_001178630.1	166	109	85	201	92	96	110	42	68	266	187	72	192	98	88	113	48	73
NM_001178631.1	2551	1374	1112	3413	1510	1379	1771	722	960	3723	2513	1066	3374	1467	1624	1820	727	897
NM_001178632.3	13	10	4	13	8	4	7	0	2	30	18	8	12	11	4	12	2	11
NM_001178633.4	10	1	1	3	4	2	4	1	2	7	2	4	4	1	2	2	2	2
NM_001178634.1	5649	3202	2362	7309	3549	3162	3525	1538	2012	7783	5895	2560	7159	3511	3473	3992	1589	1939
NM_001178635.1	352	176	160	460	229	182	231	81	122	371	274	110	340	142	185	184	67	84
NM_001178636.4	372	145	124	429	182	173	225	97	143	568	325	134	465	227	224	242	109	135
NM_001178637.4	277	151	102	377	160	163	205	62	102	451	211	91	324	135	130	189	67	99
NM_001178638.1	245	96	67	300	132	117	156	74	73	347	263	91	332	126	131	167	65	78
NM_001178639.1	115	68	55	128	64	51	56	27	49	185	148	33	150	63	78	82	35	39
NM_001178641.3	32	22	18	37	29	16	18	13	18	50	58	16	52	33	25	23	16	16
NM_001178642.3	0	1	0	1	3	0	2	0	0	3	2	2	4	3	1	1	0	0
NM_001178643.2	60	29	24	59	21	23	41	18	21	117	76	22	79	30	30	51	18	17
NM_001178644.1	125	40	30	134	56	37	52	15	30	57	22	22	48	22	13	9	3	6
NM_001178645.3	34	14	9	61	28	29	30	12	15	60	30	14	45	16	28	33	10	18
NM_001178646.1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NM_001178647.3	12	4	3	32	4	3	4	3	8	13	3	3	7	4	9	5	2	0
NM_001178649.3	1	0	0	3	1	0	3	0	0	1	0	1	2	0	1	2	0	1
NM_001178650.1	148	78	77	171	89	77	94	26	64	207	171	43	175	69	84	106	40	45
NM_001178651.1	524	253	217	747	280	265	391	163	174	828	538	211	666	301	276	386	133	182
NM_001178652.2	61	33	27	93	48	42	53	20	27	73	38	22	58	28	41	29	15	24
NM_001178653.1	21	19	16	25	12	16	21	12	15	37	42	21	50	17	28	34	8	21
NM_001178654.1	62	42	24	79	50	32	46	17	28	72	72	21	79	37	47	57	12	37
NM_001178657.1	140	89	57	177	95	85	109	32	66	195	137	72	154	99	89	113	39	65
NM_001178658.1	2095	1193	817	2597	1271	1000	1378	577	745	2695	2156	817	2755	1340	1263	1676	673	874
NM_001178659.1	132	101	68	187	74	78	107	42	55	190	130	43	160	88	67	103	55	58
NM_001178660.1	997	437	392	1215	463	467	712	249	380	1499	1051	386	1430	595	637	744	278	390
NM_001178662.1	460	232	218	647	307	306	276	123	155	725	428	201	588	253	238	330	154	160
NM_001178663.1	116	47	29	97	53	41	52	23	42	97	83	39	119	53	49	68	30	22
NM_001178664.1	1071	700	451	1367	727	595	743	273	389	1544	1168	423	1513	776	654	810	337	402
NM_001178665.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NM_001178666.2	51	28	16	46	33	25	26	15	18	30	14	8	18	12	9	12	6	7
NM_001178667.1	43	23	13	42	27	22	21	10	14	27	9	6	15	12	5	11	5	6
NM_001178670.1	133	89	74	228	102	73	82	44	79	191	147	42	146	58	88	99	32	50
NM_001178671.1	290	126	94	284	174	127	155	75	84	357	241	81	281	146	125	159	71	82
NM_001178672.1	73	38	27	111	45	50	60	15	36	165	90	29	146	57	46	75	31	34
NM_001178673.1	1746	847	615	2108	892	825	1015	387	590	2027	1290	609	1853	729	818	955	357	493
NM_001178674.1	173	92	90	228	113	130	121	55	60	187	117	57	175	90	89	98	37	57
NM_001178675.1	3007	1640	1145	3357	1606	1380	1369	564	768	3764	2618	1017	3139	1527	1448	1414	570	671
NM_001178676.1	474	244	181	544	256	245	308	97	154	639	410	149	592	229	232	341	108	148
NM_001178677.1	94	37	35	122	58	49	50	29	37	90	56	35	77	42	52	38	29	22
NM_001178678.1	207	100	78	266	139	111	150	62	91	319	244	97	322	122	136	208	88	96
NM_001178679.1	358	228	127	504	234	189	255	101	154	647	473	175	584	253	254	340	141	165
NM_001178680.1	528	328	237	743	325	293	379	185	223	831	721	234	769	397	402	385	164	213
NM_001178681.1	93	43	47	132	64	49	74	23	40	175	121	48	177	76	78	111	39	55
NM_001178682.1	4015	2120	1783	4838	2324	2188	2524	926	1502	4260	2850	1335	3997	1823	1917	2333	917	1205
NM_001178683.1	143	62	51	187	79	71	79	26	50	188	134	49	171	73	75	89	29	55
NM_001178684.1	136	58	44	146	69	72	90	32	52	170	114	51	146	71	72	83	37	42
NM_001178685.1	1033	608	405	1367	713	607	726	292	412	1845	1515	611	1674	881	867	1061	442	590
NM_001178687.1	114	170	228	139	171	240	43	100	97	296	244	312	206	320	319	53	105	108
NM_001178688.1	9096	5418	4056	11448	6043	5014	5381	2407	3193	12712	11105	4618	12335	6905	6875	6956	2973	3508
NM_001178689.1	265	137	112	285	140	94	142	50	97	326	203	103	319	148	132	186	68	79
NM_001178690.1	1642	954	699	2322	1115	979	1127	449	663	2372	1767	681	2370	1110	1116	1207	451	642
NM_001178692.1	125	61	39	157	73	76	101	33	57	184	106	42	153	78	88	82	42	50
NM_001178693.1	2	0	0	3	2	1	0	0	0	4	2	0	5	0	2	5	1	1
NM_001178694.1	78	52	23	106	46	47	64	26	30	143	99	36	115	55	73	71	22	28
NM_001178695.1	2558	1284	957	3116	1554	1443	1546	617	920	3267	2226	1016	3054	1341	1451	1613	631	834
NM_001178696.1	98	83	59	168	87	67	72	29	43	216	132	63	166	87	59	106	31	54
NM_001178697.1	165	74	36	177	108	72	106	35	55	175	132	71	176	93	86	122	34	52
NM_001178698.1	1165	655	575	1688	745	774	876	304	487	2084	1356	604	1663	817	825	919	356	503
NM_001178699.1	203	100	72	277	111	104	152	43	74	374	249	122	402	155	132	204	91	112
NM_001178700.1	26	11	8	28	11	16	11	5	17	27	12	7	24	12	13	18	2	4
NM_001178701.1	1089	683	507	1503	689	643	752	278	477	2174	1564	649	1864	922	949	1053	400	556
NM_001178702.1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
NM_001178703.1	997	525	415	1185	615	510	620	228	328	959	679	271	857	386	379	449	171	201
NM_001178704.1	236	96	105	355	160	175	150	52	85	349	218	67	265	89	109	133	46	80
NM_001178705.1	149	77	46	161	81	60	120	24	33	162	116	57	155	79	84	86	38	55
NM_001178706.1	3373	1759	1265	4210	1951	1553	2295	891	1232	3843	2698	1003	3513	1613	1443	1809	772	883
NM_001178707.1	0	0	0	0	2	3	0	1	0	1	1	3	1	0	0	0	0	0
NM_001178708.1	33	66	22	46	73	36	34	37	20	29	49	43	42	62	25	36	41	16
NM_001178709.1	14	4	1	17	4	9	13	11	11	23	18	3	15	15	10	13	4	4
NM_001178710.1	0	0	3	2	0	1	2	0	0	0	2	0	1	0	3	1	1	1
NM_001178711.1	3	3	0	7	4	4	5	1	1	20	11	6	5	6	4	16	1	5
NM_001178713.1	5	4	1	8	4	0	1	4	0	9	9	1	7	5	2	4	3	3
NM_001178715.1	746	337	281	921	435	406	475	163	277	1021	672	246	893	345	418	452	173	232
NM_001178716.1	117	54	56	164	46	80	83	33	59	154	99	52	166	69	66	85	28	50
NM_001178717.1	1215	702	582	1529	760	699	812	355	476	1886	1264	521	1643	790	760	938	361	444
NM_001178718.1	555	294	273	775	323	329	361	170	195	500	354	138	495	224	228	246	92	116
NM_001178720.1	18	7	10	13	7	10	8	7	4	20	17	7	18	12	10	11	4	8
NM_001178721.1	301	194	149	384	221	189	225	96	97	381	321	107	331	194	161	218	131	118
NM_001178722.1	690	340	324	869	421	380	409	192	255	867	580	264	787	337	360	356	150	204
NM_001178723.1	3	6	1	5	2	1	2	2	2	3	3	0	1	3	1	4	0	2
NM_001178724.1	1016	475	363	1312	507	458	665	212	391	1298	797	341	1155	483	469	573	198	266
NM_001178725.1	82931	52304	35395	97987	53745	41831	56060	26121	30651	74023	66640	24289	70061	39652	35631	43501	19269	20932
NM_001178727.1	0	0	0	4	1	0	0	0	1	1	2	1	2	0	3	0	0	2
NM_001178728.1	48	46	24	78	43	35	39	27	38	78	79	27	56	53	27	40	21	27
NM_001178729.1	408	210	142	510	265	222	289	102	178	446	248	123	361	152	176	169	81	112
NM_001178730.1	954	513	351	1231	535	472	715	277	370	1264	808	318	1057	428	392	581	247	303
NM_001178731.1	88	48	40	90	51	54	51	24	38	61	52	26	55	27	41	28	10	25
NM_001178732.1	55	34	21	76	27	30	48	17	24	99	73	20	86	39	41	46	21	16
NM_001178733.1	3	1	5	5	0	3	3	1	2	8	7	1	8	1	1	5	2	2
NM_001178734.1	106	81	42	152	84	63	107	40	53	146	144	42	147	93	66	73	51	50
NM_001178735.1	17	16	11	28	16	19	13	5	10	66	61	15	62	36	37	30	11	15
NM_001178737.1	146	64	50	169	59	46	94	29	51	148	123	56	149	54	63	87	31	36
NM_001178738.1	49	24	15	64	34	32	35	17	29	56	28	21	58	12	24	32	6	13
NM_001178739.1	1934	1041	780	2693	1324	1177	1481	529	777	2736	2092	872	2300	1261	1286	1166	448	603
NM_001178741.1	223	131	83	357	132	159	147	64	87	398	250	89	331	129	173	194	85	84
NM_001178742.1	104	33	22	104	30	39	55	29	25	119	83	24	103	49	51	63	28	27
NM_001178743.1	199	87	74	289	101	110	140	48	91	317	211	67	267	124	97	187	52	77
NM_001178744.1	513	234	180	676	321	277	297	153	182	688	472	196	587	268	255	319	122	148
NM_001178745.1	18161	10438	7390	21498	10820	8592	10313	4117	5332	17717	14236	4769	16842	8721	7178	8963	3774	3989
NM_001178746.1	88	45	37	107	61	47	75	27	35	128	80	35	117	59	40	58	30	23
NM_001178747.1	330	171	110	402	215	180	193	65	120	515	279	122	370	148	178	195	78	111
NM_001178748.1	1814	952	718	2371	1127	974	1265	424	637	2086	1342	537	1809	818	766	976	340	455
NM_001178749.1	423	194	154	535	215	231	266	97	147	592	379	144	489	210	212	285	102	141
NM_001178750.1	380	209	139	489	236	216	271	122	125	622	456	168	625	314	265	313	135	155
NM_001178751.1	300	173	115	391	205	146	206	60	107	401	280	129	389	182	179	230	103	138
NM_001178752.1	32	10	6	38	15	20	25	24	19	52	33	10	40	24	35	28	9	10
NM_001178753.1	33	66	22	46	73	36	34	37	20	29	49	43	42	62	25	36	41	16
NM_001178754.1	0	0	0	0	2	3	0	1	0	1	1	3	1	0	0	0	0	0
NM_001178756.1	440	216	199	611	256	208	327	128	163	696	493	203	634	267	282	340	140	184
NM_001178757.1	335	170	151	423	225	166	240	99	135	467	340	126	424	175	182	211	115	120
NM_001178758.1	225	123	86	353	146	130	181	65	112	332	259	106	333	167	136	172	73	104
NM_001178759.1	1	1	0	0	3	0	0	0	1	0	0	0	1	1	0	1	0	0
NM_001178760.1	243	102	83	293	159	126	168	69	75	265	213	78	235	135	112	145	66	75
NM_001178761.1	283	172	104	340	213	161	203	67	102	439	339	131	417	245	158	247	78	126
NM_001178762.1	441	261	156	529	240	203	271	123	138	533	485	171	450	282	267	305	114	182
NM_001178764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178765.1	555	314	263	660	376	295	356	157	201	581	479	208	563	282	300	349	142	190
