name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	IstringexonFrames	utr5_length	cds_length	utr3_length	gene_length	rep_transcript	modified
rna-NM_001178282.1	NC_001134.8	-	138310	140290	138340	140260	1	138310,	140290,	0	gene-YBL042C	cmpl	cmpl	0,	30	1920	30	1920	True	True
rna-NM_001178281.1	NC_001134.8	+	141216	142002	141246	141972	1	141216,	142002,	0	gene-YBL041W	cmpl	cmpl	0,	30	726	30	726	True	True
rna-NM_001178280.1	NC_001134.8	-	142081	142898	142111	142868	2	142081,142846,	142749,142898,	0	gene-YBL040C	cmpl	cmpl	1,0,	30	660	30	660	True	True
rna-NM_001184527.1	NC_001134.8	+	143362	143602	143392	143572	1	143362,	143602,	0	gene-YBL039W-B	cmpl	cmpl	0,	30	180	30	180	True	True
rna-NM_001178279.1	NC_001134.8	-	143958	145758	143988	145728	1	143958,	145758,	0	gene-YBL039C	cmpl	cmpl	0,	30	1740	30	1740	True	True
rna-NM_001178278.1	NC_001134.8	+	146156	146915	146186	146885	1	146156,	146915,	0	gene-YBL038W	cmpl	cmpl	0,	30	699	30	699	True	True
rna-NM_001178277.1	NC_001134.8	+	147178	150316	147208	150286	1	147178,	150316,	0	gene-YBL037W	cmpl	cmpl	0,	30	3078	30	3078	True	True
rna-NM_001178276.1	NC_001134.8	-	150416	151250	150446	151220	1	150416,	151250,	0	gene-YBL036C	cmpl	cmpl	0,	30	774	30	774	True	True
rna-NM_001178275.1	NC_001134.8	-	151462	153640	151492	153610	1	151462,	153640,	0	gene-YBL035C	cmpl	cmpl	0,	30	2118	30	2118	True	True
rna-NM_001178274.1	NC_001134.8	-	153817	158419	153847	158389	1	153817,	158419,	0	gene-YBL034C	cmpl	cmpl	0,	30	4542	30	4542	True	True
rna-NM_001178273.1	NC_001134.8	-	158625	159723	158655	159693	1	158625,	159723,	0	gene-YBL033C	cmpl	cmpl	0,	30	1038	30	1038	True	True
rna-NM_001178272.1	NC_001134.8	+	160153	161359	160183	161329	1	160153,	161359,	0	gene-YBL032W	cmpl	cmpl	0,	30	1146	30	1146	True	True
rna-NM_001178271.1	NC_001134.8	+	161668	162745	161698	162715	1	161668,	162745,	0	gene-YBL031W	cmpl	cmpl	0,	30	1017	30	1017	True	True
rna-NM_001178270.1	NC_001134.8	-	163010	164027	163040	163997	1	163010,	164027,	0	gene-YBL030C	cmpl	cmpl	0,	30	957	30	957	True	True
rna-NM_001184457.1	NC_001134.8	-	164457	164802	164487	164772	1	164457,	164802,	0	gene-YBL029C-A	cmpl	cmpl	0,	30	285	30	285	True	True
rna-NM_001178269.1	NC_001134.8	+	166103	167294	166133	167264	1	166103,	167294,	0	gene-YBL029W	cmpl	cmpl	0,	30	1131	30	1131	True	True
rna-NM_001178268.1	NC_001134.8	-	167487	167868	167517	167838	1	167487,	167868,	0	gene-YBL028C	cmpl	cmpl	0,	30	321	30	321	True	True
rna-NM_001178267.1	NC_001134.8	+	168392	169406	168422	169376	2	168392,168808,	168424,169406,	0	gene-YBL027W	cmpl	cmpl	0,2,	30	570	30	570	True	True
rna-NM_001178266.1	NC_001134.8	+	170592	171068	170622	171038	2	170592,170804,	170676,171068,	0	gene-YBL026W	cmpl	cmpl	0,0,	30	288	30	288	True	True
rna-NM_001178265.1	NC_001134.8	+	171450	171948	171480	171918	1	171450,	171948,	0	gene-YBL025W	cmpl	cmpl	0,	30	438	30	438	True	True
rna-NM_001178264.1	NC_001134.8	+	172503	174618	172533	174588	1	172503,	174618,	0	gene-YBL024W	cmpl	cmpl	0,	30	2055	30	2055	True	True
rna-NM_001178263.1	NC_001134.8	-	174889	177556	174919	177526	1	174889,	177556,	0	gene-YBL023C	cmpl	cmpl	0,	30	2607	30	2607	True	True
rna-NM_001178262.1	NC_001134.8	-	177843	181305	177873	181275	1	177843,	181305,	0	gene-YBL022C	cmpl	cmpl	0,	30	3402	30	3402	True	True
rna-NM_001178261.1	NC_001134.8	-	181629	182124	181659	182094	1	181629,	182124,	0	gene-YBL021C	cmpl	cmpl	0,	30	435	30	435	True	True
rna-NM_001178260.1	NC_001134.8	+	182370	184155	182400	184125	1	182370,	184155,	0	gene-YBL020W	cmpl	cmpl	0,	30	1725	30	1725	True	True
rna-NM_001178259.1	NC_001134.8	+	184322	185945	184352	185915	1	184322,	185945,	0	gene-YBL019W	cmpl	cmpl	0,	30	1563	30	1563	True	True
rna-NM_001178258.1	NC_001134.8	-	185967	186504	185997	186474	2	185967,186427,	186352,186504,	0	gene-YBL018C	cmpl	cmpl	2,0,	30	402	30	402	True	True
rna-NM_001178257.1	NC_001134.8	-	186813	191613	186843	191583	1	186813,	191613,	0	gene-YBL017C	cmpl	cmpl	0,	30	4740	30	4740	True	True
rna-NM_001178256.1	NC_001134.8	+	192420	193542	192450	193512	1	192420,	193542,	0	gene-YBL016W	cmpl	cmpl	0,	30	1062	30	1062	True	True
rna-NM_001178255.1	NC_001134.8	+	194091	195732	194121	195702	1	194091,	195732,	0	gene-YBL015W	cmpl	cmpl	0,	30	1581	30	1581	True	True
rna-YNCB0004W	NC_001134.8	+	197493	197567	197567	197567	1	197493,	197567,	0	gene-YNCB0004W	none	none	-1,	0	0	0	0	True	False
rna-YNCB0005C	NC_001134.8	-	197628	197699	197699	197699	1	197628,	197699,	0	gene-YNCB0005C	none	none	-1,	0	0	0	0	True	False
rna-NM_001178254.2	NC_001134.8	-	199033	201778	199063	201748	1	199033,	201778,	0	gene-YBL014C	cmpl	cmpl	0,	30	2685	30	2685	True	True
rna-NM_001178253.1	NC_001134.8	+	202025	203291	202055	203261	1	202025,	203291,	0	gene-YBL013W	cmpl	cmpl	0,	30	1206	30	1206	True	True
rna-NM_001178251.1	NC_001134.8	+	203507	205847	203537	205817	1	203507,	205847,	0	gene-YBL011W	cmpl	cmpl	0,	30	2280	30	2280	True	True
rna-NM_001178250.1	NC_001134.8	-	206076	206979	206106	206949	1	206076,	206979,	0	gene-YBL010C	cmpl	cmpl	0,	30	843	30	843	True	True
rna-NM_001178249.1	NC_001134.8	+	207163	209254	207193	209224	1	207163,	209254,	0	gene-YBL009W	cmpl	cmpl	0,	30	2031	30	2031	True	True
rna-NM_001184539.1	NC_001134.8	+	209378	209678	209408	209648	1	209378,	209678,	0	gene-YBL008W-A	cmpl	cmpl	0,	30	240	30	240	True	True
rna-NM_001178248.2	NC_001134.8	+	209622	212205	209652	212175	1	209622,	212205,	0	gene-YBL008W	cmpl	cmpl	0,	30	2523	30	2523	True	True
rna-NM_001178247.1	NC_001134.8	-	212601	216396	212631	216366	1	212601,	216396,	0	gene-YBL007C	cmpl	cmpl	0,	30	3735	30	3735	True	True
rna-NM_001178246.1	NC_001134.8	-	216556	217159	216586	217129	1	216556,	217159,	0	gene-YBL006C	cmpl	cmpl	0,	30	543	30	543	True	True
rna-NM_001178245.1	NC_001134.8	+	217439	220430	217469	220400	1	217439,	220430,	0	gene-YBL005W	cmpl	cmpl	0,	30	2931	30	2931	True	True
rna-NM_001180047.1	NC_001134.8	+	221299	222682	221329	222652	1	221299,	222682,	0	gene-YBL005W-A	cmpl	cmpl	0,	30	1323	30	1323	True	True
rna-NM_001180048.2	NC_001134.8	+	221299	226628	221329	226598	2	221299,222635,	222634,226628,	0	gene-YBL005W-B	cmpl	cmpl	0,0,	30	5268	30	5268	True	True
rna-YNCB0006W	NC_001134.8	+	227074	227156	227156	227156	1	227074,	227156,	0	gene-YNCB0006W	none	none	-1,	0	0	0	0	True	False
rna-NM_001178244.1	NC_001134.8	+	227605	235147	227635	235117	1	227605,	235147,	0	gene-YBL004W	cmpl	cmpl	0,	30	7482	30	7482	True	True
rna-NM_001178243.1	NC_001134.8	-	235363	235822	235393	235792	1	235363,	235822,	0	gene-YBL003C	cmpl	cmpl	0,	30	399	30	399	True	True
rna-NM_001178242.1	NC_001134.8	+	236461	236917	236491	236887	1	236461,	236917,	0	gene-YBL002W	cmpl	cmpl	0,	30	396	30	396	True	True
rna-NM_001178241.1	NC_001134.8	-	237122	237497	237152	237467	1	237122,	237497,	0	gene-YBL001C	cmpl	cmpl	0,	30	315	30	315	True	True
rna-NM_001178349.1	NC_001134.8	-	238910	241313	238940	241283	1	238910,	241313,	0	gene-YBR001C	cmpl	cmpl	0,	30	2343	30	2343	True	True
rna-NM_001178350.1	NC_001134.8	-	241677	242598	241707	242568	1	241677,	242598,	0	gene-YBR002C	cmpl	cmpl	0,	30	861	30	861	True	True
rna-NM_001178351.1	NC_001134.8	+	242778	244260	242808	244230	1	242778,	244260,	0	gene-YBR003W	cmpl	cmpl	0,	30	1422	30	1422	True	True
rna-NM_001178352.2	NC_001134.8	-	244335	245697	244365	245667	1	244335,	245697,	0	gene-YBR004C	cmpl	cmpl	0,	30	1302	30	1302	True	True
rna-NM_001178353.1	NC_001134.8	+	245875	246577	245905	246547	1	245875,	246577,	0	gene-YBR005W	cmpl	cmpl	0,	30	642	30	642	True	True
rna-NM_001178354.1	NC_001134.8	+	246979	248533	247009	248503	1	246979,	248533,	0	gene-YBR006W	cmpl	cmpl	0,	30	1494	30	1494	True	True
rna-NM_001178355.2	NC_001134.8	-	248775	251046	248805	251016	1	248775,	251046,	0	gene-YBR007C	cmpl	cmpl	0,	30	2211	30	2211	True	True
rna-NM_001178356.1	NC_001134.8	-	252532	254239	252562	254209	1	252532,	254239,	0	gene-YBR008C	cmpl	cmpl	0,	30	1647	30	1647	True	True
rna-NM_001178357.1	NC_001134.8	-	255342	255714	255372	255684	1	255342,	255714,	0	gene-YBR009C	cmpl	cmpl	0,	30	312	30	312	True	True
rna-NM_001178358.1	NC_001134.8	+	256300	256771	256330	256741	1	256300,	256771,	0	gene-YBR010W	cmpl	cmpl	0,	30	411	30	411	True	True
rna-NM_001178359.1	NC_001134.8	-	257081	258005	257111	257975	1	257081,	258005,	0	gene-YBR011C	cmpl	cmpl	0,	30	864	30	864	True	True
rna-NM_001180055.1	NC_001134.8	+	259838	261221	259868	261191	1	259838,	261221,	0	gene-YBR012W-A	cmpl	cmpl	0,	30	1323	30	1323	True	True
rna-NM_001180056.2	NC_001134.8	+	259838	265170	259868	265140	2	259838,261174,	261173,265170,	0	gene-YBR012W-B	cmpl	cmpl	0,0,	30	5271	30	5271	True	True
rna-NM_001178361.1	NC_001134.8	-	265461	265911	265491	265881	1	265461,	265911,	0	gene-YBR013C	cmpl	cmpl	0,	30	390	30	390	True	True
rna-YNCB0007W	NC_001134.8	+	266377	266450	266450	266450	1	266377,	266450,	0	gene-YNCB0007W	none	none	-1,	0	0	0	0	True	False
rna-NM_001178362.1	NC_001134.8	-	266694	267366	266724	267336	1	266694,	267366,	0	gene-YBR014C	cmpl	cmpl	0,	30	612	30	612	True	True
rna-NM_001178363.1	NC_001134.8	-	267679	269533	267709	269503	1	267679,	269533,	0	gene-YBR015C	cmpl	cmpl	0,	30	1794	30	1794	True	True
rna-NM_001178364.1	NC_001134.8	+	270216	270663	270246	270633	1	270216,	270663,	0	gene-YBR016W	cmpl	cmpl	0,	30	387	30	387	True	True
rna-NM_001178365.1	NC_001134.8	-	270916	273733	270946	273703	1	270916,	273733,	0	gene-YBR017C	cmpl	cmpl	0,	30	2757	30	2757	True	True
rna-NM_001178366.1	NC_001134.8	-	274396	275557	274426	275527	1	274396,	275557,	0	gene-YBR018C	cmpl	cmpl	0,	30	1101	30	1101	True	True
rna-NM_001178367.1	NC_001134.8	-	276222	278382	276252	278352	1	276222,	278382,	0	gene-YBR019C	cmpl	cmpl	0,	30	2100	30	2100	True	True
rna-NM_001178368.1	NC_001134.8	+	278990	280637	279020	280607	1	278990,	280637,	0	gene-YBR020W	cmpl	cmpl	0,	30	1587	30	1587	True	True
rna-NM_001178369.1	NC_001134.8	+	281412	283374	281442	283344	1	281412,	283374,	0	gene-YBR021W	cmpl	cmpl	0,	30	1902	30	1902	True	True
rna-NM_001178370.1	NC_001134.8	+	283707	284301	283737	284271	1	283707,	284301,	0	gene-YBR022W	cmpl	cmpl	0,	30	534	30	534	True	True
rna-NM_001178371.1	NC_001134.8	-	284397	287955	284427	287925	1	284397,	287955,	0	gene-YBR023C	cmpl	cmpl	0,	30	3498	30	3498	True	True
rna-NM_001178372.1	NC_001134.8	+	289414	290380	289444	290350	1	289414,	290380,	0	gene-YBR024W	cmpl	cmpl	0,	30	906	30	906	True	True
rna-NM_001178373.1	NC_001134.8	-	290650	291895	290680	291865	1	290650,	291895,	0	gene-YBR025C	cmpl	cmpl	0,	30	1185	30	1185	True	True
rna-NM_001178374.1	NC_001134.8	-	292846	294049	292876	294019	1	292846,	294049,	0	gene-YBR026C	cmpl	cmpl	0,	30	1143	30	1143	True	True
rna-NM_001346795.1	NC_001134.8	-	293993	294386	294023	294356	1	293993,	294386,	0	gene-YBR027C	cmpl	cmpl	0,	30	333	30	333	True	True
rna-NM_001178376.1	NC_001134.8	-	294394	296032	294424	296002	1	294394,	296032,	0	gene-YBR028C	cmpl	cmpl	0,	30	1578	30	1578	True	True
rna-NM_001178377.1	NC_001134.8	-	296338	297772	296368	297742	1	296338,	297772,	0	gene-YBR029C	cmpl	cmpl	0,	30	1374	30	1374	True	True
rna-NM_001178378.1	NC_001134.8	+	298261	299980	298291	299950	1	298261,	299980,	0	gene-YBR030W	cmpl	cmpl	0,	30	1659	30	1659	True	True
rna-NM_001178379.1	NC_001134.8	+	300135	301284	300165	301254	1	300135,	301284,	0	gene-YBR031W	cmpl	cmpl	0,	30	1089	30	1089	True	True
rna-NM_001346796.1	NC_001134.8	+	301488	301851	301518	301821	1	301488,	301851,	0	gene-YBR032W	cmpl	cmpl	0,	30	303	30	303	True	True
rna-NM_001178381.1	NC_001134.8	+	301913	304733	301943	304703	1	301913,	304733,	0	gene-YBR033W	cmpl	cmpl	0,	30	2760	30	2760	True	True
rna-NM_001178382.1	NC_001134.8	-	304899	306006	304929	305976	1	304899,	306006,	0	gene-YBR034C	cmpl	cmpl	0,	30	1047	30	1047	True	True
rna-NM_001178383.1	NC_001134.8	-	306238	306985	306268	306955	1	306238,	306985,	0	gene-YBR035C	cmpl	cmpl	0,	30	687	30	687	True	True
rna-NM_001178384.1	NC_001134.8	-	309050	310343	309080	310313	1	309050,	310343,	0	gene-YBR036C	cmpl	cmpl	0,	30	1233	30	1233	True	True
rna-NM_001178385.1	NC_001134.8	-	310534	311482	310564	311452	1	310534,	311482,	0	gene-YBR037C	cmpl	cmpl	0,	30	888	30	888	True	True
rna-NM_001178386.1	NC_001134.8	+	311867	314819	311897	314789	1	311867,	314819,	0	gene-YBR038W	cmpl	cmpl	0,	30	2892	30	2892	True	True
rna-NM_001178387.1	NC_001134.8	+	315544	316540	315574	316510	1	315544,	316540,	0	gene-YBR039W	cmpl	cmpl	0,	30	936	30	936	True	True
rna-NM_001178388.1	NC_001134.8	+	316937	317894	316967	317864	1	316937,	317894,	0	gene-YBR040W	cmpl	cmpl	0,	30	897	30	897	True	True
rna-NM_001178389.1	NC_001134.8	+	318235	320305	318265	320275	1	318235,	320305,	0	gene-YBR041W	cmpl	cmpl	0,	30	2010	30	2010	True	True
rna-NM_001178390.1	NC_001134.8	-	320385	321639	320415	321609	1	320385,	321639,	0	gene-YBR042C	cmpl	cmpl	0,	30	1194	30	1194	True	True
rna-NM_001178391.2	NC_001134.8	-	321845	323975	321875	323945	1	321845,	323975,	0	gene-YBR043C	cmpl	cmpl	0,	30	2070	30	2070	True	True
rna-NM_001178392.2	NC_001134.8	-	324310	326089	324340	326059	1	324310,	326089,	0	gene-YBR044C	cmpl	cmpl	0,	30	1719	30	1719	True	True
rna-YNCB0011C	NC_001134.8	-	326791	326865	326865	326865	1	326791,	326865,	0	gene-YNCB0011C	none	none	-1,	0	0	0	0	True	False
rna-NM_001178393.2	NC_001134.8	-	328142	330122	328172	330092	1	328142,	330122,	0	gene-YBR045C	cmpl	cmpl	0,	30	1920	30	1920	True	True
rna-NM_001178394.1	NC_001134.8	-	330476	331541	330506	331511	1	330476,	331541,	0	gene-YBR046C	cmpl	cmpl	0,	30	1005	30	1005	True	True
rna-NM_001178395.1	NC_001134.8	+	331802	332390	331832	332360	1	331802,	332390,	0	gene-YBR047W	cmpl	cmpl	0,	30	528	30	528	True	True
rna-NM_001178396.1	NC_001134.8	+	332800	333842	332830	333812	2	332800,333386,	332875,333842,	0	gene-YBR048W	cmpl	cmpl	0,0,	30	471	30	471	True	True
rna-NM_001178397.1	NC_001134.8	-	334355	336848	334385	336818	1	334355,	336848,	0	gene-YBR049C	cmpl	cmpl	0,	30	2433	30	2433	True	True
rna-NM_001178398.1	NC_001134.8	-	337152	338229	337182	338199	1	337152,	338229,	0	gene-YBR050C	cmpl	cmpl	0,	30	1017	30	1017	True	True
rna-NM_001178400.1	NC_001134.8	-	338689	339382	338719	339352	1	338689,	339382,	0	gene-YBR052C	cmpl	cmpl	0,	30	633	30	633	True	True
rna-NM_001178401.1	NC_001134.8	-	339644	340781	339674	340751	1	339644,	340781,	0	gene-YBR053C	cmpl	cmpl	0,	30	1077	30	1077	True	True
rna-NM_001178402.1	NC_001134.8	+	343070	344165	343100	344135	1	343070,	344165,	0	gene-YBR054W	cmpl	cmpl	0,	30	1035	30	1035	True	True
rna-NM_001178403.1	NC_001134.8	-	344571	347331	344601	347301	1	344571,	347331,	0	gene-YBR055C	cmpl	cmpl	0,	30	2700	30	2700	True	True
rna-YNCB0012W	NC_001134.8	+	347602	347686	347686	347686	1	347602,	347686,	0	gene-YNCB0012W	none	none	-1,	0	0	0	0	True	False
rna-NM_001178404.1	NC_001134.8	+	347848	349414	347878	349384	1	347848,	349414,	0	gene-YBR056W	cmpl	cmpl	0,	30	1506	30	1506	True	True
rna-YNCB0013W	NC_001134.8	+	350826	350898	350898	350898	1	350826,	350898,	0	gene-YNCB0013W	none	none	-1,	0	0	0	0	True	False
rna-NM_001270739.1	NC_001134.8	+	351224	351485	351254	351455	1	351224,	351485,	0	gene-YBR056W-A	cmpl	cmpl	0,	30	201	30	201	True	True
rna-NM_001178405.1	NC_001134.8	-	352162	353323	352192	353293	1	352162,	353323,	0	gene-YBR057C	cmpl	cmpl	0,	30	1101	30	1101	True	True
rna-NM_001178406.1	NC_001134.8	-	353641	356047	353671	356017	1	353641,	356047,	0	gene-YBR058C	cmpl	cmpl	0,	30	2346	30	2346	True	True
rna-NM_001184442.3	NC_001134.8	-	356293	356596	356323	356566	1	356293,	356596,	0	gene-YBR058C-A	cmpl	cmpl	0,	30	243	30	243	True	True
rna-NM_001178407.1	NC_001134.8	-	356830	360217	356860	360187	1	356830,	360217,	0	gene-YBR059C	cmpl	cmpl	0,	30	3327	30	3327	True	True
rna-NM_001178408.1	NC_001134.8	-	360621	362544	360651	362514	1	360621,	362544,	0	gene-YBR060C	cmpl	cmpl	0,	30	1863	30	1863	True	True
rna-NM_001178409.3	NC_001134.8	-	364756	365749	364786	365719	1	364756,	365749,	0	gene-YBR061C	cmpl	cmpl	0,	30	933	30	933	True	True
rna-NM_001178410.1	NC_001134.8	-	365945	366630	365975	366600	2	365945,366584,	366502,366630,	0	gene-YBR062C	cmpl	cmpl	1,0,	30	543	30	543	True	True
rna-NM_001178411.1	NC_001134.8	-	366939	368214	366969	368184	1	366939,	368214,	0	gene-YBR063C	cmpl	cmpl	0,	30	1215	30	1215	True	True
rna-NM_001178413.3	NC_001134.8	-	368553	369708	368583	369678	1	368553,	369708,	0	gene-YBR065C	cmpl	cmpl	0,	30	1095	30	1095	True	True
rna-NM_001178414.1	NC_001134.8	-	370006	370729	370036	370699	1	370006,	370729,	0	gene-YBR066C	cmpl	cmpl	0,	30	663	30	663	True	True
rna-NM_001178415.1	NC_001134.8	-	372072	372765	372102	372735	1	372072,	372765,	0	gene-YBR067C	cmpl	cmpl	0,	30	633	30	633	True	True
rna-NM_001178416.4	NC_001134.8	-	373830	375720	373860	375690	1	373830,	375720,	0	gene-YBR068C	cmpl	cmpl	0,	30	1830	30	1830	True	True
rna-NM_001178417.1	NC_001134.8	-	376543	378463	376573	378433	1	376543,	378463,	0	gene-YBR069C	cmpl	cmpl	0,	30	1860	30	1860	True	True
rna-NM_001178418.1	NC_001134.8	-	379190	379964	379220	379934	1	379190,	379964,	0	gene-YBR070C	cmpl	cmpl	0,	30	714	30	714	True	True
rna-NM_001178419.3	NC_001134.8	+	380380	381076	380410	381046	1	380380,	381076,	0	gene-YBR071W	cmpl	cmpl	0,	30	636	30	636	True	True
rna-NM_001178420.1	NC_001134.8	+	381999	382704	382029	382674	1	381999,	382704,	0	gene-YBR072W	cmpl	cmpl	0,	30	645	30	645	True	True
rna-NM_001184540.1	NC_001134.8	-	382829	383051	382859	383021	1	382829,	383051,	0	gene-YBR072C-A	cmpl	cmpl	0,	30	162	30	162	True	True
rna-NM_001178421.4	NC_001134.8	+	383081	386018	383111	385988	1	383081,	386018,	0	gene-YBR073W	cmpl	cmpl	0,	30	2877	30	2877	True	True
rna-NM_001178422.2	NC_001134.8	+	386255	389246	386285	389216	1	386255,	389246,	0	gene-YBR074W	cmpl	cmpl	0,	30	2931	30	2931	True	True
rna-NM_001178424.2	NC_001134.8	+	390196	391321	390226	391291	1	390196,	391321,	0	gene-YBR076W	cmpl	cmpl	0,	30	1065	30	1065	True	True
rna-NM_001178425.3	NC_001134.8	-	391774	392323	391804	392293	1	391774,	392323,	0	gene-YBR077C	cmpl	cmpl	0,	30	489	30	489	True	True
rna-NM_001178426.2	NC_001134.8	+	393092	394772	393122	394742	2	393092,393510,	393180,394772,	0	gene-YBR078W	cmpl	cmpl	0,1,	30	1290	30	1290	True	True
rna-NM_001178427.1	NC_001134.8	-	395352	398307	395382	398277	1	395352,	398307,	0	gene-YBR079C	cmpl	cmpl	0,	30	2895	30	2895	True	True
rna-NM_001178428.3	NC_001134.8	-	398583	400920	398613	400890	1	398583,	400920,	0	gene-YBR080C	cmpl	cmpl	0,	30	2277	30	2277	True	True
rna-NM_001178429.1	NC_001134.8	-	401222	405281	401252	405251	1	401222,	405281,	0	gene-YBR081C	cmpl	cmpl	0,	30	3999	30	3999	True	True
rna-YNCB0015W	NC_001134.8	+	405877	405949	405949	405949	1	405877,	405949,	0	gene-YNCB0015W	none	none	-1,	0	0	0	0	True	False
rna-YNCB0016W	NC_001134.8	+	405959	406031	406031	406031	1	405959,	406031,	0	gene-YNCB0016W	none	none	-1,	0	0	0	0	True	False
rna-NM_001178430.1	NC_001134.8	-	406597	407199	406627	407169	2	406597,407122,	407027,407199,	0	gene-YBR082C	cmpl	cmpl	2,0,	30	447	30	447	True	True
rna-NM_001178431.3	NC_001134.8	+	409138	410659	409168	410629	1	409138,	410659,	0	gene-YBR083W	cmpl	cmpl	0,	30	1461	30	1461	True	True
rna-NM_001178432.1	NC_001134.8	+	411023	414011	411053	413981	1	411023,	414011,	0	gene-YBR084W	cmpl	cmpl	0,	30	2928	30	2928	True	True
rna-NM_001180057.1	NC_001134.8	-	414155	415291	414185	415261	2	414155,415259,	414753,415291,	0	gene-YBR084C-A	cmpl	cmpl	2,0,	30	570	30	570	True	True
rna-NM_001178433.3	NC_001134.8	+	415952	416936	415982	416906	1	415952,	416936,	0	gene-YBR085W	cmpl	cmpl	0,	30	924	30	924	True	True
rna-NM_001184443.1	NC_001134.8	-	418876	419194	418906	419164	1	418876,	419194,	0	gene-YBR085C-A	cmpl	cmpl	0,	30	258	30	258	True	True
rna-NM_001178434.1	NC_001134.8	-	420170	423071	420200	423041	1	420170,	423071,	0	gene-YBR086C	cmpl	cmpl	0,	30	2841	30	2841	True	True
rna-NM_001178435.3	NC_001134.8	+	423734	424859	423764	424829	1	423734,	424859,	0	gene-YBR087W	cmpl	cmpl	0,	30	1065	30	1065	True	True
rna-NM_001178436.1	NC_001134.8	-	424959	425796	424989	425766	1	424959,	425796,	0	gene-YBR088C	cmpl	cmpl	0,	30	777	30	777	True	True
rna-NM_001180058.2	NC_001134.8	-	426159	426519	426189	426489	1	426159,	426519,	0	gene-YBR089C-A	cmpl	cmpl	0,	30	300	30	300	True	True
rna-NM_001178438.4	NC_001134.8	-	426302	427088	426332	427058	2	426302,426873,	426516,427088,	0	gene-YBR090C	cmpl	cmpl	2,0,	30	369	30	369	True	True
rna-NM_001178439.1	NC_001134.8	-	427124	427514	427154	427484	1	427124,	427514,	0	gene-YBR091C	cmpl	cmpl	0,	30	330	30	330	True	True
rna-NM_001178440.1	NC_001134.8	-	427667	429131	427697	429101	1	427667,	429131,	0	gene-YBR092C	cmpl	cmpl	0,	30	1404	30	1404	True	True
rna-NM_001178441.3	NC_001134.8	-	429517	430981	429547	430951	1	429517,	430981,	0	gene-YBR093C	cmpl	cmpl	0,	30	1404	30	1404	True	True
rna-NM_001178442.2	NC_001134.8	+	432005	434327	432035	434297	1	432005,	434327,	0	gene-YBR094W	cmpl	cmpl	0,	30	2262	30	2262	True	True
rna-NM_001178443.1	NC_001134.8	-	434375	435728	434405	435698	1	434375,	435728,	0	gene-YBR095C	cmpl	cmpl	0,	30	1293	30	1293	True	True
rna-NM_001178444.3	NC_001134.8	+	435990	436743	436020	436713	1	435990,	436743,	0	gene-YBR096W	cmpl	cmpl	0,	30	693	30	693	True	True
rna-NM_001178445.2	NC_001134.8	+	436920	441345	436950	441315	1	436920,	441345,	0	gene-YBR097W	cmpl	cmpl	0,	30	4365	30	4365	True	True
rna-NM_001178446.1	NC_001134.8	+	441484	443620	441514	443590	1	441484,	443620,	0	gene-YBR098W	cmpl	cmpl	0,	30	2076	30	2076	True	True
rna-NM_001178449.3	NC_001134.8	-	443790	444723	443820	444693	1	443790,	444723,	0	gene-YBR101C	cmpl	cmpl	0,	30	873	30	873	True	True
rna-NM_001178450.1	NC_001134.8	-	445031	447353	445061	447323	1	445031,	447353,	0	gene-YBR102C	cmpl	cmpl	0,	30	2262	30	2262	True	True
rna-NM_001178451.1	NC_001134.8	+	447678	449346	447708	449316	1	447678,	449346,	0	gene-YBR103W	cmpl	cmpl	0,	30	1608	30	1608	True	True
rna-NM_001178452.3	NC_001134.8	+	449636	450686	449666	450656	1	449636,	450686,	0	gene-YBR104W	cmpl	cmpl	0,	30	990	30	990	True	True
rna-NM_001178453.1	NC_001134.8	-	450850	451999	450880	451969	1	450850,	451999,	0	gene-YBR105C	cmpl	cmpl	0,	30	1089	30	1089	True	True
rna-NM_001178454.1	NC_001134.8	+	452627	453254	452657	453224	1	452627,	453254,	0	gene-YBR106W	cmpl	cmpl	0,	30	567	30	567	True	True
rna-NM_001178455.3	NC_001134.8	-	453762	454560	453792	454530	1	453762,	454560,	0	gene-YBR107C	cmpl	cmpl	0,	30	738	30	738	True	True
rna-NM_001178456.2	NC_001134.8	+	454791	457695	454821	457665	1	454791,	457695,	0	gene-YBR108W	cmpl	cmpl	0,	30	2844	30	2844	True	True
rna-NM_001178457.1	NC_001134.8	-	457888	458392	457918	458362	1	457888,	458392,	0	gene-YBR109C	cmpl	cmpl	0,	30	444	30	444	True	True
rna-NM_001178458.3	NC_001134.8	+	458841	460251	458871	460221	1	458841,	460251,	0	gene-YBR110W	cmpl	cmpl	0,	30	1350	30	1350	True	True
rna-NM_001178459.1	NC_001134.8	-	461147	461903	461177	461873	1	461147,	461903,	0	gene-YBR111C	cmpl	cmpl	0,	30	696	30	696	True	True
rna-NM_001184520.1	NC_001134.8	+	462108	462609	462138	462579	3	462108,462289,462499,	462209,462429,462609,	0	gene-YBR111W-A	cmpl	cmpl	0,2,1,	30	291	30	291	True	True
rna-NM_001178460.3	NC_001134.8	-	462839	465800	462869	465770	1	462839,	465800,	0	gene-YBR112C	cmpl	cmpl	0,	30	2901	30	2901	True	True
