chromosome	gene_id	transcript_id	start	end	utr5_length	cds_length	utr3_length	strand	rep_transcript	modified
NC_001134.8	YBR127C	NM_001178475.3	491238	492852	30	1554	30	-	True	True
NC_001134.8	YBR128C	NM_001178476.1	493050	494145	30	1035	30	-	True	True
NC_001134.8	YBR129C	NM_001178477.1	494322	495369	30	987	30	-	True	True
NC_001134.8	YBR130C	NM_001178478.3	495561	496899	30	1278	30	-	True	True
NC_001134.8	YBR131W	NM_001178479.3	497132	499307	30	2115	30	+	True	True
NC_001134.8	YBR132C	NM_001178480.1	499621	501472	30	1791	30	-	True	True
NC_001134.8	YBR133C	NM_001178481.1	501773	504317	30	2484	30	-	True	True
NC_001134.8	YBR135W	NM_001178483.3	504823	505336	30	453	30	+	True	True
NC_001134.8	YBR136W	NM_001178484.3	505637	512804	30	7107	30	+	True	True
NC_001134.8	YBR137W	NM_001178485.2	513013	513613	30	540	30	+	True	True
NC_001134.8	YBR138C	NM_001178486.2	513731	515366	30	1575	30	-	True	True
NC_001134.8	YBR139W	NM_001178487.3	515633	517220	30	1527	30	+	True	True
NC_001134.8	YBR140C	NM_001178488.3	517319	526658	30	9279	30	-	True	True
NC_001134.8	YBR141C	NM_001178489.2	526994	528068	30	1014	30	-	True	True
NC_001134.8	YBR142W	NM_001178490.1	528286	530668	30	2322	30	+	True	True
NC_001134.8	YBR143C	NM_001178491.3	530838	532212	30	1314	30	-	True	True
NC_001134.8	YBR144C	NM_001348890.1	533204	533579	30	315	30	-	True	True
NC_001134.8	YBR145W	NM_001178493.3	533731	534847	30	1056	30	+	True	True
NC_001134.8	YBR146W	NM_001178494.1	535229	536126	30	837	30	+	True	True
NC_001134.8	YBR147W	NM_001178495.1	536544	537495	30	891	30	+	True	True
NC_001134.8	YBR148W	NM_001178496.3	537845	539735	30	1830	30	+	True	True
NC_001134.8	YBR149W	NM_001178497.3	539956	541051	30	1035	30	+	True	True
NC_001134.8	YBR150C	NM_001178498.1	541178	544523	30	3285	30	-	True	True
NC_001134.8	YBR151W	NM_001178499.1	544997	546008	30	951	30	+	True	True
NC_001134.8	YBR152W	NM_001178500.3	546345	547281	30	876	30	+	True	True
NC_001134.8	YBR153W	NM_001178501.3	547429	548224	30	735	30	+	True	True
NC_001134.8	YBR154C	NM_001178502.1	548331	549039	30	648	30	-	True	True
NC_001134.8	YBR155W	NM_001178503.1	549740	550958	30	1158	30	+	True	True
NC_001134.8	YBR156C	NM_001178504.3	551073	553230	30	2097	30	-	True	True
NC_001134.8	YBR157C	NM_001178505.3	553512	554340	30	768	30	-	True	True
NC_001134.8	YBR158W	NM_001178506.1	556518	558228	30	1650	30	+	True	True
NC_001134.8	YBR159W	NM_001178507.1	558654	559758	30	1044	30	+	True	True
NC_001134.8	YBR160W	NM_001178508.3	560047	561004	30	897	30	+	True	True
NC_001134.8	YBR161W	NM_001178509.3	561603	562794	30	1131	30	+	True	True
NC_001134.8	YBR162C	NM_001178510.1	563172	564600	30	1368	30	-	True	True
NC_001134.8	YBR162W-A	NM_001180059.1	565200	565458	30	198	30	+	True	True
NC_001134.8	YBR163W	NM_001178511.3	565692	567510	30	1758	30	+	True	True
NC_001134.8	YBR164C	NM_001178512.3	567844	568456	30	552	30	-	True	True
NC_001134.8	YBR165W	NM_001178513.1	568821	569715	30	834	30	+	True	True
NC_001134.8	YBR166C	NM_001178514.1	569811	571230	30	1359	30	-	True	True
NC_001134.8	YBR167C	NM_001178515.3	571437	571920	30	423	30	-	True	True
NC_001134.8	YBR168W	NM_001178516.3	572340	573642	30	1242	30	+	True	True
NC_001134.8	YBR169C	NM_001178517.1	573884	576026	30	2082	30	-	True	True
NC_001134.8	YBR170C	NM_001178518.1	576313	578116	30	1743	30	-	True	True
NC_001134.8	YBR171W	NM_001178519.3	578333	579014	30	621	30	+	True	True
NC_001134.8	YBR172C	NM_001178520.3	579119	581402	30	2223	30	-	True	True
NC_001134.8	YBR173C	NM_001178521.1	581695	582202	30	447	30	-	True	True
NC_001134.8	YBR175W	NM_001178523.1	582377	583385	30	948	30	+	True	True
NC_001134.8	YBR176W	NM_001178524.3	583689	584688	30	939	30	+	True	True
NC_001134.8	YBR177C	NM_001178525.3	584776	586192	30	1356	30	-	True	True
NC_001134.8	YBR179C	NM_001178527.1	586516	589144	30	2568	30	-	True	True
NC_001134.8	YBR180W	NM_001178528.1	589710	591489	30	1719	30	+	True	True
NC_001134.8	YBR181C	NM_001178529.3	591681	592804	30	711	30	-	True	True
NC_001134.8	YBR182C	NM_001178530.3	593475	594894	30	1359	30	-	True	True
NC_001134.8	YBR182C-A	NM_001184586.1	595330	595585	30	195	30	-	True	True
NC_001134.8	YBR183W	NM_001178531.1	596084	597095	30	951	30	+	True	True
NC_001134.8	YBR184W	NM_001178532.3	597332	598964	30	1572	30	+	True	True
NC_001134.8	YBR185C	NM_001178533.3	599092	599989	30	837	30	-	True	True
NC_001134.8	YBR186W	NM_001178534.1	600522	602390	30	1695	30	+	True	True
NC_001134.8	YBR187W	NM_001178535.1	602603	603506	30	843	30	+	True	True
NC_001134.8	YBR188C	NM_001178536.3	603654	604137	30	423	30	-	True	True
NC_001134.8	YBR189W	NM_001178537.3	604477	605538	30	588	30	+	True	True
NC_001134.8	YBR191W	NM_001178539.1	606239	607170	30	483	30	+	True	True
NC_001134.8	YBR192W	NM_001178540.1	607621	608815	30	1134	30	+	True	True
NC_001134.8	YBR193C	NM_001178541.3	609051	609783	30	672	30	-	True	True
NC_001134.8	YBR194W	NM_001178542.3	610007	610439	30	372	30	+	True	True
NC_001134.8	YBR195C	NM_001178543.1	610583	611912	30	1269	30	-	True	True
NC_001134.8	YBR196C	NM_001178544.1	612205	613930	30	1665	30	-	True	True
NC_001134.8	YBR196C-A	NM_001184541.3	613993	614203	30	150	30	-	True	True
NC_001134.8	YBR196C-B	NM_001184643.3	614495	614660	30	105	30	-	True	True
NC_001134.8	YBR197C	NM_001178545.1	615172	615886	30	654	30	-	True	True
NC_001134.8	YBR198C	NM_001178546.1	616096	618553	30	2397	30	-	True	True
NC_001134.8	YBR199W	NM_001178547.3	618878	620333	30	1395	30	+	True	True
NC_001134.8	YBR200W	NM_001178548.3	620841	622557	30	1656	30	+	True	True
NC_001134.8	YBR200W-A	NM_001184542.1	622952	623177	30	165	30	+	True	True
NC_001134.8	YBR201W	NM_001178549.1	623545	624241	30	636	30	+	True	True
NC_001134.8	YBR201C-A	NM_001184676.3	624462	624726	30	204	30	-	True	True
NC_001134.8	YBR202W	NM_001178550.4	625741	628339	30	2538	30	+	True	True
NC_001134.8	YBR203W	NM_001178551.2	629137	631972	30	2775	30	+	True	True
NC_001134.8	YBR204C	NM_001178552.2	632223	633411	30	1128	30	-	True	True
NC_001134.8	YBR205W	NM_001178553.3	633591	634866	30	1215	30	+	True	True
NC_001134.8	YBR207W	NM_001178555.4	635115	636573	30	1398	30	+	True	True
NC_001134.8	YBR208C	NM_001178556.1	636672	642240	30	5508	30	-	True	True
NC_001134.8	YBR209W	NM_001348891.1	642552	642930	30	318	30	+	True	True
NC_001134.8	YBR210W	NM_001178558.1	645519	646008	30	429	30	+	True	True
NC_001134.8	YBR211C	NM_001178559.3	646127	647162	30	975	30	-	True	True
NC_001134.8	YBR212W	NM_001178560.3	647855	649934	30	2019	30	+	True	True
NC_001134.8	YBR213W	NM_001178561.1	650337	651222	30	825	30	+	True	True
NC_001134.8	YBR214W	NM_001178562.1	651384	653028	30	1584	30	+	True	True
NC_001134.8	YBR215W	NM_001178563.3	653325	655347	30	1878	30	+	True	True
NC_001134.8	YBR216C	NM_001178564.3	655545	657630	30	2025	30	-	True	True
NC_001134.8	YBR217W	NM_001178565.1	657801	658422	30	561	30	+	True	True
NC_001134.8	YBR218C	NM_001178566.1	658676	662279	30	3543	30	-	True	True
NC_001134.8	YBR219C	NM_001178567.3	662468	663333	30	384	30	-	True	True
NC_001134.8	YBR220C	NM_001178568.3	662964	664707	30	1683	30	-	True	True
NC_001134.8	YBR221C	NM_001178569.1	665122	666283	30	1101	30	-	True	True
NC_001134.8	YBR221W-A	NM_001184644.1	666507	666672	30	105	30	+	True	True
NC_001134.8	YBR222C	NM_001178570.3	666689	668381	30	1632	30	-	True	True
NC_001134.8	YBR223C	NM_001178571.3	668632	670327	30	1635	30	-	True	True
NC_001134.8	YBR225W	NM_001178573.1	670596	673359	30	2703	30	+	True	True
NC_001134.8	YBR227C	NM_001178575.1	673541	675164	30	1563	30	-	True	True
NC_001134.8	YBR228W	NM_001178576.3	675282	676257	30	915	30	+	True	True
NC_001134.8	YBR229C	NM_001178577.3	676326	679251	30	2865	30	-	True	True
NC_001134.8	YBR230C	NM_001178578.1	679518	680080	30	405	30	-	True	True
NC_001134.8	YBR230W-A	NM_001184673.1	680331	680592	30	201	30	+	True	True
NC_001134.8	YBR231C	NM_001178579.3	682148	683120	30	912	30	-	True	True
NC_001134.8	YBR233W	NM_001178581.3	683397	684699	30	1242	30	+	True	True
NC_001134.8	YBR233W-A	NM_001184461.1	684946	685291	30	285	30	+	True	True
NC_001134.8	YBR234C	NM_001178582.1	685407	686622	30	1155	30	-	True	True
NC_001134.8	YBR235W	NM_001178583.3	686870	690293	30	3363	30	+	True	True
NC_001134.8	YBR236C	NM_001178584.3	690352	691723	30	1311	30	-	True	True
NC_001134.8	YBR237W	NM_001178585.1	691938	694548	30	2550	30	+	True	True
NC_001134.8	YBR238C	NM_001178586.1	695076	697332	30	2196	30	-	True	True
NC_001134.8	YBR239C	NM_001178587.3	698323	699973	30	1590	30	-	True	True
NC_001134.8	YBR240C	NM_001178588.3	700459	701872	30	1353	30	-	True	True
NC_001134.8	YBR241C	NM_001178589.1	702558	704085	30	1467	30	-	True	True
NC_001134.8	YBR242W	NM_001178590.1	704639	705416	30	717	30	+	True	True
NC_001134.8	YBR243C	NM_001178591.3	705416	706823	30	1347	30	-	True	True
NC_001134.8	YBR244W	NM_001178592.3	707497	708046	30	489	30	+	True	True
NC_001134.8	YBR245C	NM_001178593.1	708119	711569	30	3390	30	-	True	True
NC_001134.8	YBR246W	NM_001178594.1	711560	712784	30	1164	30	+	True	True
NC_001134.8	YBR247C	NM_001178595.3	712973	714485	30	1452	30	-	True	True
NC_001134.8	YBR248C	NM_001178596.3	714776	716495	30	1659	30	-	True	True
NC_001134.8	YBR249C	NM_001178597.1	716851	718024	30	1113	30	-	True	True
NC_001134.8	YBR250W	NM_001178598.1	719002	720634	30	1572	30	+	True	True
NC_001134.8	YBR251W	NM_001178599.3	721359	722343	30	924	30	+	True	True
NC_001134.8	YBR252W	NM_001178600.3	722580	723084	30	444	30	+	True	True
NC_001134.8	YBR253W	NM_001178601.1	723239	723665	30	366	30	+	True	True
NC_001134.8	YBR254C	NM_001178602.1	723705	724293	30	528	30	-	True	True
NC_001134.8	YBR255W	NM_001178603.3	724425	726570	30	2085	30	+	True	True
NC_001134.8	YBR255C-A	NM_001184510.3	726587	727104	30	363	30	-	True	True
NC_001134.8	YBR256C	NM_001178604.1	727355	728132	30	717	30	-	True	True
NC_001134.8	YBR257W	NM_001178605.1	728854	729754	30	840	30	+	True	True
NC_001134.8	YBR258C	NM_001178606.3	729703	730192	30	429	30	-	True	True
NC_001134.8	YBR259W	NM_001178607.3	730356	732483	30	2067	30	+	True	True
NC_001134.8	YBR260C	NM_001178608.1	732608	734669	30	2001	30	-	True	True
NC_001134.8	YBR261C	NM_001178609.1	734801	735560	30	699	30	-	True	True
NC_001134.8	YBR262C	NM_001178610.3	735689	736070	30	321	30	-	True	True
NC_001134.8	YBR263W	NM_001178611.3	736233	737766	30	1473	30	+	True	True
NC_001134.8	YBR264C	NM_001178612.1	737739	738399	30	600	30	-	True	True
NC_001134.8	YBR265W	NM_001178613.2	738551	739574	30	963	30	+	True	True
NC_001134.8	YBR267W	NM_001178615.4	739810	741052	30	1182	30	+	True	True
NC_001134.8	YBR266C	NM_001395042.1	739905	740418	30	453	30	-	True	True
NC_001134.8	YBR268W	NM_001178616.3	741268	741646	30	318	30	+	True	True
NC_001134.8	YBR269C	NM_001178617.1	742129	742606	30	417	30	-	True	True
NC_001134.8	YBR270C	NM_001178618.2	742730	744428	30	1638	30	-	True	True
NC_001134.8	YBR271W	NM_001178619.3	744821	746141	30	1260	30	+	True	True
NC_001134.8	YBR272C	NM_001178620.3	746330	747833	30	1443	30	-	True	True
NC_001134.8	YBR273C	NM_001178621.1	748030	749401	30	1311	30	-	True	True
NC_001134.8	YBR274W	NM_001178622.1	749563	751207	30	1584	30	+	True	True
NC_001134.8	YBR275C	NM_001178623.4	751325	757136	30	5751	30	-	True	True
NC_001134.8	YBR276C	NM_001178624.3	757589	760073	30	2424	30	-	True	True
NC_001134.8	YBR278W	NM_001178626.1	760263	760929	30	606	30	+	True	True
NC_001134.8	YBR279W	NM_001178627.1	761226	762624	30	1338	30	+	True	True
NC_001134.8	YBR280C	NM_001178628.3	762753	764727	30	1914	30	-	True	True
NC_001134.8	YBR281C	NM_001178629.3	764939	767636	30	2637	30	-	True	True
NC_001134.8	YBR282W	NM_001178630.1	768209	768710	30	441	30	+	True	True
NC_001134.8	YBR283C	NM_001178631.1	768912	770445	30	1473	30	-	True	True
NC_001134.8	YBR284W	NM_001178632.3	771208	773662	30	2394	30	+	True	True
NC_001134.8	YBR285W	NM_001178633.4	773891	774386	30	435	30	+	True	True
NC_001134.8	YBR286W	NM_001178634.1	774669	776343	30	1614	30	+	True	True
NC_001134.8	YBR287W	NM_001178635.1	776540	777884	30	1284	30	+	True	True
NC_001134.8	YBR288C	NM_001178636.4	777981	779493	30	1452	30	-	True	True
NC_001134.8	YBR289W	NM_001178637.4	779636	782414	30	2718	30	+	True	True
NC_001134.8	YBR290W	NM_001178638.1	782560	783586	30	966	30	+	True	True
NC_001134.8	YBR291C	NM_001178639.1	783642	784602	30	900	30	-	True	True
NC_001134.8	YBR292C	NM_001348892.1	784671	785103	30	372	30	-	True	True
NC_001134.8	YBR293W	NM_001178641.3	786975	788460	30	1425	30	+	True	True
NC_001134.8	YBR294W	NM_001178642.3	789204	791844	30	2580	30	+	True	True
NC_001134.8	YBR295W	NM_001178643.2	792818	796529	30	3651	30	+	True	True
NC_001134.8	YBR296C	NM_001178644.1	796767	798552	30	1725	30	-	True	True
NC_001134.8	YBR296C-A	NM_001184587.3	800092	800272	30	120	30	-	True	True
NC_001134.8	YBR297W	NM_001178645.3	800492	801959	30	1407	30	+	True	True
NC_001134.8	YBR298C	NM_001178646.1	802600	804505	30	1845	30	-	True	True
NC_001134.8	YBR298C-A	NM_001184588.1	805004	805286	30	222	30	-	True	True
NC_001134.8	YBR299W	NM_001178647.3	805320	807135	30	1755	30	+	True	True
NC_001134.8	YBR301W	NM_001178649.3	809026	809449	30	363	30	+	True	True
NC_001134.8	YBR302C	NM_001178650.1	810309	811509	30	1140	30	-	True	True
NC_001135.5	YCL073C	NM_001178711.1	6448	8356	30	1848	30	-	True	True
NC_001135.5	YCL069W	NM_001178710.1	9675	11112	30	1377	30	+	True	True
NC_001135.5	YCL068C	NM_001178709.1	11472	12315	30	783	30	-	True	True
NC_001135.5	YCL067C	NM_001178708.1	12355	13048	30	633	30	-	True	True
NC_001135.5	YCL066W	NM_001178707.1	13251	13839	30	528	30	+	True	True
NC_001135.5	YCL064C	NM_001178706.1	15767	16910	30	1083	30	-	True	True
NC_001135.5	YCL063W	NM_001178705.1	17259	18591	30	1272	30	+	True	True
NC_001135.5	YCL061C	NM_001178704.1	18785	22136	30	3291	30	-	True	True
NC_001135.5	YCL059C	NM_001178703.1	22398	23409	30	951	30	-	True	True
NC_001135.5	YCL058C	NM_001178702.1	23492	24011	30	459	30	-	True	True
NC_001135.5	YCL058W-A	NM_001184528.1	23553	23955	30	342	30	+	True	True
NC_001135.5	YCL057C-A	NM_001184448.1	24001	24355	30	294	30	-	True	True
NC_001135.5	YCL057W	NM_001178701.1	24737	26936	30	2139	30	+	True	True
NC_001135.5	YCL056C	NM_001178700.1	26894	27389	30	435	30	-	True	True
NC_001135.5	YCL055W	NM_001178699.1	27898	28966	30	1008	30	+	True	True
NC_001135.5	YCL054W-A	NM_001305014.1	30879	31026	30	87	30	+	True	True
NC_001135.5	YCL054W	NM_001178698.1	31418	34004	30	2526	30	+	True	True
NC_001135.5	YCL052C	NM_001178697.1	34112	35423	30	1251	30	-	True	True
NC_001135.5	YCL051W	NM_001178696.1	35834	37646	30	1752	30	+	True	True
NC_001135.5	YCL050C	NM_001178695.1	37805	38831	30	966	30	-	True	True
NC_001135.5	YCL049C	NM_001178694.1	39755	40754	30	939	30	-	True	True
NC_001135.5	YCL048W-A	NM_001184678.1	41457	41757	30	240	30	+	True	True
NC_001135.5	YCL048W	NM_001178693.1	42134	43586	30	1392	30	+	True	True
NC_001135.5	YCL047C	NM_001178692.1	43630	44467	30	777	30	-	True	True
NC_001135.5	YCL045C	NM_001178690.1	44592	46935	30	2283	30	-	True	True
NC_001135.5	YCL044C	NM_001178689.1	47080	48394	30	1254	30	-	True	True
NC_001135.5	YCL043C	NM_001178688.1	48622	50251	30	1569	30	-	True	True
NC_001135.5	YCL042W	NM_001178687.1	50553	50973	30	360	30	+	True	True
NC_001135.5	YCL040W	NM_001178685.1	50807	52370	30	1503	30	+	True	True
NC_001135.5	YCL039W	NM_001178684.1	52614	54912	30	2238	30	+	True	True
NC_001135.5	YCL038C	NM_001178683.1	54910	56557	30	1587	30	-	True	True
NC_001135.5	YCL037C	NM_001178682.1	57343	58708	30	1305	30	-	True	True
NC_001135.5	YCL036W	NM_001178681.1	58995	60756	30	1701	30	+	True	True
NC_001135.5	YCL035C	NM_001178680.1	60810	61203	30	333	30	-	True	True
NC_001135.5	YCL034W	NM_001178679.1	61627	62752	30	1065	30	+	True	True
NC_001135.5	YCL033C	NM_001178678.1	62745	63312	30	507	30	-	True	True
NC_001135.5	YCL032W	NM_001178677.1	63410	64511	30	1041	30	+	True	True
NC_001135.5	YCL031C	NM_001178676.1	64644	65598	30	894	30	-	True	True
NC_001135.5	YCL030C	NM_001178675.1	65903	68363	30	2400	30	-	True	True
NC_001135.5	YCL029C	NM_001178674.1	68568	69951	30	1323	30	-	True	True
NC_001135.5	YCL028W	NM_001178673.1	70119	71397	30	1218	30	+	True	True
NC_001135.5	YCL027W	NM_001178672.1	71772	73371	30	1539	30	+	True	True
NC_001135.5	YCL026C-B	NM_001184449.1	73374	74016	30	582	30	-	True	True
NC_001135.5	YCL026C-A	NM_001178713.1	74673	75315	30	582	30	-	True	True
NC_001135.5	YCL025C	NM_001178671.1	75987	77949	30	1902	30	-	True	True
NC_001135.5	YCL024W	NM_001178670.1	79131	82305	30	3114	30	+	True	True
NC_001135.5	YCL021W-A	NM_001184450.1	83589	84027	30	378	30	+	True	True
NC_001135.5	YCL019W	NM_001178666.2	85071	90445	30	5313	30	+	True	True
NC_001135.5	YCL020W	NM_001178667.1	85071	86448	30	1317	30	+	True	True
NC_001135.5	YCL018W	NM_001178665.1	91293	92448	30	1095	30	+	True	True
NC_001135.5	YCL017C	NM_001178664.1	92746	94300	30	1494	30	-	True	True
NC_001135.5	YCL016C	NM_001178663.1	94590	95793	30	1143	30	-	True	True
NC_001135.5	YCL014W	NM_001178662.1	96250	101221	30	4911	30	+	True	True
NC_001135.5	YCL012C	NM_001184672.1	101286	101818	30	405	30	-	True	True
NC_001135.5	YCL011C	NM_001178660.1	102044	103388	30	1284	30	-	True	True
NC_001135.5	YCL010C	NM_001178659.1	103540	104380	30	780	30	-	True	True
NC_001135.5	YCL009C	NM_001178658.1	104588	105578	30	930	30	-	True	True
NC_001135.5	YCL008C	NM_001178657.1	105665	106883	30	1158	30	-	True	True
NC_001135.5	YCL005W-A	NM_001184518.1	106992	107447	30	222	30	+	True	True
NC_001135.5	YCL005W	NM_001178654.1	107990	108821	30	771	30	+	True	True
NC_001135.5	YCL004W	NM_001178653.1	109074	110700	30	1566	30	+	True	True
NC_001135.5	YCL002C	NM_001178652.2	110777	111705	30	792	30	-	True	True
NC_001135.5	YCL001W	NM_001178651.1	111885	112512	30	567	30	+	True	True
NC_001135.5	YCL001W-A	NM_001184314.1	113049	113571	30	462	30	+	True	True
NC_001135.5	YCL001W-B	NM_001184462.1	113739	114054	30	255	30	+	True	True
NC_001135.5	YCR001W	NM_001348893.1	115654	116029	30	315	30	+	True	True
NC_001135.5	YCR002C	NM_001178715.1	117349	118378	30	969	30	-	True	True
NC_001135.5	YCR003W	NM_001178716.1	118589	119201	30	552	30	+	True	True
NC_001135.5	YCR004C	NM_001178717.1	119544	120348	30	744	30	-	True	True
NC_001135.5	YCR005C	NM_001178718.1	120915	122358	30	1383	30	-	True	True
NC_001135.5	YCR006C	NM_001348894.1	122499	123033	30	474	30	-	True	True
NC_001135.5	YCR007C	NM_001178720.1	125980	126760	30	720	30	-	True	True
NC_001135.5	YCR008W	NM_001178721.1	128439	130311	30	1812	30	+	True	True
NC_001135.5	YCR009C	NM_001178722.1	130714	131572	30	798	30	-	True	True
NC_001135.5	YCR010C	NM_001178723.1	132242	133154	30	852	30	-	True	True
NC_001135.5	YCR011C	NM_001178724.1	133693	136903	30	3150	30	-	True	True
NC_001135.5	YCR012W	NM_001178725.1	137715	139026	30	1251	30	+	True	True
NC_001135.5	YCR014C	NM_001178727.1	139154	140963	30	1749	30	-	True	True
NC_001135.5	YCR015C	NM_001178728.1	141186	142200	30	954	30	-	True	True
NC_001135.5	YCR016W	NM_001178729.1	143603	144536	30	873	30	+	True	True
NC_001135.5	YCR017C	NM_001178730.1	144742	147664	30	2862	30	-	True	True
NC_001135.5	YCR018C	NM_001178731.1	148207	148933	30	666	30	-	True	True
NC_001135.5	YCR019W	NM_001178732.1	152806	153958	30	1092	30	+	True	True
NC_001135.5	YCR020C	NM_001178733.1	153981	154689	30	648	30	-	True	True
NC_001135.5	YCR020C-A	NM_001178734.1	154799	155126	30	267	30	-	True	True
NC_001135.5	YCR020W-B	NM_001184313.1	155289	155586	30	237	30	+	True	True
NC_001135.5	YCR021C	NM_001178735.1	156078	157137	30	999	30	-	True	True
NC_001135.5	YCR022C	NM_001348895.1	157390	157795	30	345	30	-	True	True
NC_001135.5	YCR023C	NM_001178737.1	158507	160403	30	1836	30	-	True	True
NC_001135.5	YCR024C	NM_001178738.1	160713	162252	30	1479	30	-	True	True
NC_001135.5	YCR024C-B	NM_001184645.1	162568	162895	30	267	30	-	True	True
NC_001135.5	YCR024C-A	NM_001178739.1	162914	163097	30	123	30	-	True	True
NC_001135.5	YCR025C	NM_001348896.1	163415	163886	30	411	30	-	True	True
NC_001135.5	YCR026C	NM_001178741.1	164080	166369	30	2229	30	-	True	True
NC_001135.5	YCR027C	NM_001178742.1	167339	168029	30	630	30	-	True	True
NC_001135.5	YCR028C	NM_001178743.1	170855	172454	30	1539	30	-	True	True
NC_001135.5	YCR028C-A	NM_001184315.1	172919	173470	30	408	30	-	True	True
NC_001135.5	YCR030C	NM_001178744.1	173795	176468	30	2613	30	-	True	True
NC_001135.5	YCR031C	NM_001178745.1	177469	178250	30	414	30	-	True	True
NC_001135.5	YCR032W	NM_001178746.1	179489	186053	30	6504	30	+	True	True
NC_001135.5	YCR033W	NM_001178747.1	186458	190199	30	3681	30	+	True	True
NC_001135.5	YCR034W	NM_001178748.1	190561	191665	30	1044	30	+	True	True
NC_001135.5	YCR035C	NM_001178749.1	191803	193048	30	1185	30	-	True	True
NC_001135.5	YCR036W	NM_001178750.1	193266	194328	30	1002	30	+	True	True
NC_001135.5	YCR037C	NM_001178751.1	194383	197215	30	2772	30	-	True	True
NC_001135.5	YCR038C	NM_001178752.1	197590	199579	30	1929	30	-	True	True
NC_001135.5	YCR039C	NM_001178753.1	199515	200208	30	633	30	-	True	True
NC_001135.5	YCR040W	NM_001178754.1	200411	200999	30	528	30	+	True	True
NC_001135.5	YCR041W	NM_001310667.1	200880	201273	30	333	30	+	True	True
NC_001135.5	YCR042C	NM_001178756.1	201143	205427	30	4224	30	-	True	True
NC_001135.5	YCR043C	NM_001178757.1	206230	206674	30	384	30	-	True	True
NC_001135.5	YCR044C	NM_001178758.1	206846	207980	30	1074	30	-	True	True
NC_001135.5	YCR045C	NM_001178759.1	208104	209640	30	1476	30	-	True	True
NC_001135.5	YCR046C	NM_001178760.1	209883	210453	30	510	30	-	True	True
NC_001135.5	YCR047C	NM_001178761.1	210687	211575	30	828	30	-	True	True
NC_001135.5	YCR048W	NM_001178762.1	211898	213791	30	1833	30	+	True	True
NC_001135.5	YCR050C	NM_001178764.1	213433	213802	30	309	30	-	True	True
NC_001135.5	YCR051W	NM_001178765.1	214040	214769	30	669	30	+	True	True
NC_001135.5	YCR052W	NM_001178766.1	214963	216475	30	1452	30	+	True	True
NC_001135.5	YCR053W	NM_001178767.1	216666	218271	30	1545	30	+	True	True
