transcript_id	m_GR_in_01d_1.isoforms.results	m_GR_in_01d_2.isoforms.results	m_GR_in_01d_3.isoforms.results	m_GR_un_01d_1.isoforms.results	m_GR_un_01d_2.isoforms.results	m_GR_un_01d_3.isoforms.results	m_GR_in_02d_1.isoforms.results	m_GR_in_02d_2.isoforms.results	m_GR_in_02d_3.isoforms.results	m_GR_un_02d_1.isoforms.results	m_GR_un_02d_2.isoforms.results	m_GR_un_02d_3.isoforms.results	m_GR_in_04d_1.isoforms.results	m_GR_in_04d_2.isoforms.results	m_GR_in_04d_3.isoforms.results	m_GR_un_04d_1.isoforms.results	m_GR_un_04d_2.isoforms.results	m_GR_un_04d_3.isoforms.results	m_GR_in_07d_1.isoforms.results	m_GR_in_07d_2.isoforms.results	m_GR_in_07d_3.isoforms.results	m_GR_un_07d_1.isoforms.results	m_GR_un_07d_2.isoforms.results	m_GR_un_07d_3.isoforms.results	m_GR_in_10d_1.isoforms.results	m_GR_in_10d_2.isoforms.results	m_GR_in_10d_3.isoforms.results	m_GR_un_10d_1.isoforms.results	m_GR_un_10d_2.isoforms.results	m_GR_un_10d_3.isoforms.results	m_GR_in_15d_1.isoforms.results	m_GR_in_15d_2.isoforms.results	m_GR_in_15d_3.isoforms.results	m_GR_un_15d_1.isoforms.results	m_GR_un_15d_2.isoforms.results	m_GR_un_15d_3.isoforms.results	m_GR_in_20d_1.isoforms.results	m_GR_in_20d_2.isoforms.results	m_GR_in_20d_3.isoforms.results	m_GR_un_20d_1.isoforms.results	m_GR_un_20d_2.isoforms.results	m_GR_un_20d_3.isoforms.results	m_GR_in_25d_1.isoforms.results	m_GR_in_25d_2.isoforms.results	m_GR_in_25d_3.isoforms.results	m_GR_un_25d_1.isoforms.results	m_GR_un_25d_2.isoforms.results	m_GR_un_25d_3.isoforms.results
NM_001248573.2	207.97	325.65	346.99	369.58	276.14	311.64	170.47	199.25	315	198.11	284.89	244.9	401.49	460.82	555.78	263.39	290.17	260.26	338.49	337.66	136.77	474.63	394.92	434.93	128.12	140.89	331.16	373.73	458.31	375.05	345.6	277.4	351	402.4	714.18	470.71	84.93	58.62	108.26	361.42	286.84	350.71	78.55	65.41	131.13	367.39	383.75	344.81
NM_001248589.1	39.63	85	57	50.38	42	55.36	15	26	33.46	30.2	40	20	34.39	22.53	54.15	36.42	31.47	31	10	13	9	29	24	33	4	0	2	15	33	19	0	0	0	13	12	19	0	0	0	3	8	2	0	0	0	24.43	36	25
NM_001248590.2	793.66	1110.14	1066.38	1128.14	711.14	769.58	359	503.16	721	446.72	716.07	631	486.74	382.27	708.29	473.78	456.31	487.41	410	399.33	184	608.87	556	540.83	236.27	235	630	214.66	261.57	279.62	161	79	158	1058.54	1659.03	1461	54.7	40.19	112.79	844.69	994	808.39	203.35	140	232.97	638.05	597.54	627
NM_001248592.1	16.03	19	18	20.03	14	25	12	18	14	8.03	14	16	32.07	31.33	36	16	27	31.15	17	11	7	36	24	29	17	13	37	18	19	14	19	14	7	24	24	16	1	3	3	12.03	25.05	17.5	11	7	3	2	5	3
NM_001248604.3	299.3	474.81	540.14	434.38	270.08	344.78	197	316.22	495.41	269	407.43	366	358.19	309.69	614.98	324.15	313.47	362.94	189	273.06	63	230.48	148	184	930.44	1058.69	3138.33	178.1	285.4	263.71	699	319	465	82	125	127	390.87	538.76	648.1	208.09	185	173.63	806.69	688.2	890.77	225	174.51	203
NM_001248614.3	344	554	560	522.74	420.66	631	147	225	318	206	310.61	300	526	433.67	893	585	498	499	490	561.43	232	749	550	580	162	172	549	607	821	703	188	121	173	373	586	530	21	20	82	258	333	192	121	107	102	391	376	375
NM_001248617.2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	14	14.29	8.89	3	5	4	2.04	9	6	2.14	12	13	3.3	2	3	0	0	0	0	0	7	1	1	1	0	0	0	0	0	0	0	0	0
NM_001248622.2	31.7	35.09	22.74	23.8	16.72	15.34	13	12	17	12	16	18	21	15.35	21	17	14	24.54	13	2	6	10	7	7	16.39	19	26.84	6	12	3	8	6	24	17	36	20	0	0	2	10	10	7	4.09	2	10	6.16	9	13
NM_001248630.3	2	4	1	0	0	1	0	0	1	2	1	1	0	1	0	0	0	2	0	0	0	3	0	2	37.94	28	61.49	9	2	0	139	143	216	16	12	23	35.75	38.96	59.84	1	2	1	29	34	63	2	0	2
NM_001248634.1	624.95	819.46	959	882.78	616.59	638.62	305.67	424.36	684.66	542	739.69	591	298.87	241.58	534.43	317.9	327.23	410	294	325.6	116	479.66	373	397.62	713.16	735.79	2194.6	364.08	477	444	662	377	560	495	907.68	804.85	328.81	361.25	483.18	950.65	828.77	703.41	505	480.92	597.83	478.72	422.31	448
NM_001248644.2	6	14	8	0	6	3	29	37	28	25	47	26	134	130	183	88	98	105	41	60	23	68	109	113	1	2	0	8	15	13	0	0	0	113	190	180	0	0	0	11	10	2	0	0	0	45	59	52
NM_001248649.2	159.73	341.97	301.71	242.64	176.13	225.4	92.83	111.48	149	122	141	142	129.56	124.22	138.14	106.82	131	153	79	73	37	101	114	104	153.69	189	385.28	74	92	88.76	155	128	269	170	276.73	189	38.58	41.08	53.58	91	99	76	57.42	50	94	48.52	42.56	69
NM_001248655.2	73.71	108.01	105.45	113.65	37.74	69	14	23.35	29	27	48	39	63.09	35.06	74.92	67.07	41.46	47.42	37.37	37.43	12	42	44.34	26	62.38	79	241.41	35	33.36	23	31.19	10	38	30	27	15	14.25	26.95	42.09	41	44.39	40.78	59.35	53	37.56	35.37	42	52.48
NM_001248658.1	4579.3	6918.91	7487.78	5360	3982.96	4966.07	2688.7	3773.48	5885.93	3849.47	5496.24	4255.08	3471.49	2803.4	6828.18	3510.43	3876.07	3959.87	2355.15	2542.41	982.14	3408.39	2628	2500.4	1839.06	2334.66	7041.72	1788.73	2655.98	2669.98	2046.32	789.64	1224.63	1873.82	2883.23	2924.41	880.58	1106.37	1410.02	4203.67	2802.67	2444.37	1750.95	1525.94	2063.04	2292.19	2192.26	2341.53
NM_001248665.2	192	214.73	126	137.73	80.45	132.99	28	43.43	80	73	78.08	82	47	57.98	51	78.05	84.54	93	32	22.33	6	89.44	87.46	109.29	213.93	315.42	851.67	163.93	260.08	217	492.4	280	512.83	91	142	121	184.61	186.84	301.48	125.61	151	137.46	284.55	277.58	692.37	15	21	21
NM_001248672.3	581.19	961	966	771.59	519	781.64	211	323	502	326	460	410	370	373.05	732.33	469.36	420	447.26	476	393	164	483	333	321	685.37	821.73	2473	265	330	326	549	381	529	239	349	318	299.85	324.84	426	324	404	315	393	414	440	283	300	319.77
NM_001248683.2	905.74	1227.21	1108.96	1272.18	896.04	740.99	238.34	352	484.72	378.75	490	460	408.28	338.56	633.87	408.6	435.08	476.64	632.29	626.61	245	766.64	595	633.64	167.45	195.11	558.22	544.94	799	694	181.18	75	117	363	546.27	489.29	54.93	72.22	110.65	561.55	576.19	446.72	54	48.08	62	513.71	494.95	496.23
NM_001248687.2	48.22	66.42	58.4	57.15	52.61	49.41	31	27	60	23	57.32	37	42.84	38.66	64.25	35.23	27	33.4	50	53.09	17	82	70.39	52	60.06	80	205.83	48.72	54.31	51	95.69	51	104	43	100	84.43	19.46	38.94	53.99	62	58	49.88	32	25.89	53.2	32	44.37	37
NM_001248698.2	8	9	5	8.14	4	10	3	5	2	3	3	4	0	1	8	1	1	9	4	5	1	6	5	3	90.21	81	237	0	3	2	164.23	111	217	1	7	5	28.37	35.64	64	10.17	15	11	66.18	65	167	1.09	1	1
NM_001248711.2	61	70	95	82	63	74	52	69	123	79	107	105	80	48.72	120	93	91	114	61	65	13	80	59	71	85	84	181	74	105	134	113	48	55	82	102	111	34	35	38	66	82	58	209	172	246	127	97	113
NM_001248715.1	895.33	1506.15	1479.28	1280.85	938.3	1017.66	191.82	340.75	492.18	390.95	553.94	424.15	510.02	360.97	757.22	408.55	404.32	474.71	718.27	610.92	293.7	922.26	768.07	798.97	148.4	171.03	431.75	165.15	241.16	239.77	177.59	119.38	173.98	797.86	1197.13	1057.12	82.97	85.08	114.81	1456.12	1164.16	949.49	114.49	99.67	103.67	255.37	343.91	293.79
NM_001248764.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_001248766.2	81.6	104.48	113.52	88.9	58.49	71.97	27	58	85	62	79	66	55	41.4	62	44	50.53	54	39	29	14	59.51	31	33	60	82	208.56	28	53	51	93	81	186	103	134	158	26.53	30	42	65	88.3	39.53	69.67	44.66	78	49	21	33
NM_001248771.3	14	15	6	22	13	17	2	6	5	1	6	3	11	6	25	7	3	13	12	8	2	12	8	21	3	1	2	5	5	9	0	0	0	8	5	11	0	0	1	10	10	7	0	0	0	18	11	11
NM_001248778.2	528.4	875.52	794.25	699.44	487.6	581.98	177	245.11	402.12	264.7	383.71	337.07	358.73	282.29	494.02	372.87	341.45	394.1	354.5	386.18	154.55	454.08	407.54	368.49	521.43	595.53	1772.89	199.02	271.46	304.11	405.15	246.66	384	237	441.28	389.13	141.23	163.82	287.14	324.62	411	257.58	379.06	250.22	369.53	313.11	350.01	312.23
NM_001248792.2	959.41	1499.53	1109.8	1328.09	964.42	991.06	559.33	808.2	1012.14	721.29	925.87	848.59	726.68	595.76	1036.73	896.54	1030.86	1114.46	1297.17	1190.2	536.66	2183.92	2023.91	1995.02	172.22	199.65	490.65	551.38	868.73	708.92	303.28	252.56	352.31	4827.23	7429.17	6579.26	111.69	119.65	247.64	4341.01	6311.51	3996.16	699.08	547.06	911.26	4389.52	4196.46	4474.87
NM_001248793.1	85	141	134	141	105	149	59	86	105	101	137	85	124	123	176	59	102	78	63	52	27	111	77	81	35	22	83	84	109	72	70	56	44	56	101	101	29	19	22	60	38	59	52	36	77	49	42	41
NM_001248804.3	43.74	59.76	47.51	59.44	32.66	24	16	29	33.48	19.13	60	25.27	23.24	31.53	61	19.11	32	31	34.15	35.44	11	54	37	37	22.52	31.59	80.19	33.12	32.26	41	22.13	21	8	34	56.27	47	2.18	8.19	17.2	31	48	18.28	19	14.57	17.13	23.49	46	37
NM_001248819.1	44	39	37	33	23	29	13	14	24	20	26	23	32	24.74	31	37	26	27	23	29	12	55	38	55	10	19	70	60	112	106	53	41	53	129	201	195	24	13	15.46	103	99	85.51	62.98	39.02	89.8	62	56	66
NM_001248827.3	228.23	318.1	313	314.48	214.15	235	107.51	178.48	215	199	252	225.52	74.9	61.55	138.44	107.56	100	109	153	140.74	49.61	155.57	152	156.55	156.98	177.78	569.31	58	115.47	59	41	16	19	175	266.37	245	63.41	57.54	123.68	715.21	766.02	448.73	18	6	16	276	243.57	231.12
NM_001248842.2	7	10.2	11	16	7.13	13	7	6	1	0	10	2	2	10	14	4	4	4	3	7	0	12	6	0	7	7	20	2	1	1	11	14	29	13	20	16	3	0	3	0	6	1	6	7	4	1	6	2
NM_001248850.2	141.89	219.38	250	250.57	194.47	277	250.86	375.59	658.73	329.75	473	385.83	1001.1	662.67	1185.35	801.03	861.64	1017.18	778	744.93	326	1067.73	962	1046.93	168.62	188	421.69	1146.58	1987.45	2088.54	134.84	73	101	152	227.88	236	2	3	3	175.38	228.84	127.68	57	39.78	76	1305.22	1232.49	1281.85
NM_001248874.2	26	40	43	50.76	19	29	12	19	18	13	12	25	18	31.89	34	21	24	17	5	12	3	18	11	4	79.77	58	133	9	19	16	152	65	168	42	33	12	40	28	51	7	14	10.32	44	37	63	12	21	9
NM_001248875.3	135.74	234	315	267.43	224	226	155	240	366	223.51	307	276.53	455.96	367.64	774.76	520.83	428.37	502.4	503	485.4	179	650	576	500.38	365	453.6	1581.64	442.93	737.29	811	1881	795	1394	112	216.53	212.44	97.04	123	212.96	228	225	171.54	550.23	548.05	681.62	327.19	295	320
NM_001248881.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
NM_001248882.1	91.39	147.38	180.91	114.76	112.92	111	36	47	71	35	83	74	65.42	60.4	112.46	38.28	44	68	93	82	32.5	111	92	91	101.82	100	283	36	49	53	156	127	165	54.28	102.64	110	51.7	50.82	72.77	94.35	69	73.68	79	75	123	69	70	61
NM_001248890.2	391	677	635	456	346	447	221	275	566	441	594	518	364	198	505	289	387	401	224	223	98	327	313	282	269	263	815	414	696	806	534	198	353	285	395	427	122	167	199	773	636	521	280	252	349	325	325	314
NM_001248898.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001248902.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
NM_001248908.2	4.17	1	11	9.42	9.43	11.2	5	3	9	15	9	7	2	5	6	3	6	2	18	10	3	9	7	8	6	4	10	16	34	32	4	0	3	5	0	1	1	0	0	0	0	2.14	1	0	0	6	4.12	11.23
NM_001248938.2	3	2	4	1	2	2	0	1	3	0	0	0	1	1	2	1	1	1	1	3	0	4	1	1	2	2	6	2	0	1	1	1	0	3	2	3	1	1	3	9	5	20	4	4	15	2	2	0
NM_001248949.2	19	30	16	31	18	17	6	11	20	12	13	14	6	4	7	9	11	11	7	3	2	9	5	7	9	7	23	0	5	6	0	0	1	7	22	6	2	1	1	13	9	6	0	0	0	2	1	3
NM_001248968.2	385.18	595.59	597.17	515.71	362.92	490.94	130	125	264	148.87	243.48	215	337.63	251.16	425	275.84	286.85	338.12	363	322.66	159	373.31	337.87	335.62	568.39	705.28	1819.75	167.75	240.38	193	547.88	329	500.87	315.48	474.37	533	142.56	140.55	196.26	167	299.81	176.12	212.34	222.77	304	266.38	270.33	246.8
NM_001248971.2	7707.86	12420.21	12334.15	10751.79	7831.59	7711.84	6335.16	8393.14	13032.55	8937.58	12832.89	10921.31	11709.35	10759.87	17207.4	11019.87	12216.57	14682.27	9075.51	10409.86	4381.61	13998.06	11645.57	13779.73	5900.37	5542.61	13855.65	14339.32	18615.7	20502.36	7985.4	4236.96	6365.49	15638.76	24901.86	23578.81	2551.02	2303.13	2901.95	12511.59	11307.13	10195.62	3899.95	3227.64	6990.33	8228.66	7782.55	8202.44
NM_001249001.2	1278.28	2131.72	2207.03	1925.47	1393.27	1516.77	673.94	1148.35	1841.88	1388.13	1997.49	1563.19	2090.6	1559.64	3403.16	1740.08	1833.47	1828.22	1419.74	1415.44	529.92	2201.71	1736.68	1725.67	589.37	726.48	2332.9	968.78	1453.34	1318.42	1499.33	689.84	1130.46	1400.79	2137.89	2193.98	236.03	299.29	422.94	1002.92	1087.7	818.4	1368.78	1188.19	1425.86	1846.7	1704.77	1802.39
NM_001249006.2	3	1	0	3	2	1	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	1	3	1	0	1	0	0	0	1	0	0	0	0	3	0	1	0	1	4	2	2	0	0	0	0	2	0
NM_001249012.2	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	2	2	0	0	0	0	4	3	0	0	0	0	0	0	2	9	0	0	0	0	1	1	1	1	9	1	1	1
NM_001249024.2	3	0	1	0	1	0	0	0	4	3	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NM_001249038.2	28	77	64.21	55.27	37	31	46	52	54	39	56	61	51	30.44	49.44	33.38	34	30.57	33	37	15	44	25	35	46	50	157	60	85	55	94	60	95	77	103	94	37	34	33.56	101	79	63.42	48	37	60	40	57	35
NM_001249067.2	3	2	4	3	0	5	0	0	0	1	3.71	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	3	3	0	0	3
NM_001249069.2	1	4	2	3	0	1	1	0	0	0	1	0	1	0	2	0	1	1	0	1	0	1	0	1	1	1	0	0	3	0	0	0	0	0	2	6	0	0	0	4	1	3	0	1	0	6	4	0
NM_001249075.1	0	2	0	0	0	0	0	1	7	1	4	0	3	0	0	2	0	2	2	3	0	3	1	1	1	2	2	1	1	2	15	4	17	17	36	19	0	0	1	4	4	1	16	11	21	3	3	8
NM_001249092.2	56.1	95	103	92	67.54	75	28	66	85	65	71	65	32.06	19	46	36.06	50.43	54	45	45	23	41	38	31	95.46	78	227.07	15	15	20	72.08	37	57	49	85	87.4	60.6	59.38	55.24	119	119.42	88	46	54	86	48.43	43	39
NM_001249095.2	22	37	52	36	27	36	12	14	26	24	32	35	30.64	18.07	22	27	18	30	49	30.55	12	38	42	28	67.54	56	163.57	22.51	8	29	100	106	151	48	85	69	18.39	21	32	9	43	27	31	26	62	19	20	28
NM_001249101.2	373	618.75	525	418.52	340	374	190.54	221	344.51	216.47	340	305.04	284	261.38	497	310	271	351	182	215	102	303	285	298.62	393.61	370	1114.63	158	224	218	487	263	437	320	509	437	98.44	105	199	288	300.5	214.34	248	250	337	296	299	271
NM_001249105.2	242	621	722	546.82	516.63	738	262	364	634	291	549	416	575	442.78	824	528.81	525	640.79	533	509	247	551	457	476.54	252	248	732	377.7	589	590	111	46	62	275	405	409	55	42	63	406	352	284	71	49	88	652	588	610
NM_001249109.3	176.03	114.44	199.2	27.43	21.41	182.81	36.11	82.7	120.12	10.22	14.06	6.64	202.18	232.57	353.91	35.67	19.31	16.9	229.78	270.09	105.32	54.34	28.13	31.85	25.76	28.95	106.38	427.27	689.85	615.72	52.87	10.51	35.45	14	10.73	12	3	0	8.84	11.68	38.62	16.32	41.37	29.98	52.62	44.08	29.11	35.37
NM_001249117.1	73.78	51.66	81.26	80.82	48.97	41.43	24	35.81	84.88	34.93	68	57	15.82	14.39	26	13	20	45	7	5	4	17	14	21.94	3	3	9	1	2	0	0	0	0	14	11	13	0	0	0	5	16	2.05	2	0	2	6	13.87	14
NM_001249129.2	95.46	191	160.07	167.05	103.25	143.02	45	77	88	78	97	97.65	105.71	90.19	131	102.76	76.63	124	96	103	30	91	104	88	252.26	232	653	53.37	54.64	42	208	107	166	93	136	110	66.21	42.98	87	92	108	69	93.56	94	161	81	94	91
NM_001249132.2	6	20	17	21	10	10	13	10.23	22	22	18	23	17	3	23	11	9	14	1	4	6	13	13	20	3	6	15	6	11	7	16	5	22	7	27	15	2	2.03	5	20	15	6	19.09	16	28	11	5	14
NM_001249133.2	245.53	516.92	445.14	311.76	239.18	313.74	103	183.02	290	156	263	224	222.27	144.91	295.4	245.86	254	300	156	135.65	75	207	176	173.62	286.44	349	749.84	107.09	151.14	177.57	393	217	341	164	261.68	240.66	108.38	102.32	136	143.63	140.28	143.98	157.5	158.81	242.72	125.66	112	140.66
NM_001249137.2	90	97	84	97.52	47	54	51	55	85	53	93	75	38	23.58	66	29	45	34	26	31	19	64	69	59	19.17	19	40	59	91	114	42	21	21	59	104	94	17.46	12	26	204	182	152.56	65	47	39	105	93	105
NM_001249145.2	5	5	7	13	3	4	3	0	4	4	6	6	5	2	6	8	4	6	2	3	3	4	3	2	14	25	32	3	4	4	38	22	30	7	8	16	18	17	14	14	9	9	14	9	19	9	4	9
NM_001249151.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001249154.2	15	24	12	21	13	24	8	4	19	20	9	19	7	3	7	19	16	12	11	9	3	10	14	11	25	40	111	58	82	61	76	46	75	29	48	59	34	38	46	61	55	35	32	43	55	20	16	23
NM_001249155.3	0	1	1	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	3	0	0	0	1	58	50	188	0	1	1	63	23	50	52	112	66	92	65	113	110	134	113	14	4	4	73	84	90
NM_001249158.2	433.45	797	680	638	470	523	161	245	322	275	291	388	344	389.52	526	352.51	296	376	242	339.5	126	389	389	367	536	560	1520.91	361.56	459	364	552	303	461	186	335	268.46	160	122	170	166	220	202	302	234	746	184	150	176
NM_001249159.2	56.45	101.91	95.41	72.41	69.47	76.52	30	46	72	37	74.49	60	60	50.09	73	40.01	45	76.04	39	36.41	27.49	24	20.27	36	107.44	113	311	15	16	16	129.39	130	171	38.5	71	91	37.91	41.87	46.68	32.49	51	35.42	67	47.34	59	33	26	46
NM_001249171.1	121.91	182.21	206.99	169.23	117.2	145.84	71	80.13	129.19	98	123.23	118	84.38	69.2	125.07	99.14	70.27	98.35	81.13	60.22	28.53	96	82.26	76	179.03	180.06	507.85	37.89	77.78	58.26	442.75	271.54	382	118.52	219.2	203.53	51.74	44.57	102.12	76.24	118.31	78	374.56	288.71	442.45	120.6	120.3	132.22
NM_001249209.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
NM_001249210.2	239	345	316	267	192	260	110	138	251	189	231	226	173	141	274.99	159	180	186	132	125	67	294	246	241	156	155	460	269	463	449	150	67	145	127	194	184	53	39	82	158	198	161	86	100	131	171	161	175
NM_001249213.2	9	9	2	7.48	5	2	2	4	3	2	10	5	5	11.41	6	4.07	2	9	5	5	1	13	6	15.49	6	8.44	39	49.3	74	77	129.11	98	175	32	46	49	5.54	3	8.48	11	12	7	64	59.12	88.18	2	15	7
NM_001249217.2	0	4	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	4	3	5	0	0	0
NM_001249224.2	2	2	1	1	1	4	0	1	0	0	1	3	0	1	1	0	3	1	0	4	0	3	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
NM_001249226.2	442.86	736.65	673.42	534.31	390.18	506.65	139.52	201.63	251.47	193.28	345.18	281.01	210.39	229.44	353.36	258.99	222.06	268.56	185	161.53	70	234.45	214	213	202.49	278.96	707.42	154.68	250.63	204.3	174	131.36	182	209	368	261.34	91.3	97.36	168.84	210.59	240.46	236.04	125.76	122.37	185.75	164.85	197.53	174.94
NM_001249228.2	311.12	561.34	587.48	340.6	257.09	347.78	152.15	226.03	369.56	286.03	371.82	326.2	226.82	186.65	380.36	298.35	290.37	408.1	154	186.92	76.04	172.05	193.72	165.55	267.1	260.9	895.91	88.74	129.82	162.26	57.8	28.2	36.37	84.64	164.17	174.36	21.09	22.15	46.9	188.2	173.38	109.8	58.42	41.48	52.01	162.3	149.19	165.72
NM_001249239.1	567.74	848.69	772.53	645.68	468.19	652.53	199	279.52	380	257	384.12	350	342.44	258.21	482.15	313.15	324	348	220	240.14	108	326	260	269.49	390.3	406	1391.4	263.35	312	253.48	352.76	203	352	132	223	204	189.94	218.96	364.35	240.13	217.48	181.89	330.52	219.22	331	229.1	261.85	213
NM_001249240.3	292.72	400.11	458.78	350.14	244.95	327.83	75.05	94.09	138	67.84	116.02	106	86.08	99.06	142.08	116.62	129.13	107.87	102.88	125.97	31.97	218.39	186.88	192.91	33.66	39	135.82	267.99	317.71	282.52	8	8	23	97	156	163	2.73	15.06	5.01	50.12	70.05	55.71	24.8	20	54.75	39.05	64	87.95
NM_001249273.1	256.56	442.05	385.69	363.75	252.87	313.82	53.56	113.67	157.71	107.76	164.84	123.73	130.71	211.31	219.63	168.79	138.04	146.63	72.58	89.19	29.4	115.82	102.64	85.41	176.37	161.11	431.67	104.11	124.61	104.78	85.71	38	112	112	144.27	129	39.82	71.8	71.14	90.83	99.94	87.69	73.96	77.42	113.93	79.98	41.82	73.31
NM_001249286.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001249288.2	49.3	115	88	79.51	50.16	62	29	43.26	50	25	39	31	43	49.26	48	48	46	69.25	51	32	13	57	49	43	45	51	164	41.22	31	36	22	21	34	59	78	79	12	7.5	21.11	39.4	40	37.74	9	5	12	20	25	28
NM_001249292.2	6	0	1	2	2	3	1	0	1	0	1	3	0	0	0	1	2	1	0	3	1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	3	0	1	0
NM_001249314.2	158	282	242	192	120	180	99	155	226	130	228	174	180	113	211	155	154	178	90	79	38	101	90	78	139	133	375	76	111	111	81	45	91	54	136	106	37	38	40	73	105	71	51	47	99	108	81	75
NM_001249316.2	49	71.92	63	54	32	45	9	24	31	19	18	20	27	27.79	34	16	11	31	39	49	23	35	33	32	83	81	215	40	44	35	88	68	87	28	32	43	37	45	74	24	41	21	66	49	67	21	20	21
NM_001249340.2	173.29	325.32	337.62	314.4	224.67	338.65	186.35	246	440.31	241	381.31	329.06	547.06	485.06	809.03	412.58	500.59	490.5	483.33	499.37	238	619.32	475	498.94	238.94	298.33	853.63	632.3	976.33	914.84	300	105.19	187	256	404	418.39	55.13	64.5	118.3	284.92	251.33	216.87	117.71	101.7	197.35	530.78	460.66	484.45
NM_001249348.2	29	47.91	47	39.84	16	23	8	15	41	38	41.9	35	21	12	37	15	8	11	9	16	2	14	5	12	10.9	20	23	5	3	13	28	17	11	5	12	26	0	1	7	10	14	11	79.09	46.88	79.86	13	23.85	14
NM_001249353.2	53	85	81	65.47	49.5	55	15	37	41.5	21	39	49	33	46	58	41	48	56	52	47	22	68	76	39	67	82	225	19	34	31	55	31	33	21	60	26	28	36	46	41	68	37	25	43	62.64	46	46	38
NM_001249354.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NM_001249358.2	37.36	45.29	48.98	44.21	31.87	39.34	6	23	19.19	13	30	24	23	19	32	27.45	12	24	24	15.28	9	23.37	26	25	144.08	148	416.97	15	21	25	234	204	279	38	53	37	200.34	212.71	295.76	41	41	32	126	129.76	147	10.23	18.35	22
NM_001249371.2	702.91	1243.8	1377.11	1062.25	755.31	1149.91	316.35	471.47	620.66	451.66	711.82	600.94	562.14	509.96	881.26	566.11	573.65	649.35	738.1	714.41	300.73	919	794.83	689.26	946.82	1240.93	3338.82	668.9	1074.22	930.25	849.99	616.55	985	465.88	786.34	735.26	319.57	329.97	404.15	521.78	687.87	476.46	333.27	271.91	492.23	451.54	423.63	481.44
NM_001249372.1	39	57	65	39.36	36.38	41	15	21	22	14	19	31	24.4	18.74	33	18.36	22.66	23	12	13	8	27	20	18.43	30.99	16	90.63	9	6	9	11	11	16	12	11	7	8	2	3	9	18	4	1.2	1	3	6.44	14.32	12
NM_001249398.2	65.62	86.27	77.53	51.57	60.8	82.78	18	28.33	30	30	45	37	47.28	33.27	51.53	36.52	36	37	40	39	11	71	60.27	37.18	16	20	71	43.05	68.21	55.39	17	6	20	21	44.79	34	5	7	12.71	35	50	13.18	9	12	8	21	19.15	16.44
NM_001249415.2	29	47	19	36	34	45	20	27	31	24	26	35	20	24	39	29	38	44	32	17	9	44	51	50	31	45	103	69	57	98	43	33	50	171	309	302	11	12	23	171	232	132	52	36	54	139	142	150
NM_001249421.1	68	77	87	69.74	82.77	78	33	67	91	57.64	88	85	40.63	47.31	65.17	48.38	69	79.47	25	19.78	9	81.67	61	93.74	19.09	17	46	247.58	246.41	217.27	260.42	174	310.77	27	51	37	8	15	12	26	36	25.93	21	21	42.4	13	14	20
